"","Station","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","Comments.x","Flagged_Data.x","QAQC.y","Boat","Crew","Location","Visit.Date","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","ID","Current","abbreviation","Lat","Lon","Region","Notes","site","sitetype","Region2","Comments.y","Flagged_Data.y","DateTime","year","month","Season"
"11","ARNO-CH-SE",6504,11132,"NT24-ARNO-23MAY2022","true","Trawl","NT",""," "," 2= against flow"," Channel",1,NA,NA,NA,"","11:57","12:01",5,NA,NA,38.180099,121.905779,38.18005,121.905734,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",NA,NA," ",6,3," Net and Codend from DWR: Taken at breech at strong ebb; essentially a flux",NA,"true","Mudsucker","ED;GP;SS;KS","Arnold",2022-05-23,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",52,20.8,8.1,8027,7.2,12.6,0.1,0.68," 20.2"," 1=absent"," 2"," Inside"," "," false"," pH sensor not calibrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-23 11:57",2022,5,"Spring"
"12","ARNO-CH-SE",6504,11130,"MAC24-ARNO-23MAY2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",1,NA,NA,NA,"","11:57","12:06",10,NA,NA,38.180099,121.905779,38.180029,121.905733,28946,835760,851075,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",6,6," ",6,3," Taken at breech at strong ebb; essentially a flux",NA,"true","Mudsucker","ED;GP;SS;KS","Arnold",2022-05-23,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",52,20.8,8.1,8027,7.2,12.6,0.1,0.68," 20.2"," 1=absent"," 2"," Inside"," "," false"," pH sensor not calibrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-23 11:57",2022,5,"Spring"
"13","BLAC-CH-1",6482,11046,"ZOOP13-BLAC-24MAY2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",2.8,NA,NA,NA,"","13:20","13:25",5,NA,NA,38.181394,121.910398,38.180648,121.908685,28944,733069,739316,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",4,1," ",5,2," Not written on data sheet but tows were sequential where NT was done for the first 5 minutes followed by zoop; which is why NT and Zoop have different GPS points; Hit veg detritus for MAC/NT",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",50,21.5,7.49,8027,7.4,8.3,0.05,0.48," 17.1"," 1=absent"," 1"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 13:20",2022,5,"Spring"
"14","BLAC-CH-1",6482,11045,"MAC13-BLAC-24MAY2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",2.8,NA,NA,NA,"","13:15","13:25",10,NA,NA,38.180524,121.912282,38.180648,121.908685,28947,151043,169481,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat",4,4," ",5,2," Hit vegetation detritus during trawl",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",50,21.5,7.49,8027,7.4,8.3,0.05,0.48," 17.1"," 1=absent"," 1"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 13:15",2022,5,"Spring"
"15","BLAC-CH-1",6482,11047,"NT13-BLAC-24MAY2022","true","Trawl","NT",""," "," 2= against flow"," Channel",2.8,NA,NA,NA,"","13:15","13:20",5,NA,NA,38.180524,121.912282,38.181394,121.910398,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat",3,20," ",5,2," Hit vegetation detritus in tow",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",50,21.5,7.49,8027,7.4,8.3,0.05,0.48," 17.1"," 1=absent"," 1"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 13:15",2022,5,"Spring"
"16","BLAC-CH-2",6464,11022,"NT11-BLAC-24MAY2022","true","Trawl","NT",""," "," 3= unknown"," Channel",1.1,NA,NA,NA,"","11:39","11:46",5,NA,NA,38.178198,121.908004,38.180014,121.906471,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat",3,20," ",5,2," NT hit surface veg debris; water going both ways with/against current due to weird site morphology",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",52,20.6,7.23,8258,7.4,12.4,0.14,0.75," 19.4"," 1=absent"," 1"," Inside"," "," false"," Trawls going both ways with/against current due to weird site morphology since water flow will switch directions mid trawl  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 11:39",2022,5,"Spring"
"17","BLAC-CH-2",6464,11021,"ZOOP11-BLAC-24MAY2022","true","Trawl","ZOOP",""," "," 3= unknown"," Channel",1.9,NA,NA,NA,"","12:00","12:05",5,NA,NA,38.179387,121.906551,38.180403,121.908245,28944,720735,726045,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat",4,1," ",5,2," Water going both ways with/against current due to weird site morphology; Zoop hit Stuckenia; zoop had to be redone because ran out of space in channel",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",52,20.6,7.23,8258,7.4,12.4,0.14,0.75," 19.4"," 1=absent"," 1"," Inside"," "," false"," Trawls going both ways with/against current due to weird site morphology since water flow will switch directions mid trawl  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 12:00",2022,5,"Spring"
"18","BLAC-CH-2",6464,11020,"MAC11-BLAC-24MAY2022","true","Trawl","MAC",""," "," 3= unknown"," Channel",1.9,NA,NA,NA,"","11:39","11:49",7.5,NA,NA,38.178198,121.908004,38.180479,121.908346,28947,126092,139751,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," true"," 1.Surface","1.Boat",4,4," ",5,2," Water going both ways with/against current due to weird site morphology; MAC hit surface veg debris",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",52,20.6,7.23,8258,7.4,12.4,0.14,0.75," 19.4"," 1=absent"," 1"," Inside"," "," false"," Trawls going both ways with/against current due to weird site morphology since water flow will switch directions mid trawl  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 11:39",2022,5,"Spring"
"19","BLAC-INT",6481,11042,"ZOOP12-BLAC-24MAY2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","12:40","12:45",5,NA,NA,38.180266,121.908618,38.178599,121.910808,28944,726045,733065,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",4,1," ",5,2," Zoop was done separately because the channel was too short to do a NT followed by a Zoop ",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",59,21.8,6.97,8247,7.3,15,0.08,0.61," 19"," 1=absent"," 1"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 12:40",2022,5,"Spring"
"20","BLAC-INT",6481,11043,"NT12-BLAC-24MAY2022","true","Trawl","NT",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","12:24","12:29",5,NA,NA,38.180421,121.90841,38.179379,121.910103,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",3,20," ",5,2," ",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",59,21.8,6.97,8247,7.3,15,0.08,0.61," 19"," 1=absent"," 1"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 12:24",2022,5,"Spring"
"21","BLAC-INT",6481,11041,"MAC12-BLAC-24MAY2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",0.9,NA,NA,NA,"","12:24","12:32",8.5,NA,NA,38.180421,121.90841,38.178386,121.911209,28947,139748,151039,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",4,4," ",5,2," MAC net tow was only 8.5 minutes long due to short length of channel",NA,"true","SeaArk","DMC;SH;GN","Blacklock",2022-05-24,"1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",59,21.8,6.97,8247,7.3,15,0.08,0.61," 19"," 1=absent"," 1"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-24 12:24",2022,5,"Spring"
"22","BROA-INT",6426,10972,"MAC3-BROA-13APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",4.8,NA,NA,NA,"","16:47","16:57",10,NA,NA,38.05377,121.851129,38.050434,121.848016,28946,229180,254771,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",6,6," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",33,15.8,9.56,5431,7.9,38,0.3,0.95," 7.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 16:47",2022,4,"Spring"
"23","BROA-INT",6427,10977,"NT4-BROA-13APR2022","true","Trawl","NT",""," "," 2= against flow"," Channel",3.5,NA,NA,NA,"","17:18","17:23",5,NA,NA,38.050021,121.848256,38.048895,121.847597,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",3,10," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",36,15.8,9.61,3750,7.8,38,0.37,1.51," 8.3"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 17:18",2022,4,"Spring"
"24","BROA-INT",6427,10975,"MAC4-BROA-13APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",3,NA,NA,NA,"","17:18","17:29",10,NA,NA,38.050021,121.848256,38.047152,121.846929,28946,254763,273439,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," 1.Surface","1.Boat",6,6," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",36,15.8,9.61,3750,7.8,38,0.37,1.51," 8.3"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 17:18",2022,4,"Spring"
"25","BROA-INT",6424,10966,"MAC1-BROA-13APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","15:39","15:49",10,NA,NA,38.029397,121.840246,38.033292,121.840327,28946,192973,212748,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",6,6," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",48,15.8,9.89,3110,7.9,16.7,0.36,1.41," 8.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 15:39",2022,4,"Spring"
"26","BROA-INT",6424,10967,"ZOOP1-BROA-13APR2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","15:39","15:44",5,NA,NA,38.029397,121.840246,38.031209,121.838408,28944,505254,512820,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",4,1," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",48,15.8,9.89,3110,7.9,16.7,0.36,1.41," 8.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 15:39",2022,4,"Spring"
"27","BROA-INT",6424,10968,"NT1-BROA-13APR2022","true","Trawl","NT",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","15:39","15:44",5,NA,NA,38.029397,121.840246,38.031209,121.838408,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",3,10," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",48,15.8,9.89,3110,7.9,16.7,0.36,1.41," 8.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 15:39",2022,4,"Spring"
"28","BROA-INT",6425,10971,"NT2-BROA-13APR2022","true","Trawl","NT",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","16:12","16:17",5,NA,NA,38.033541,121.840823,38.035928,121.842249,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",3,10," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",41,15.8,10.73,3354,8.2,23,0.39,1.67," 8.6"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 16:12",2022,4,"Spring"
"29","BROA-INT",6425,10969,"MAC2-BROA-13APR2022","true","Trawl","MAC",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","16:12","16:22",10,NA,NA,38.033541,121.840823,38.038262,121.843995,28946,212747,229176,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",6,6," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",41,15.8,10.73,3354,8.2,23,0.39,1.67," 8.6"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 16:12",2022,4,"Spring"
"30","BROA-INT",6425,10970,"ZOOP2-BROA-13APR2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",3.9,NA,NA,NA,"","16:12","16:17",5,NA,NA,38.033541,121.840823,38.035928,121.842249,28944,512820,518577,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",4,1," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",41,15.8,10.73,3354,8.2,23,0.39,1.67," 8.6"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 16:12",2022,4,"Spring"
"31","BROA-INT",6426,10973,"ZOOP3-BROA-13APR2022","true","Trawl","ZOOP",""," "," 2= against flow"," Channel",5,NA,NA,NA,"","16:47","16:52",5,NA,NA,38.05377,121.851129,38.052896,121.848981,28944,518580,526527,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," false"," 1.Surface","1.Boat",4,1," ",5,2," ",NA,"true","Chinook","DMC;SH;GN;KMP","Broad Slough",2022-04-13,"3=66-100% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",33,15.8,9.56,5431,7.9,38,0.3,0.95," 7.9"," 1=absent"," 2"," Inside"," "," false"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-13 16:47",2022,4,"Spring"
