"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthOfWater3","DepthMeters","volume","rotations","rotation.final","rpm","ave_vol","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4$SampleID_frp","fish4$CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5$SampleID_frp","fish5$CommonName"
"333","LAMOPE02-LOWE-14DEC2022","8",115,12119,7120,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.6,NA,NA,NA,"","09:46","",NA,NA,NA,38.35387,121.654716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%"," ",NA,""," gps 5 accuracy 2; paired n; code 2 - difficult deployment; very narrow channel; certum (?) veg; dominant vegetation in sample: filalg; potcri; elodia; cerdem",NA,"true","Mudsucker","CB;ED;GP;KS","Lower Yolo Ranch","12/14/2022","LOWE-UNK","1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",80,7.2,10.04,393,7.4,9.3,0.3,0.92,21.8," 1=absent",2," Inside",NA," false"," ",2022-12-14,2022,12,"2022-12-14 09:46","Fall","",0.9,0.9,0.9,96.7432585221664,NA,NA,NA,NA,14069,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CORBIC","CORBICULA","","Corbicula","Fish","fluminea","Corbicula","Corbiculidae","Veneroida","Bivalvia","Mollusca","","","","","adult",FALSE,"Corbicula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Corbicula",NA,"LAMOPE02-LOWE-14DEC2022","Corbicula",NA,103.366375629251,0,7028.91354278907,0,"LAMOPE02-LOWE-14DEC2022","Corbicula"
"334","LAMOPE02-LOWE-14DEC2022","931",211,12119,7120,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.6,NA,NA,NA,"","09:46","",NA,NA,NA,38.35387,121.654716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 34-66%"," ",NA,""," gps 5 accuracy 2; paired n; code 2 - difficult deployment; very narrow channel; certum (?) veg; dominant vegetation in sample: filalg; potcri; elodia; cerdem",NA,"true","Mudsucker","CB;ED;GP;KS","Lower Yolo Ranch","12/14/2022","LOWE-UNK","1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",80,7.2,10.04,393,7.4,9.3,0.3,0.92,21.8," 1=absent",2," Inside",NA," false"," ",2022-12-14,2022,12,"2022-12-14 09:46","Fall","",0.9,0.9,0.9,96.7432585221664,NA,NA,NA,NA,14063,1,0,"","",NA,"",26363,111,NA,"true",0,0,0,0,0,0,NA,"","false","false","","GOLSHI","GSH","GSN","Golden Shiner","Fish","crysoleucas","Notemigonus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Golden Shiner","Fish Larvae","Fish Larvae","fish","fish","Golden Shiner",1,"LAMOPE02-LOWE-14DEC2022","Golden Shiner",0,103.366375629251,103.366375629251,7028.91354278907,0.0147058823529412,"LAMOPE02-LOWE-14DEC2022","Golden Shiner"
"335","LAMOPE02-LOWE-26APR2023","",1481,13367,7961,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 3= unknown"," ",1,NA,NA,NA,"","09:57","",NA,NA,NA,38.339952,121.661973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. not paired. frp23-012 = 2 fish in vial",NA,"true","Mudsucker","AC;ED;AM;SS","Lower Yolo Ranch","04/26/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",40,18.2,6.25,880,7.7,10,0.55,1.11,40.1," 1=absent",1," Inside",NA," false"," ",2023-04-26,2023,4,"2023-04-26 09:57","Spring","",1.3,1.3,1.3,139.010648691434,NA,NA,NA,NA,15164,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","AMEBUL","","","American Bullfrog","","catesbeiana","Lithobates","Ranidae","Anura","Amphibia","Chordata","Introduced","","","","",NA,"",NA,"","","","","","",NA,"LAMOPE02-LOWE-26APR2023","American Bullfrog",NA,71.936935005586,0,143.873870011172,0,"LAMOPE02-LOWE-26APR2023","American Bullfrog"
"336","LAMOPE02-LOWE-26APR2023","171",125,13367,7961,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 3= unknown"," ",1,NA,NA,NA,"","09:57","",NA,NA,NA,38.339952,121.661973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. not paired. frp23-012 = 2 fish in vial",NA,"true","Mudsucker","AC;ED;AM;SS","Lower Yolo Ranch","04/26/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",40,18.2,6.25,880,7.7,10,0.55,1.11,40.1," 1=absent",1," Inside",NA," false"," ",2023-04-26,2023,4,"2023-04-26 09:57","Spring","",1.3,1.3,1.3,139.010648691434,NA,NA,NA,NA,15166,85,85,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRAYFI","RSC","","Crayfish","Fish","","Pacifastacus","Astacidae","Decapoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crayfish",NA,"LAMOPE02-LOWE-26APR2023","Crayfish",NA,6114.63947547481,0,143.873870011172,0,"LAMOPE02-LOWE-26APR2023","Crayfish"
"337","LAMOPE02-LOWE-26APR2023","216",371,13367,7961,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 3= unknown"," ",1,NA,NA,NA,"","09:57","",NA,NA,NA,38.339952,121.661973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. not paired. frp23-012 = 2 fish in vial",NA,"true","Mudsucker","AC;ED;AM;SS","Lower Yolo Ranch","04/26/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",40,18.2,6.25,880,7.7,10,0.55,1.11,40.1," 1=absent",1," Inside",NA," false"," ",2023-04-26,2023,4,"2023-04-26 09:57","Spring","",1.3,1.3,1.3,139.010648691434,NA,NA,NA,NA,15165,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","MISSHR","MISSGRASS","SHRK","Grass Shrimp","Invertebrate","","Palaemonetes","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Palaemonetes",NA,"LAMOPE02-LOWE-26APR2023","Grass Shrimp",NA,71.936935005586,0,143.873870011172,0,"LAMOPE02-LOWE-26APR2023","Grass Shrimp"
"338","LAMOPE02-LOWE-26APR2023","5",199,13367,7961,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 3= unknown"," ",1,NA,NA,NA,"","09:57","",NA,NA,NA,38.339952,121.661973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. not paired. frp23-012 = 2 fish in vial",NA,"true","Mudsucker","AC;ED;AM;SS","Lower Yolo Ranch","04/26/2023","LOWE-CH-E","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",40,18.2,6.25,880,7.7,10,0.55,1.11,40.1," 1=absent",1," Inside",NA," false"," ",2023-04-26,2023,4,"2023-04-26 09:57","Spring","",1.3,1.3,1.3,139.010648691434,NA,NA,NA,NA,15523,2,2,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","UNID","FISHUNK","UNID","Fish UNID","Fish","","","","","","Chordata","","","","","",FALSE,"Present",NA,"Fish UNID","Fish Larvae","Fish Larvae","fish","fish","fish",1,"LAMOPE02-LOWE-26APR2023","Fish UNID",-1,143.873870011172,143.873870011172,143.873870011172,1,"LAMOPE02-LOWE-26APR2023","Fish UNID"
"339","LAMOPE02-LOWE-26MAY2023","136",195,13431,8028,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.9,NA,NA,NA,"","08:16","",NA,NA,NA,38.349278,121.679687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps6 accuracy 3m. code 2: narrow. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring","Handheld depth finder",0.9,0.9,0.9,96.7432585221664,NA,NA,NA,NA,15243,27,27,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-LOWE-26MAY2023","Siberian Prawn",NA,2790.89214198978,0,1653.86201006802,0,"LAMOPE02-LOWE-26MAY2023","Siberian Prawn"
"340","LAMOPE02-LOWE-26MAY2023","171",125,13431,8028,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.9,NA,NA,NA,"","08:16","",NA,NA,NA,38.349278,121.679687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps6 accuracy 3m. code 2: narrow. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring","Handheld depth finder",0.9,0.9,0.9,96.7432585221664,NA,NA,NA,NA,15242,3,3,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRAYFI","RSC","","Crayfish","Fish","","Pacifastacus","Astacidae","Decapoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crayfish",NA,"LAMOPE02-LOWE-26MAY2023","Crayfish",NA,310.099126887753,0,1653.86201006802,0,"LAMOPE02-LOWE-26MAY2023","Crayfish"
"341","LAMOPE02-LOWE-26MAY2023","216",371,13431,8028,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.9,NA,NA,NA,"","08:16","",NA,NA,NA,38.349278,121.679687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps6 accuracy 3m. code 2: narrow. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring","Handheld depth finder",0.9,0.9,0.9,96.7432585221664,NA,NA,NA,NA,15244,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","MISSHR","MISSGRASS","SHRK","Grass Shrimp","Invertebrate","","Palaemonetes","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Palaemonetes",NA,"LAMOPE02-LOWE-26MAY2023","Grass Shrimp",NA,103.366375629251,0,1653.86201006802,0,"LAMOPE02-LOWE-26MAY2023","Grass Shrimp"
"342","LAMOPE02-LOWE-26MAY2023","974",469,13431,8028,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.9,NA,NA,NA,"","08:16","",NA,NA,NA,38.349278,121.679687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps6 accuracy 3m. code 2: narrow. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring","Handheld depth finder",0.9,0.9,0.9,96.7432585221664,NA,NA,NA,NA,15245,16,0,"","",NA,"",29405,32,NA,"true",0,0,0,0,0,0,NA,"","false","false","","SPLITT","ST","SPLT","Splittail","Fish","macrolepidotus","Pogonichthys","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Native","Moderate Concern","","MC","",FALSE,"Present",NA,"Sacramento Splittail","Fish Larvae","Fish Larvae","fish","fish","Sacramento Splittail",16,"LAMOPE02-LOWE-26MAY2023","Splittail",0,1653.86201006802,1653.86201006802,1653.86201006802,1,"LAMOPE02-LOWE-26MAY2023","Splittail"
"343","LAMOPE02-PEYT-03MAY2023","9999",345,13466,8065,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",4.8,NA,NA,NA,"","11:21","",NA,NA,NA,38.223489,122.032807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. depth from handheld. code 2 - depth",NA,"true","Mudsucker","DC;ED;AM","Peytonia-Suisun","05/03/2023","PEYT-SUIS","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",27,16,6.69,2240,7.7,34.8,1.05,1.88,53.9," 1=absent",1," Inside",NA," false"," ",2023-05-03,2023,5,"2023-05-03 11:21","Spring","Handheld depth finder",4.8,4.8,4.8,332.7,NA,NA,NA,NA,15346,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE02-PEYT-03MAY2023","No Catch",NA,0,0,0,NA,"LAMOPE02-PEYT-03MAY2023","No Catch"
"344","LAMOPE02-PEYT-04APR2023","974",469,12484,7464,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","12:59","",NA,NA,NA,38.226724,122.040664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. code 2 due to depth. ",NA,"true","Mudsucker","CB;AC;ED;GU","Peytonia-Suisun","04/04/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",19,12.7,8.51,1414,7.7,38.8,0.37,1.52,34.8," 1=absent",2," Inside",NA," false"," guest Danie",2023-04-04,2023,4,"2023-04-04 12:59","Spring","",3.7,3.7,3.7,332.7,NA,NA,NA,NA,14866,1,0,"","",NA,"",28867,299,NA,"true",0,20,0,0,0,0,NA,"","false","false","","SPLITT","ST","SPLT","Splittail","Fish","macrolepidotus","Pogonichthys","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Native","Moderate Concern","","MC","",FALSE,"Present",NA,"Sacramento Splittail","Fish Larvae","Fish Larvae","fish","fish","Sacramento Splittail",1,"LAMOPE02-PEYT-04APR2023","Splittail",0,30.0571085061617,30.0571085061617,30.0571085061617,1,"LAMOPE02-PEYT-04APR2023","Splittail"
"345","LAMOPE02-PEYT-16MAR2023","136",195,12454,7434,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",3.4,NA,NA,NA,"","08:34","",NA,NA,NA,38.212277,122.035648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. code 2 b/c of depth",NA,"true","Mudsucker","AC;ED;AM;GP","Peytonia-Suisun","03/16/2023","PEYT-SUIS","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",15,13.5,8.08,990,7.6,82.3,0.68,1.24,27.7," 1=absent",1," Inside",NA," false"," ",2023-03-16,2023,3,"2023-03-16 08:34","Spring","",3.7,3.7,3.7,332.7,NA,NA,NA,NA,14843,4,4,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-PEYT-16MAR2023","Siberian Prawn",NA,120.228434024647,0,0,NA,"LAMOPE02-PEYT-16MAR2023","Siberian Prawn"
"346","LAMOPE02-PEYT-19JAN2023","136",195,12270,7266,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.7,NA,NA,NA,"","08:00","",NA,NA,NA,38.222181,122.04348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," Garmin 5",2,""," ",NA,"true","Mudsucker","AC;ED;GP;KS","Peytonia-Suisun","01/19/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",30,11.1,8.86,1064,7.6,24.3,0.94,1.58,34.3," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 08:00","Winter","",3,3,3,288.23269931296,NA,NA,NA,NA,14411,6,6,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE02-PEYT-19JAN2023","Siberian Prawn",NA,208.16513928856,0,34.6941898814267,0,"LAMOPE02-PEYT-19JAN2023","Siberian Prawn"
"347","LAMOPE02-PEYT-19JAN2023","197",315,12270,7266,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.7,NA,NA,NA,"","08:00","",NA,NA,NA,38.222181,122.04348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," Garmin 5",2,""," ",NA,"true","Mudsucker","AC;ED;GP;KS","Peytonia-Suisun","01/19/2023","PEYT-PEYT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",30,11.1,8.86,1064,7.6,24.3,0.94,1.58,34.3," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 08:00","Winter","",3,3,3,288.23269931296,NA,NA,NA,NA,14410,1,0,"","",NA,"",28131,76,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"LAMOPE02-PEYT-19JAN2023","Mississippi Silverside",0,34.6941898814267,34.6941898814267,34.6941898814267,1,"LAMOPE02-PEYT-19JAN2023","Mississippi Silverside"
"348","LAMOPE02-PEYT-21DEC2022","197",315,12149,7148,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.8,NA,NA,NA,"","09:12","",NA,NA,NA,38.215173,122.035315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," current did not let boat fully turn against it. pulled bow 45 degrees against current",NA,"true","Mudsucker","AC;DMC;SH;KS","Peytonia-Suisun","12/21/2022","PEYT-SUIS","5=fog","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",30,8.1,8.94,10162,7.4,21.5,0.4,1.41,46.8," 1=absent",2," Inside",2," false"," GPS 5; ACCURACY 2M. NOT PAIRED. HEXAGON 21",2022-12-21,2022,12,"2022-12-21 09:12","Fall","",1.1,1.1,1.1,118.217730722742,NA,NA,NA,NA,14148,1,0,"","",NA,"",26753,62,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",1,"LAMOPE02-PEYT-21DEC2022","Mississippi Silverside",0,84.589679897114,84.589679897114,84.589679897114,1,"LAMOPE02-PEYT-21DEC2022","Mississippi Silverside"
"349","LAMOPE02-PEYT-22NOV2022","9999",345,12204,7204,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.2,NA,NA,NA,"","09:33","",NA,NA,NA,38.226008,122.03709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. ",NA,"true","Chinook","AC;ED;GP;KS","Peytonia-Suisun","11/22/2022","PEYT-UNK","1=0-33% clouds","0=Calm; glassy"," E"," 4=flood",33,9.8,7.96,13220,7.3,22.5,0.31,1.76,55.8," 1=absent",2," Inside",NA," false"," ",2022-11-22,2022,11,"2022-11-22 09:33","Fall","",2.5,2.5,2.5,249.455517634,NA,NA,NA,NA,14259,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE02-PEYT-22NOV2022","No Catch",NA,0,0,0,NA,"LAMOPE02-PEYT-22NOV2022","No Catch"
"350","LAMOPE02-RYER-29DEC2022","197",315,12118,7117,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.1,NA,NA,NA,"","08:13","",NA,NA,NA,38.08367,122.013334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps#5; accuracy 2m; not paired; gearid lam03; dmc230518: no health codes on any of the missil",NA,"true","Mudsucker","AC;ED;SH;GN","Ryer Island","12/29/2022","RYER-UNK","4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",58,9.1,9.64,17007,7.4,10.1,0.26,0.46,9.9," 1=absent",2," Inside",NA," false"," ",2022-12-29,2022,12,"2022-12-29 08:13","Fall","",1.4,1.4,1.4,149.151524838822,NA,NA,NA,NA,14077,81,51,"","",NA,"",26485,75,NA,"false",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",30,"LAMOPE02-RYER-29DEC2022","Mississippi Silverside",0,5430.71886710719,5430.71886710719,5631.85660292598,0.964285714285714,"LAMOPE02-RYER-29DEC2022","Mississippi Silverside"
