"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthOfWater3","DepthMeters","volume","rotations","rotation.final","rpm","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4.SampleID_frp","fish4.CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5.SampleID_frp","fish5.CommonName","Legend2"
"281","OTTTRA02-WTIB-03OCT2022",171,125,12022,7022,"true","Trawl","OTTTRA",NA,"2. Partial twist; snag; or tear"," 2= against flow"," ",7,NA,28,NA,"","09:13","09:21",8,NA,NA,38.093548,121.578889,38.09533,121.583804,29969,237204,266303,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",5,""," net looked funky at end; pulled; one of the lines got clipped into the other boards line; looked good 95% of trawl - code 2; dominant vegetation in net: egeden seine code 2",NA,"true","Kvichak","ED;SH;GP;KS","Webb Tract Island and Berms","10/03/2022","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",175,20.6,8.6,495,7.9,2.7,0.23,0.41,7.3," 2=low",1," Outside",NA," false"," ",2022-10-03,2022,10,"2022-10-03 09:13","Fall","",7,7.25,7.25,2150.1978575,29099,29099,3637.375,13903,1,1,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRAYFI","RSC","","Crayfish","Fish","","Pacifastacus","Astacidae","Decapoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crayfish",NA,"OTTTRA02-WTIB-03OCT2022","Crayfish",NA,4.65073479871608,0,0,NA,"OTTTRA02-WTIB-03OCT2022","Crayfish",""
"282","OTTTRA02-WTIB-03OCT2022",8,115,12022,7022,"true","Trawl","OTTTRA",NA,"2. Partial twist; snag; or tear"," 2= against flow"," ",7,NA,28,NA,"","09:13","09:21",8,NA,NA,38.093548,121.578889,38.09533,121.583804,29969,237204,266303,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",5,""," net looked funky at end; pulled; one of the lines got clipped into the other boards line; looked good 95% of trawl - code 2; dominant vegetation in net: egeden seine code 2",NA,"true","Kvichak","ED;SH;GP;KS","Webb Tract Island and Berms","10/03/2022","WTIB-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",175,20.6,8.6,495,7.9,2.7,0.23,0.41,7.3," 2=low",1," Outside",NA," false"," ",2022-10-03,2022,10,"2022-10-03 09:13","Fall","",7,7.25,7.25,2150.1978575,29099,29099,3637.375,13904,1,1,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CORBIC","CORBICULA","","Corbicula","Fish","fluminea","Corbicula","Corbiculidae","Veneroida","Bivalvia","Mollusca","","","","","adult",FALSE,"Corbicula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Corbicula",NA,"OTTTRA02-WTIB-03OCT2022","Corbicula",NA,4.65073479871608,0,0,NA,"OTTTRA02-WTIB-03OCT2022","Corbicula",""
"283","OTTTRA03-HONK-05OCT2022",136,195,12043,7043,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",5.2,NA,17,NA,"","09:12","09:22",10,NA,NA,38.054715,121.894713,38.057705,121.898992,29969,569387,601440,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",4,""," bryozoans in sample (not magnificient); dominant vegetation in net: ulvaspp; pondweed- naiad; egeden; seine code 1",NA,"true","Kvichak","DMC;ED;GP","Honker-Spoonbill","10/05/2022","HONK-SPOON","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",30,19.4,8.33,11830,7.6,36.3,0.27,0.45,7.9," 2=low",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 09:12","Fall","",5.2,5.45,5.45,2368.4763025,32053,32053,3205.3,13929,1,1,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"OTTTRA03-HONK-05OCT2022","Siberian Prawn",NA,4.22212372969267,0,4.22212372969267,0,"OTTTRA03-HONK-05OCT2022","Siberian Prawn",""
"284","OTTTRA03-HONK-05OCT2022",139,399,12043,7043,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",5.2,NA,17,NA,"","09:12","09:22",10,NA,NA,38.054715,121.894713,38.057705,121.898992,29969,569387,601440,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",4,""," bryozoans in sample (not magnificient); dominant vegetation in net: ulvaspp; pondweed- naiad; egeden; seine code 1",NA,"true","Kvichak","DMC;ED;GP","Honker-Spoonbill","10/05/2022","HONK-SPOON","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",30,19.4,8.33,11830,7.6,36.3,0.27,0.45,7.9," 2=low",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 09:12","Fall","",5.2,5.45,5.45,2368.4763025,32053,32053,3205.3,13930,1,1,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","POTAMO","CORBULA","","Potamocorbula","Invertebrate","amurensis","Potamocorbula","Corbulidae","Myoida","Bivalvia","Mollusca","","","","","adult",FALSE,"Potamocorbula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Potamocorbula",NA,"OTTTRA03-HONK-05OCT2022","Potamocorbula",NA,4.22212372969267,0,4.22212372969267,0,"OTTTRA03-HONK-05OCT2022","Potamocorbula",""
"285","OTTTRA03-HONK-05OCT2022",76,122,12043,7043,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",5.2,NA,17,NA,"","09:12","09:22",10,NA,NA,38.054715,121.894713,38.057705,121.898992,29969,569387,601440,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",4,""," bryozoans in sample (not magnificient); dominant vegetation in net: ulvaspp; pondweed- naiad; egeden; seine code 1",NA,"true","Kvichak","DMC;ED;GP","Honker-Spoonbill","10/05/2022","HONK-SPOON","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",30,19.4,8.33,11830,7.6,36.3,0.27,0.45,7.9," 2=low",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 09:12","Fall","",5.2,5.45,5.45,2368.4763025,32053,32053,3205.3,13928,2,2,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRANGO","CRANGON","","Bay Shrimp","Fish","","Crangon","Caridae","Decapoda","Malacostraca","Arthropoda","Native","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crangon",NA,"OTTTRA03-HONK-05OCT2022","Bay Shrimp",NA,8.44424745938534,0,4.22212372969267,0,"OTTTRA03-HONK-05OCT2022","Bay Shrimp",""
"286","OTTTRA03-HONK-05OCT2022",8,115,12043,7043,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",5.2,NA,17,NA,"","09:12","09:22",10,NA,NA,38.054715,121.894713,38.057705,121.898992,29969,569387,601440,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",4,""," bryozoans in sample (not magnificient); dominant vegetation in net: ulvaspp; pondweed- naiad; egeden; seine code 1",NA,"true","Kvichak","DMC;ED;GP","Honker-Spoonbill","10/05/2022","HONK-SPOON","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",30,19.4,8.33,11830,7.6,36.3,0.27,0.45,7.9," 2=low",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 09:12","Fall","",5.2,5.45,5.45,2368.4763025,32053,32053,3205.3,13931,2,2,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CORBIC","CORBICULA","","Corbicula","Fish","fluminea","Corbicula","Corbiculidae","Veneroida","Bivalvia","Mollusca","","","","","adult",FALSE,"Corbicula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Corbicula",NA,"OTTTRA03-HONK-05OCT2022","Corbicula",NA,8.44424745938534,0,4.22212372969267,0,"OTTTRA03-HONK-05OCT2022","Corbicula",""
"287","OTTTRA03-HONK-05OCT2022",942,294,12043,7043,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",5.2,NA,17,NA,"","09:12","09:22",10,NA,NA,38.054715,121.894713,38.057705,121.898992,29969,569387,601440,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",4,""," bryozoans in sample (not magnificient); dominant vegetation in net: ulvaspp; pondweed- naiad; egeden; seine code 1",NA,"true","Kvichak","DMC;ED;GP","Honker-Spoonbill","10/05/2022","HONK-SPOON","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",30,19.4,8.33,11830,7.6,36.3,0.27,0.45,7.9," 2=low",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 09:12","Fall","",5.2,5.45,5.45,2368.4763025,32053,32053,3205.3,13927,1,0,NA,NA,NA,"",26103,60,NA,"true",0,0,0,0,0,0,NA,"","false","false","","LONSME","LFS","LFS","Longfin Smelt","Fish","thaleichthys","Spirinchus","Osmeridae","Osmeriformes","Actinopterygii","Chordata","Native","State Threatened","Federal Proposed Endangered","ST, FPE","",FALSE,"Present",NA,"Longfin Smelt","Fish Larvae","Fish Larvae","fish","fish","Longfin Smelt",1,"OTTTRA03-HONK-05OCT2022","Longfin Smelt",0,4.22212372969267,4.22212372969267,4.22212372969267,1,"OTTTRA03-HONK-05OCT2022","Longfin Smelt","Longfin Smelt*"
"288","OTTTRA03-RYER-06OCT2022",139,399,12082,7082,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,6,NA,"","09:19","09:27",7,NA,NA,38.08181,122.013948,38.081287,122.017384,29969,715636,733773,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," true",NA,"1.Boat",3,NA," 1-33%"," Garmin 5",4,""," dominant vegetation in sample: pond weed; trawl only 7 mins because water was too shallow. seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Ryer Island","10/06/2022","RYER-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",39,18.5,6.8,20515,7.2,20.6,0.32,0.79,11.4," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 09:19","Fall","",1.5,1.75,1.75,1340.1882725,18137,18137,2591,14006,1,1,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","POTAMO","CORBULA","","Potamocorbula","Invertebrate","amurensis","Potamocorbula","Corbulidae","Myoida","Bivalvia","Mollusca","","","","","adult",FALSE,"Potamocorbula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Potamocorbula",NA,"OTTTRA03-RYER-06OCT2022","Potamocorbula",NA,7.46163819307708,0,0,NA,"OTTTRA03-RYER-06OCT2022","Potamocorbula",""
"289","OTTTRA03-RYER-06OCT2022",76,122,12082,7082,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,6,NA,"","09:19","09:27",7,NA,NA,38.08181,122.013948,38.081287,122.017384,29969,715636,733773,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," true",NA,"1.Boat",3,NA," 1-33%"," Garmin 5",4,""," dominant vegetation in sample: pond weed; trawl only 7 mins because water was too shallow. seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Ryer Island","10/06/2022","RYER-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",39,18.5,6.8,20515,7.2,20.6,0.32,0.79,11.4," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 09:19","Fall","",1.5,1.75,1.75,1340.1882725,18137,18137,2591,14005,1,1,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRANGO","CRANGON","","Bay Shrimp","Fish","","Crangon","Caridae","Decapoda","Malacostraca","Arthropoda","Native","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crangon",NA,"OTTTRA03-RYER-06OCT2022","Bay Shrimp",NA,7.46163819307708,0,0,NA,"OTTTRA03-RYER-06OCT2022","Bay Shrimp",""
"290","OTTTRA03-RYER-06OCT2022",8,115,12082,7082,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",1.5,NA,6,NA,"","09:19","09:27",7,NA,NA,38.08181,122.013948,38.081287,122.017384,29969,715636,733773,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," true",NA,"1.Boat",3,NA," 1-33%"," Garmin 5",4,""," dominant vegetation in sample: pond weed; trawl only 7 mins because water was too shallow. seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Ryer Island","10/06/2022","RYER-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",39,18.5,6.8,20515,7.2,20.6,0.32,0.79,11.4," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 09:19","Fall","",1.5,1.75,1.75,1340.1882725,18137,18137,2591,14007,3,3,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CORBIC","CORBICULA","","Corbicula","Fish","fluminea","Corbicula","Corbiculidae","Veneroida","Bivalvia","Mollusca","","","","","adult",FALSE,"Corbicula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Corbicula",NA,"OTTTRA03-RYER-06OCT2022","Corbicula",NA,22.3849145792313,0,0,NA,"OTTTRA03-RYER-06OCT2022","Corbicula",""
"291","OTTTRA03-WTIB-03OCT2022",9999,345,12023,7023,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",7.9,NA,28,NA,"","09:45","09:55",10,NA,NA,38.095128,121.58287,38.09583,121.585267,29969,266302,290790,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 1-33%"," Garmin 5",3,""," dominant vegetation in net:egeden seine code 1",NA,"true","Kvichak","ED;SH;GP;KS","Webb Tract Island and Berms","10/03/2022","WTIB-CH-N","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",172,20.8,8.61,403,7.8,2.3,0.23,0.48,6.9," 2=low",1," Outside",NA," false"," Paired: N",2022-10-03,2022,10,"2022-10-03 09:45","Fall","",7.9,8.15,8.15,1809.47954,24488,24488,2448.8,13905,0,0,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"OTTTRA03-WTIB-03OCT2022","No Catch",NA,0,0,0,NA,"OTTTRA03-WTIB-03OCT2022","No Catch","No Catch"
"292","OTTTRA04-CHIP-05OCT2022",75,370,12044,7044,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,6,NA,"","09:59","10:09",10,NA,NA,38.061911,121.909987,38.066077,121.912391,29969,601435,625741,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 0%"," Garmin 5",3,""," seine code 1",NA,"true","Kvichak","DMC;ED;GP","Chipps Island","10/05/2022","CHIP-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",23,18.7,8.3,16673,7.7,33,0.35,0.61,8.2," 1=absent",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 09:59","Fall","",1.8,2.05,2.05,1796.031105,24306,24306,2430.6,13932,1,1,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","ORISHR","PALAEMON","","Oriental Shrimp","Invertebrate","macrodactylus","Palaemon","Caridae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Palaemon",NA,"OTTTRA04-CHIP-05OCT2022","Oriental Shrimp",NA,5.56783230098902,0,0,NA,"OTTTRA04-CHIP-05OCT2022","Oriental Shrimp",""
"293","OTTTRA04-CHIP-05OCT2022",76,122,12044,7044,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,6,NA,"","09:59","10:09",10,NA,NA,38.061911,121.909987,38.066077,121.912391,29969,601435,625741,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",NA,NA," 0%"," Garmin 5",3,""," seine code 1",NA,"true","Kvichak","DMC;ED;GP","Chipps Island","10/05/2022","CHIP-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",23,18.7,8.3,16673,7.7,33,0.35,0.61,8.2," 1=absent",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 09:59","Fall","",1.8,2.05,2.05,1796.031105,24306,24306,2430.6,13933,3,3,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRANGO","CRANGON","","Bay Shrimp","Fish","","Crangon","Caridae","Decapoda","Malacostraca","Arthropoda","Native","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crangon",NA,"OTTTRA04-CHIP-05OCT2022","Bay Shrimp",NA,16.7034969029671,0,0,NA,"OTTTRA04-CHIP-05OCT2022","Bay Shrimp",""
"294","OTTTRA04-GRIZ-06OCT2022",139,399,12083,7083,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",2,NA,8,NA,"","10:02","10:12",10,NA,NA,38.113568,122.015692,38.109287,122.01924,29969,733772,760278,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",3,NA," 0%"," Garmin 5",6,""," seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly Bay","10/06/2022","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",26,19.4,8.21,18723,7.7,31.7,0.32,0.56,7.9," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 10:02","Fall","",2,2.25,2.25,1958.594605,26506,26506,2650.6,14010,4,4,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","POTAMO","CORBULA","","Potamocorbula","Invertebrate","amurensis","Potamocorbula","Corbulidae","Myoida","Bivalvia","Mollusca","","","","","adult",FALSE,"Potamocorbula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Potamocorbula",NA,"OTTTRA04-GRIZ-06OCT2022","Potamocorbula",NA,20.4228071995532,0,15.3171053996649,0,"OTTTRA04-GRIZ-06OCT2022","Potamocorbula",""
"295","OTTTRA04-GRIZ-06OCT2022",76,122,12083,7083,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",2,NA,8,NA,"","10:02","10:12",10,NA,NA,38.113568,122.015692,38.109287,122.01924,29969,733772,760278,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",3,NA," 0%"," Garmin 5",6,""," seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly Bay","10/06/2022","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",26,19.4,8.21,18723,7.7,31.7,0.32,0.56,7.9," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 10:02","Fall","",2,2.25,2.25,1958.594605,26506,26506,2650.6,14011,5,5,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRANGO","CRANGON","","Bay Shrimp","Fish","","Crangon","Caridae","Decapoda","Malacostraca","Arthropoda","Native","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crangon",NA,"OTTTRA04-GRIZ-06OCT2022","Bay Shrimp",NA,25.5285089994415,0,15.3171053996649,0,"OTTTRA04-GRIZ-06OCT2022","Bay Shrimp",""
"296","OTTTRA04-GRIZ-06OCT2022",949,346,12083,7083,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",2,NA,8,NA,"","10:02","10:12",10,NA,NA,38.113568,122.015692,38.109287,122.01924,29969,733772,760278,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",3,NA," 0%"," Garmin 5",6,""," seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly Bay","10/06/2022","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",26,19.4,8.21,18723,7.7,31.7,0.32,0.56,7.9," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 10:02","Fall","",2,2.25,2.25,1958.594605,26506,26506,2650.6,14009,1,0,NA,NA,NA,"",26182,29,0,"true",0,0,0,0,0,0,2022,"HCH_035","false","false","2022-HCH_035; UNID brought back; IDed by MA 11OCT2022","NORANC","NAC","","Northern Anchovy","Fish","Mordax","Engraulis","Engraulidae","Clupeiformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Northern Anchovy","Fish Larvae","Fish Larvae","fish","fish","Northern Anchovy",1,"OTTTRA04-GRIZ-06OCT2022","Northern Anchovy",0,5.10570179988829,5.10570179988829,15.3171053996649,0.333333333333333,"OTTTRA04-GRIZ-06OCT2022","Northern Anchovy","Northern Anchovy*"
"297","OTTTRA04-GRIZ-06OCT2022",970,449,12083,7083,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",2,NA,8,NA,"","10:02","10:12",10,NA,NA,38.113568,122.015692,38.109287,122.01924,29969,733772,760278,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",3,NA," 0%"," Garmin 5",6,""," seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly Bay","10/06/2022","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",26,19.4,8.21,18723,7.7,31.7,0.32,0.56,7.9," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 10:02","Fall","",2,2.25,2.25,1958.594605,26506,26506,2650.6,14012,1,0,NA,NA,NA,"",26183,49,0,"true",0,0,0,0,0,0,NA,"","false","false","","SHIGOB","SG","SHM","Shimofuri Goby","Fish","bifasciatus","Tridentiger","Oxudercidae","Gobiiformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Shimofuri Goby","Fish Larvae","Fish Larvae","fish","fish","Shimofuri Goby",1,"OTTTRA04-GRIZ-06OCT2022","Shimofuri Goby",0,5.10570179988829,5.10570179988829,15.3171053996649,0.333333333333333,"OTTTRA04-GRIZ-06OCT2022","Shimofuri Goby","Shimofuri Goby"
"298","OTTTRA04-GRIZ-06OCT2022",994,535,12083,7083,"true","Trawl","OTTTRA",NA,"1. No twists; snags; or tears"," 2= against flow"," ",2,NA,8,NA,"","10:02","10:12",10,NA,NA,38.113568,122.015692,38.109287,122.01924,29969,733772,760278,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA," false"," ",NA,"1.Boat",3,NA," 0%"," Garmin 5",6,""," seine code 1",NA,"true","Kvichak","ED;SH;EL;GP","Grizzly Bay","10/06/2022","GRIZ-UNK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",26,19.4,8.21,18723,7.7,31.7,0.32,0.56,7.9," 1=absent",1," Inside",NA," false"," ",2022-10-06,2022,10,"2022-10-06 10:02","Fall","",2,2.25,2.25,1958.594605,26506,26506,2650.6,14008,1,0,NA,NA,NA,"",26181,120,NA,"true",0,0,0,0,0,0,NA,"","false","false","","YELGOB","YFG","YFG","Yellowfin Goby","Fish","flavimanus","Acanthogobius","Oxudercidae","Gobiiformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Yellowfin Goby","Fish Larvae","Fish Larvae","fish","fish","Yellowfin Goby",1,"OTTTRA04-GRIZ-06OCT2022","Yellowfin Goby",0,5.10570179988829,5.10570179988829,15.3171053996649,0.333333333333333,"OTTTRA04-GRIZ-06OCT2022","Yellowfin Goby","Yellowfin Goby"
