"","SampleID_key","SampleID_frp","CommonName","VisitNo","subsample","Count","AdjCount","fixedLatStart","fixedLatEnd","fixedLongStart","fixedLongEnd","newLocation","newStation","DepthOfSample","DepthOfWater","GearTypeAbbreviation","LAB_NAME","Date","effort","CPUE","OrganismID"
"20",13506,"EAV11-BROW-16MAY2023","Diptera pupae",8096,100,1,1,38.039584,NA,-121.864325,NA,"Browns Island","BROW-CH-MAIN",0.4,0.8,"EAV","FRP",2023-05-16,1,1,167
"21",13168,"EAV11-CHIP-15MAY2023","Aphididae adult",7903,100,1,1,38.059711,NA,-121.908589,NA,"Chipps Island","CHIP-UNK",0.4,0.8,"EAV","FRP",2023-05-15,1,1,28
"22",13168,"EAV11-CHIP-15MAY2023","Gnorimosphaeroma",7903,100,3,3,38.059711,NA,-121.908589,NA,"Chipps Island","CHIP-UNK",0.4,0.8,"EAV","FRP",2023-05-15,1,3,210
"23",13168,"EAV11-CHIP-15MAY2023","Corixidae",7903,100,1,1,38.059711,NA,-121.908589,NA,"Chipps Island","CHIP-UNK",0.4,0.8,"EAV","FRP",2023-05-15,1,1,116
"24",13168,"EAV11-CHIP-15MAY2023","Mite",7903,100,1,1,38.059711,NA,-121.908589,NA,"Chipps Island","CHIP-UNK",0.4,0.8,"EAV","FRP",2023-05-15,1,1,316
"25",13168,"EAV11-CHIP-15MAY2023","Eogammarus",7903,100,4,4,38.059711,NA,-121.908589,NA,"Chipps Island","CHIP-UNK",0.4,0.8,"EAV","FRP",2023-05-15,1,4,180
"26",13168,"EAV11-CHIP-15MAY2023","Collembola",7903,100,9,9,38.059711,NA,-121.908589,NA,"Chipps Island","CHIP-UNK",0.4,0.8,"EAV","FRP",2023-05-15,1,9,108
"27",14021,"EAV11-DECK-08NOV2023","Chironomid larvae",8521,100,35,35,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,35,82
"28",14021,"EAV11-DECK-08NOV2023","Americorophium spinicorne",8521,100,13,13,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,13,16
"29",14021,"EAV11-DECK-08NOV2023","Tanaid",8521,100,4,4,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,4,495
"30",14021,"EAV11-DECK-08NOV2023","Crangonyx",8521,100,2,2,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,2,123
"31",14021,"EAV11-DECK-08NOV2023","Corophiid Juvenile",8521,100,6,6,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,6,117
"32",14021,"EAV11-DECK-08NOV2023","Hyalella",8521,100,5,5,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,5,237
"33",14021,"EAV11-DECK-08NOV2023","Oligochaete",8521,100,8,8,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,8,357
"34",14021,"EAV11-DECK-08NOV2023","Diptera adult",8521,100,1,1,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,1,165
"35",14021,"EAV11-DECK-08NOV2023","Hymenoptera adult UNID",8521,100,1,1,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,1,249
"36",14021,"EAV11-DECK-08NOV2023","Caenidae",8521,100,1,1,38.084897,NA,-121.723502,NA,"Decker Island","DECK-CH-INT",0.59,1.18,"EAV","FRP",2023-11-08,1,1,65
"37",12921,"EAV11-DECK-11APR2023","Spider",7821,100,1,1,38.083982,NA,-121.724069,NA,"Decker Island","DECK-TP",0.4,0.8,"EAV","FRP",2023-04-11,1,1,468
"38",12921,"EAV11-DECK-11APR2023","Collembola",7821,100,3,3,38.083982,NA,-121.724069,NA,"Decker Island","DECK-TP",0.4,0.8,"EAV","FRP",2023-04-11,1,3,108
"39",12921,"EAV11-DECK-11APR2023","Diptera adult",7821,100,8,8,38.083982,NA,-121.724069,NA,"Decker Island","DECK-TP",0.4,0.8,"EAV","FRP",2023-04-11,1,8,165
"40",12921,"EAV11-DECK-11APR2023","Diptera pupae",7821,100,1,1,38.083982,NA,-121.724069,NA,"Decker Island","DECK-TP",0.4,0.8,"EAV","FRP",2023-04-11,1,1,167
"41",12921,"EAV11-DECK-11APR2023","Chironomid larvae",7821,100,1,1,38.083982,NA,-121.724069,NA,"Decker Island","DECK-TP",0.4,0.8,"EAV","FRP",2023-04-11,1,1,82
"42",14125,"EAV11-FLYW-06NOV2023","Lymnaeidae",8603,100,4,4,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,4,297
"43",14125,"EAV11-FLYW-06NOV2023","Chironomid larvae",8603,100,1,1,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,1,82
"44",14125,"EAV11-FLYW-06NOV2023","Egg Sacs",8603,100,1,1,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,1,172
"45",14125,"EAV11-FLYW-06NOV2023","Corixidae",8603,100,2,2,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,2,116
"46",14125,"EAV11-FLYW-06NOV2023","Oligochaete",8603,100,1,1,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,1,357
"47",14125,"EAV11-FLYW-06NOV2023","Amphipod UNID",8603,100,1,1,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,1,19
"48",14125,"EAV11-FLYW-06NOV2023","Lepidoptera larvae",8603,100,1,1,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,1,279
"49",14125,"EAV11-FLYW-06NOV2023","Hyalella",8603,100,3,3,38.360751,NA,-121.642645,NA,"Yolo Flyway Farms","FLYW-CH-ENTRANCE",0.35,0.7,"EAV","FRP",2023-11-06,1,3,237
"50",14061,"EAV11-LIBE-07NOV2023","Collembola",8541,100,2,2,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,2,108
"51",14061,"EAV11-LIBE-07NOV2023","Coenagrionidae larvae",8541,100,1,1,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,1,105
"52",14061,"EAV11-LIBE-07NOV2023","Fluminicola",8541,100,1,1,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,1,200
"53",14061,"EAV11-LIBE-07NOV2023","Mite",8541,100,1,1,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,1,316
"54",14061,"EAV11-LIBE-07NOV2023","Chironomid larvae",8541,100,2,2,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,2,82
"55",14061,"EAV11-LIBE-07NOV2023","Gammarid juvenile",8541,100,1,1,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,1,205
"56",14061,"EAV11-LIBE-07NOV2023","Hemiptera Other",8541,100,1,1,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,1,229
"57",14061,"EAV11-LIBE-07NOV2023","Planorbella",8541,100,1,1,38.292203,NA,-121.687251,NA,"Liberty Island","LIBE-UNK",0.41,0.82,"EAV","FRP",2023-11-07,1,1,388
"58",13203,"EAV11-LIBE-08MAY2023","Diptera adult",7910,100,6,6,38.292283,NA,-121.689963,NA,"Liberty Island","LIBE-UNK",0.7,1.4,"EAV","FRP",2023-05-08,1,6,165
"59",13203,"EAV11-LIBE-08MAY2023","Coenagrionidae larvae",7910,100,1,1,38.292283,NA,-121.689963,NA,"Liberty Island","LIBE-UNK",0.7,1.4,"EAV","FRP",2023-05-08,1,1,105
"60",13203,"EAV11-LIBE-08MAY2023","Splittail",7910,100,1,1,38.292283,NA,-121.689963,NA,"Liberty Island","LIBE-UNK",0.7,1.4,"EAV","FRP",2023-05-08,1,1,469
"61",14101,"EAV11-LOWE-06NOV2023","Killifish spp.",8581,100,1,1,38.346954,NA,-121.668281,NA,"Lower Yolo Ranch","LOWE-UNK",0.4,0.8,"EAV","FRP",2023-11-06,1,1,1381
"62",14101,"EAV11-LOWE-06NOV2023","Fluminicola",8581,100,1,1,38.346954,NA,-121.668281,NA,"Lower Yolo Ranch","LOWE-UNK",0.4,0.8,"EAV","FRP",2023-11-06,1,1,200
"63",14101,"EAV11-LOWE-06NOV2023","Lymnaeidae",8581,100,2,2,38.346954,NA,-121.668281,NA,"Lower Yolo Ranch","LOWE-UNK",0.4,0.8,"EAV","FRP",2023-11-06,1,2,297
"64",14101,"EAV11-LOWE-06NOV2023","Collembola",8581,100,1,1,38.346954,NA,-121.668281,NA,"Lower Yolo Ranch","LOWE-UNK",0.4,0.8,"EAV","FRP",2023-11-06,1,1,108
"65",13078,"EAV11-LOWE-09MAY2023","Collembola",7869,100,3,3,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,3,108
"66",13078,"EAV11-LOWE-09MAY2023","Hyalella",7869,100,1,1,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,1,237
"67",13078,"EAV11-LOWE-09MAY2023","Chironomid larvae",7869,100,1,1,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,1,82
"68",13078,"EAV11-LOWE-09MAY2023","Aphididae adult",7869,100,2,2,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,2,28
"69",13078,"EAV11-LOWE-09MAY2023","Diptera adult",7869,100,8,8,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,8,165
"70",13078,"EAV11-LOWE-09MAY2023","Aphididae larvae",7869,100,4,4,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,4,29
"71",13078,"EAV11-LOWE-09MAY2023","Corixidae",7869,100,1,1,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,1,116
"72",13078,"EAV11-LOWE-09MAY2023","Curculionidae adult",7869,100,1,1,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,1,134
"73",13078,"EAV11-LOWE-09MAY2023","Hydraenidae adult",7869,100,2,2,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,2,239
"74",13078,"EAV11-LOWE-09MAY2023","Mississippi Grass Shrimp",7869,100,1,1,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,1,371
"75",13078,"EAV11-LOWE-09MAY2023","Hydrophilidae Adult Beetle",7869,100,1,1,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,1,242
"76",13078,"EAV11-LOWE-09MAY2023","Splittail",7869,100,5,5,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,5,469
"77",13078,"EAV11-LOWE-09MAY2023","Hydrobiidae",7869,100,3,3,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,3,240
"78",13078,"EAV11-LOWE-09MAY2023","Physa",7869,100,1,1,38.35358233,NA,-121.653855,NA,"Lower Yolo Ranch","LOWE-CH-NE",0.3,0.4,"EAV","FRP",2023-05-09,1,1,382
"79",13287,"EAV11-MINE-27APR2023","Diptera adult",7931,100,2,2,38.23428833,NA,-121.667541,NA,"Miner Slough","MINE-S",0.6,1.1,"EAV","FRP",2023-04-27,1,2,165
"80",13287,"EAV11-MINE-27APR2023","Amphipod UNID",7931,100,1,1,38.23428833,NA,-121.667541,NA,"Miner Slough","MINE-S",0.6,1.1,"EAV","FRP",2023-04-27,1,1,19
"81",13287,"EAV11-MINE-27APR2023","Corixidae",7931,100,1,1,38.23428833,NA,-121.667541,NA,"Miner Slough","MINE-S",0.6,1.1,"EAV","FRP",2023-04-27,1,1,116
"82",13287,"EAV11-MINE-27APR2023","Physa",7931,100,1,1,38.23428833,NA,-121.667541,NA,"Miner Slough","MINE-S",0.6,1.1,"EAV","FRP",2023-04-27,1,1,382
"83",13287,"EAV11-MINE-27APR2023","Fluminicola",7931,100,8,8,38.23428833,NA,-121.667541,NA,"Miner Slough","MINE-S",0.6,1.1,"EAV","FRP",2023-04-27,1,8,200
"84",13287,"EAV11-MINE-27APR2023","Diptera pupae",7931,100,3,3,38.23428833,NA,-121.667541,NA,"Miner Slough","MINE-S",0.6,1.1,"EAV","FRP",2023-04-27,1,3,167
"85",12904,"EAV11-PROS-10MAY2023","Cyprinid spp.",7817,100,4,4,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,4,146
"86",12904,"EAV11-PROS-10MAY2023","Common Carp",7817,100,4,4,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,4,110
"87",12904,"EAV11-PROS-10MAY2023","Hyalella",7817,100,184,184,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,184,237
"88",12904,"EAV11-PROS-10MAY2023","Corixidae",7817,100,20,20,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,20,116
"89",12904,"EAV11-PROS-10MAY2023","Limpet",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,293
"90",12904,"EAV11-PROS-10MAY2023","Chironomid larvae",7817,100,7,7,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,7,82
"91",12904,"EAV11-PROS-10MAY2023","Mite",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,316
"92",12904,"EAV11-PROS-10MAY2023","Planaria",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,386
"93",12904,"EAV11-PROS-10MAY2023","Crangonyx",7817,100,23,23,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,23,123
"94",12904,"EAV11-PROS-10MAY2023","Physa",7817,100,7,7,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,7,382
"95",12904,"EAV11-PROS-10MAY2023","Ceratopogonidae larvae",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,76
"96",12904,"EAV11-PROS-10MAY2023","Oligochaete",7817,100,4,4,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,4,357
"97",12904,"EAV11-PROS-10MAY2023","Notonectidae",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,348
"98",12904,"EAV11-PROS-10MAY2023","Collembola",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,108
"99",12904,"EAV11-PROS-10MAY2023","Mesoveliidae",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,312
"100",12904,"EAV11-PROS-10MAY2023","Diptera adult",7817,100,5,5,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,5,165
"101",12904,"EAV11-PROS-10MAY2023","Hydra",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,238
"102",12904,"EAV11-PROS-10MAY2023","Curculionidae larvae",7817,100,1,1,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,1,135
"103",12904,"EAV11-PROS-10MAY2023","Gammarid juvenile",7817,100,15,15,38.236822,NA,-121.669614,NA,"Prospect Island","PROS-S",0.2,0.5,"EAV","FRP",2023-05-10,1,15,205
"104",12953,"EAV11-RUSH-12APR2023","Gnorimosphaeroma",7831,100,4,4,38.20441,NA,-122.028251,NA,"Rush Ranch","RUSH-N",0.2,0.4,"EAV","FRP",2023-04-12,1,4,210
"105",12953,"EAV11-RUSH-12APR2023","Oligochaete",7831,100,1,1,38.20441,NA,-122.028251,NA,"Rush Ranch","RUSH-N",0.2,0.4,"EAV","FRP",2023-04-12,1,1,357
"106",12953,"EAV11-RUSH-12APR2023","Spider",7831,100,1,1,38.20441,NA,-122.028251,NA,"Rush Ranch","RUSH-N",0.2,0.4,"EAV","FRP",2023-04-12,1,1,468
"107",12953,"EAV11-RUSH-12APR2023","Cumaceans",7831,100,1,1,38.20441,NA,-122.028251,NA,"Rush Ranch","RUSH-N",0.2,0.4,"EAV","FRP",2023-04-12,1,1,133
"108",12953,"EAV11-RUSH-12APR2023","Corixidae",7831,100,1,1,38.20441,NA,-122.028251,NA,"Rush Ranch","RUSH-N",0.2,0.4,"EAV","FRP",2023-04-12,1,1,116
"109",14075,"EAV11-RYER-14NOV2023","Spider",8546,100,1,1,38.075844,NA,-122.01394,NA,"Ryer Island","RYER-S",0.4,0.8,"EAV","FRP",2023-11-14,1,1,468
"110",14075,"EAV11-RYER-14NOV2023","Arrow worm",8546,100,1,1,38.075844,NA,-122.01394,NA,"Ryer Island","RYER-S",0.4,0.8,"EAV","FRP",2023-11-14,1,1,1163
"111",14075,"EAV11-RYER-14NOV2023","Corixidae",8546,100,1,1,38.075844,NA,-122.01394,NA,"Ryer Island","RYER-S",0.4,0.8,"EAV","FRP",2023-11-14,1,1,116
"112",14075,"EAV11-RYER-14NOV2023","Gnorimosphaeroma",8546,100,15,15,38.075844,NA,-122.01394,NA,"Ryer Island","RYER-S",0.4,0.8,"EAV","FRP",2023-11-14,1,15,210
"113",14075,"EAV11-RYER-14NOV2023","Collembola",8546,100,1,1,38.075844,NA,-122.01394,NA,"Ryer Island","RYER-S",0.4,0.8,"EAV","FRP",2023-11-14,1,1,108
"114",13013,"EAV11-RYER-18APR2023","Chironomid larvae",7845,100,38,38,38.086107,NA,-122.008911,NA,"Ryer Island","RYER-N",0.3,0.4,"EAV","FRP",2023-04-18,1,38,82
"115",13013,"EAV11-RYER-18APR2023","Gnorimosphaeroma",7845,100,8,8,38.086107,NA,-122.008911,NA,"Ryer Island","RYER-N",0.3,0.4,"EAV","FRP",2023-04-18,1,8,210
"116",13013,"EAV11-RYER-18APR2023","Oligochaete",7845,100,1,1,38.086107,NA,-122.008911,NA,"Ryer Island","RYER-N",0.3,0.4,"EAV","FRP",2023-04-18,1,1,357
"117",13013,"EAV11-RYER-18APR2023","Diptera pupae",7845,100,1,1,38.086107,NA,-122.008911,NA,"Ryer Island","RYER-N",0.3,0.4,"EAV","FRP",2023-04-18,1,1,167
"118",13013,"EAV11-RYER-18APR2023","Corophium alienense",7845,100,1,1,38.086107,NA,-122.008911,NA,"Ryer Island","RYER-N",0.3,0.4,"EAV","FRP",2023-04-18,1,1,119
"119",13013,"EAV11-RYER-18APR2023","Egg Sacs",7845,100,3,3,38.086107,NA,-122.008911,NA,"Ryer Island","RYER-N",0.3,0.4,"EAV","FRP",2023-04-18,1,3,172
"120",13098,"EAV11-STAI-24APR2023","Hyalella",7874,100,1,1,38.32231,NA,-121.690439,NA,"Stairsteps-Liberty Cut","STAI-S",0.6,1.2,"EAV","FRP",2023-04-24,1,1,237
"121",13098,"EAV11-STAI-24APR2023","Spider",7874,100,1,1,38.32231,NA,-121.690439,NA,"Stairsteps-Liberty Cut","STAI-S",0.6,1.2,"EAV","FRP",2023-04-24,1,1,468
"122",13098,"EAV11-STAI-24APR2023","Gerridae",7874,100,1,1,38.32231,NA,-121.690439,NA,"Stairsteps-Liberty Cut","STAI-S",0.6,1.2,"EAV","FRP",2023-04-24,1,1,209
"123",13098,"EAV11-STAI-24APR2023","Diptera adult",7874,100,2,2,38.32231,NA,-121.690439,NA,"Stairsteps-Liberty Cut","STAI-S",0.6,1.2,"EAV","FRP",2023-04-24,1,2,165
"124",13098,"EAV11-STAI-24APR2023","Splittail",7874,100,1,1,38.32231,NA,-121.690439,NA,"Stairsteps-Liberty Cut","STAI-S",0.6,1.2,"EAV","FRP",2023-04-24,1,1,469
"125",13098,"EAV11-STAI-24APR2023","Coenagrionidae larvae",7874,100,1,1,38.32231,NA,-121.690439,NA,"Stairsteps-Liberty Cut","STAI-S",0.6,1.2,"EAV","FRP",2023-04-24,1,1,105
"126",12861,"EAV11-TOED-25APR2023","Collembola",7801,100,1,1,38.361587,NA,-121.639155,NA,"Toe Drain","TOED-N",0.5,1,"EAV","FRP",2023-04-25,1,1,108
"127",12861,"EAV11-TOED-25APR2023","Coleoptera adult UNID",7801,100,1,1,38.361587,NA,-121.639155,NA,"Toe Drain","TOED-N",0.5,1,"EAV","FRP",2023-04-25,1,1,107
"128",12861,"EAV11-TOED-25APR2023","Chironomid larvae",7801,100,1,1,38.361587,NA,-121.639155,NA,"Toe Drain","TOED-N",0.5,1,"EAV","FRP",2023-04-25,1,1,82
"129",12861,"EAV11-TOED-25APR2023","Diptera adult",7801,100,43,43,38.361587,NA,-121.639155,NA,"Toe Drain","TOED-N",0.5,1,"EAV","FRP",2023-04-25,1,43,165
"130",12861,"EAV11-TOED-25APR2023","Crangonyx",7801,100,1,1,38.361587,NA,-121.639155,NA,"Toe Drain","TOED-N",0.5,1,"EAV","FRP",2023-04-25,1,1,123
