"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthOfWater3","DepthMeters","volume"
"11",7045,12045,"OTTTRA05-CHIP-05OCT2022","true","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,7,NA,"","10:34","10:43",9,NA,NA,38.065927,121.912319,38.069101,121.912904,29969,625735,644936,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 0%"," Garmin 5",4,""," length of trawl 6.5 m. 9 min tow; cutshort due to snag and pulled immediately; seine code 1",NA,"true","Kvichak","DMC;ED;GP","Chipps Island","10/05/2022","CHIP-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 4=flood",29,18.8,8.48,17466,7.7,29.6,0.29,0.62,8.1," 1=absent",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 10:34","Fall","",1.8,2.05,2.05,NA
"12",7046,12046,"OTTTRA06-HONK-05OCT2022","true","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,9,NA,"","11:08","11:18",10,NA,NA,38.070347,121.920342,38.06967,121.92518,29969,644934,662000,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%"," Garmin 5",6,""," dominant vegetation in net stupec; seine code 1. veg in cod end missing; changed to a 1 because veg is present. 01feb2024 ed",NA,"true","Kvichak","DMC;ED;GP","Honker-Spoonbill","10/05/2022","HONK-HONK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",27,18.8,8.55,18117,7.8,31.5,0.29,0.52,7.6," 1=absent",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 11:08","Fall","",2.3,2.55,2.55,NA
"13",7047,12047,"OTTTRA07-CHIP-05OCT2022","true","Trawl","OTTTRA",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",NA,NA,7,NA,"","12:00","12:01",NA,NA,NA,38.054535,121.932596,NA,NA,29969,662013,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 0%"," Garmin 5",5,""," length of trawl 6.5 m. caught on a tree. ripped hole in net. done for the day. seine code 3",NA,"true","Kvichak","DMC;ED;GP","Chipps Island","10/05/2022","CHIP-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",35,19,8.53,16359,7.7,19.3,0.29,0.64,9.2," 1=absent",1," Inside",NA," false"," ",2022-10-05,2022,10,"2022-10-05 12:00","Fall","",NA,NA,NA,NA
"14",7048,12048,"OTTTRA1-BROA-04OCT2022","true","Trawl","OTTTRA",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",4.2,NA,16,NA,"","07:41","07:51",10,NA,NA,38.038827,121.844302,38.034371,121.841135,29969,346405,369894,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%"," Garmin 5",3,""," dumped sample; couldn't get on boat; cod end full of peat; seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Broad Slough","10/04/2022","BROA-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",75,19.8,8.46,6753,7.7,6.8,0.21,0.4,7.7," 2=low",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 07:41","Fall","",4.2,4.45,4.45,NA
"15",7049,12049,"OTTTRA2-BROA-04OCT2022","true","Trawl","OTTTRA",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",NA,NA,16,NA,"","08:14","08:19",5,NA,NA,38.038659,121.844213,38.036199,121.842362,29969,369892,381180,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%"," Garmin 5",4,""," cod end filled again; sample dumped; seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Broad Slough","10/04/2022","BROA-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",98,19.8,8.47,6400,7.7,9.1,0.24,0.52,7.3," 2=low",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 08:14","Fall","",NA,NA,NA,NA
"16",7050,12050,"OTTTRA3-BROW-04OCT2022","true","Trawl","OTTTRA",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",3.1,NA,14,NA,"","08:58","09:04",6,NA,NA,38.03826,121.860741,38.038599,121.863445,29969,381175,391307,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%"," Garmin 5",3,""," full of peat again. dumped. seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Browns Island","10/04/2022","BROW-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",104,18.6,5.86,11512,6.9,4.3,0.28,0.69,22.2," 2=low",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 08:58","Fall","",3.1,3.35,3.35,NA
"17",7051,12051,"OTTTRA4-BROW-04OCT2022","true","Trawl","OTTTRA",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",3.3,NA,11,NA,"","09:21","09:26",5,NA,NA,38.038272,121.86081,38.038565,121.863273,29969,391312,400357,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%"," Garmin 5",3,""," full of peat; sample dumped; seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Browns Island","10/04/2022","BROW-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",67,18.7,5.95,11507,7,6.3,0.27,0.68,20.8," 2=low",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 09:21","Fall","",3.3,3.55,3.55,NA
"18",7052,12052,"OTTTRA5-BROW-04OCT2022","true","Trawl","OTTTRA",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",3.3,NA,NA,NA,"","09:34","09:38",4,NA,NA,38.038244,121.860722,38.039234,121.863719,29969,400357,413418,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%"," Garmin 5",3,""," trawled 4 min 20 sec. code 3: site disturbed; 3rd time trawling in same spot. might change to code 3. fish were present in previous two dumped samples.",NA,"true","Kvichak","DMC;ED;SH;GP","Browns Island","10/04/2022","BROW-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",90,18.8,6.31,11460,7,5.9,0.25,0.6,17.2," 2=low",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 09:34","Fall","",3.3,3.55,3.55,NA
"19",7053,12053,"OTTTRA06-BROW-04OCT2022","true","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",1,NA,4,NA,"","10:16","10:21",5,NA,NA,38.037181,121.873824,38.039802,121.873689,29969,413410,426150,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 34-66%"," Garmin 5",3,""," plant - eurasian water milfoil. seine code 1",NA,"true","Kvichak","DMC;ED;SH;GP","Browns Island","10/04/2022","BROW-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",103,19.5,7.85,8906,7.4,8.2,0.23,0.5,9.6," 3=medium",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 10:16","Fall","",1,1.25,1.25,NA
"20",7054,12054,"OTTTRA07-BROW-04OCT2022","true","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,4,NA,"","11:07","11:10",3,NA,NA,38.032619,121.858735,38.033761,121.856978,29969,426147,435041,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%"," Garmin 5",3,""," 3 min 23 seconds; seine code 1",NA,"true","Kvichak","DMC;ED;SH;GP","Browns Island","10/04/2022","BROW-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 4=flood",79,20.1,8.65,6884,7.7,4.7,0.19,0.29,7.7," 2=low",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 11:07","Fall","",0.9,1.15,1.15,NA
"21",7055,12055,"OTTTRA08-WINT-04OCT2022","true","Trawl","OTTTRA",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",2,NA,4,NA,"","11:37","11:43",6,NA,NA,38.032994,121.843398,38.030963,121.84218,29969,435042,447588,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%"," Garmin 5",3,""," not enough rope out off the bottom portion of the trawl; peat in cod end; no live veg; seine code 2",NA,"true","Kvichak","DMC;ED;SH;GP","Winter Island","10/04/2022","WINT-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",82,19.9,8.57,7958,7.7,7.5,0.18,0.31,7.8," 3=medium",1," Inside",NA," false"," Paired? N",2022-10-04,2022,10,"2022-10-04 11:37","Fall","",2,2.25,2.25,NA
"22",7056,12056,"OTTTRA09-WINT-04OCT2022","true","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,9,NA,"","12:14","12:24",10,NA,NA,38.039349,121.845092,38.045171,121.847013,29969,447618,475969,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 34-66%"," Garmin 5",5,""," seine code 1",NA,"true","Kvichak","DMC;ED;SH;GP","Winter Island","10/04/2022","WINT-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",70,19.9,8.57,9216,7.7,7.2,0.17,0.46,8.1," 3=medium",1," Inside",NA," false"," ",2022-10-04,2022,10,"2022-10-04 12:14","Fall","",2.3,2.55,2.55,NA
"23",7057,12057,"OTTTRA10-WINT-04OCT2022","true","Trawl","OTTTRA",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",1.8,NA,9,NA,"","12:50","12:55",NA,NA,NA,38.040219,121.84732,38.043357,121.849171,29969,475966,489638,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," >100%"," Garmin 5",5,""," seine code 3",NA,"true","Kvichak","DMC;ED;SH;GP","Winter Island","10/04/2022","WINT-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",69,20.2,8.64,8980,7.6,6.8,0.19,0.43,8.4," 2=low",1," Inside",NA," false"," ",2022-10-04,2022,10,"2022-10-04 12:50","Fall","",1.8,2.05,2.05,NA
"24",7058,12058,"OTTTRA11-BROA-04OCT2022","true","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",4.5,NA,17,NA,"","14:00","14:05",5,NA,NA,38.047563,121.847187,38.050967,121.84833,29969,489637,503015,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%"," Garmin 5",5,""," dominant vegetation in net: cerdem; seine code 1",NA,"true","Kvichak","DMC;ED;SH;GP","Broad Slough","10/04/2022","BROA-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",75,20,8.62,9667,7.7,6.4,0.17,0.43,8.1," 3=medium",1," Inside",NA," false"," ",2022-10-04,2022,10,"2022-10-04 14:00","Fall","",4.5,4.75,4.75,NA
"25",7059,12059,"OTTTRA12-BROA-04OCT2022","true","Trawl","OTTTRA",""," 1. No twists; snags; or tears"," 2= against flow"," ",4.2,NA,17,NA,"","14:23","14:28",5,NA,NA,38.043286,121.845799,38.046602,121.846792,29969,503016,516216,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","1.Boat",NA,NA," 1-33%"," Garmin 5",5,""," seine code 1",NA,"true","Kvichak","DMC;ED;SH;GP","Broad Slough","10/04/2022","BROA-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",92,20.3,8.65,9695,7.8,6.2,0.22,0.43,7.9," 2=low",1," Inside",NA," false"," ",2022-10-04,2022,10,"2022-10-04 14:23","Fall","",4.2,4.45,4.45,NA
"26",7162,12163,"LAMOPE01-FLYW-14NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,NA,NA,"","13:16","",NA,NA,NA,38.361836,121.642833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 34-66%"," ",NA,""," gps 5; accuracy 2m. not paired. no net # listed",NA,"true","Mudsucker","DMC;ED;GP","Flyway Farms","11/14/2022","FLYW-UNK","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",NA,12.5,11.81,202,8.2,2.4,0.1,0.27,7.7," 1=absent",1," Inside",NA," false"," SECCHI HIT BOTTOM; 130+",2022-11-14,2022,11,"2022-11-14 13:16","Fall","",1.1,1.1,1.1,NA
"27",7163,12164,"LAMOPE02-FLYW-14NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","13:58","",NA,NA,NA,38.360817,121.641151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. paired.",NA,"true","Mudsucker","DMC;ED;GP","Flyway Farms","11/14/2022","FLYW-UNK","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",73,12.5,11.53,200,8.2,6.8,0.13,0.34,7.5," 1=absent",1," Inside",NA," false"," WQ TAKEN AFTER SAMPLE PROCESSED; SEA ARK STILL UPSTREAM; WATER DISTURBED STILL",2022-11-14,2022,11,"2022-11-14 13:58","Fall","",1.5,1.5,1.5,NA
"28",7166,12167,"LAMOPE01-STAI-15NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",1.8,NA,NA,NA,"","09:15","",NA,NA,NA,38.330568,121.676058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%"," ",NA,""," gps5; accuracy 5m. not paired. dominant vegetation in net: elodia.",NA,"true","Mudsucker","MA;ED;SH;GP","Stairsteps-Liberty Cut","11/15/2022","STAI-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",NA,10.7,9.92,248,7.5,3.2,0.38,0.43,10.1," 1=absent",2," Inside",NA," false"," SECCHI HIT BOTTOM. CS 05 FEDS SAMPLING AT SAME TIME (EDSM)",2022-11-15,2022,11,"2022-11-15 09:15","Fall","",2.1,2.1,2.1,NA
"29",7167,12168,"LAMOPE02-STAI-15NOV2022","true","Seine","LAMOPE",""," 1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","09:43","",NA,NA,NA,38.325399,121.684549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. dominant vegetation in sample: filalg.",NA,"true","Mudsucker","MA;ED;SH;GP","Stairsteps-Liberty Cut","11/15/2022","STAI-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",NA,11,9.54,251,7.6,2.4,0.11,0.38,11.3," 1=absent",2," ",NA," false"," SECCHI GREATED THAN 200",2022-11-15,2022,11,"2022-11-15 09:43","Fall","",2.4,2.4,2.4,NA
"30",7168,12169,"LAMOPE03-LOWE-15NOV2022","true","Seine","LAMOPE",""," 2. Partial twist; snag; or tear"," 2= against flow"," ",1.3,NA,NA,NA,"","10:20","",NA,NA,NA,38.35053,121.658247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Crew Members and Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," 67-100%"," ",NA,""," gps 5; accuracy 2m. not paired. dominant vegetation in net: elodia. code 2 (debatably 3) - caught a log; had to remove during retrieval; but veg kept a lot in the cod end; but definitely a compromised sample",NA,"true","Mudsucker","MA;ED;SH;GP","Lower Yolo Ranch","11/15/2022","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 4=flood",66,10.6,11.04,254,7.9,6.6,0.09,0.35,8.8," 1=absent",2," Inside",NA," false"," ",2022-11-15,2022,11,"2022-11-15 10:20","Fall","",1.6,1.6,1.6,NA
