"","VisitNo","SampleID_key","SampleID_frp","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthOfWater3","DepthMeters","volume"
"11",7699,12759,"CAST01-TULE-17APR2023","true","Cast","CAST",""," "," "," ",2.2,NA,NA,NA,"","13:35","",NA,NA,NA,38.126224,121.987003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," depth from invert trawl. gps 5; accuracy 3m. paired",NA,"false","Mudsucker","SH;AM;GN;KMP","Tule Red","04/17/2023","TULE-CH-LG-SE","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",12,14.3,10.07,345,7.9,87.7,0.48,1.84,6.9," 1=absent",2," Inside",NA," false"," get WQ from invert trawl",2023-04-17,2023,4,"2023-04-17 13:35","Spring","Handheld depth finder",2.2,2.2,2.2,NA
"12",7784,12844,"CAST01-TULE-18APR2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"AM","10:21","",NA,NA,NA,38.126572,121.987524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," 5 good casts; gps 6 accuracy 2. gps from geo-tagged photos - ed 9/7/2023",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","04/18/2023","TULE-CH-LG-M","1=0-33% clouds","0=Calm; glassy"," SW"," 4=flood",NA,14.5,10.69,3109,7.1,112.6,0.73,4.09,67," 1=absent",2," Inside",NA," true"," water quality taken in a bucket taken from a small pool with water pouring off the land. Water disturbed but tried to get the cleanest possible. ",2023-04-18,2023,4,"2023-04-18 10:21","Spring","",NA,NA,NA,NA
"13",7787,12848,"CAST02-TULE-18APR2023","true","Cast","CAST",""," "," "," Pond",NA,NA,NA,NA,"AC;ED;GU;AM","11:52","",NA,NA,NA,38.1236,121.9807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," same wq as lamope06-tule-18apr2023; 4 casts. gps 6 accuracy 3m. gps from geo-tagged photos - ed 9/7/2023",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","04/18/2023","TULE-TP-1","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",17,13.6,9.09,1380,7.5,50.8,0.46,1.61,20.8," 1=absent",2," Inside",NA," false"," Guest : Anthony Elias-Linarez",2023-04-18,2023,4,"2023-04-18 11:52","Spring","",NA,NA,NA,NA
"14",7790,12851,"LAMOPE09-RYER-18APR2023","true","Seine","LAMOPE",""," 3. Complete twist; snag; or large tear"," 2= against flow"," ",NA,NA,NA,NA,"","00:00","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," "," ",NA,""," code 3 - major twist in net",NA,"true","Mudsucker","AC;ED;GU;AM","Ryer Island","04/18/2023","RYER-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",33,15,9.97,222,7.7,18.5,0.18,0.62,8.8," 1=absent",2," Inside",NA," false"," Guest: Anthony Elias-Linarez",2023-04-18,2023,4,"2023-04-18 00:00","Spring","",NA,NA,NA,NA
"15",7982,13426,"CAST01-DECK-10MAY2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"AM","07:40","",NA,71,NA,38.084942,121.723334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. gps from geo-tagged photos - ed 9/11/2023",NA,"true","Mudsucker","CB;AC;ED;AM","Decker Island","05/10/2023","DECK-CH-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",NA,14.6,9.19,124,7.5,7.5,0.11,0.35,6.9," 1=absent",2," Inside",NA," false"," ",2023-05-10,2023,5,"2023-05-10 07:40","Spring","",NA,NA,NA,NA
"16",7983,13427,"CAST02-DECK-10MAY2023","true","Cast","CAST",""," "," "," ",1.9,NA,NA,NA,"ED;AM","08:33","",NA,70,NA,38.084277,121.723929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," depth from handheld. gps from geo-tagged photo - ed 9/11/2023",NA,"true","Mudsucker","CB;AC;ED;AM","Decker Island","05/10/2023","DECK-TP","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 1=high slack",71,14.6,9.51,124,7.6,7.7,0.09,0.38,6.7," 1=absent",2," Inside",NA," false"," ",2023-05-10,2023,5,"2023-05-10 08:33","Spring","Handheld depth finder",1.9,1.9,1.9,NA
"17",8004,13428,"CAST01-TULE-16MAY2023","true","Cast","CAST",""," "," "," ",1.6,NA,NA,NA,"AM","10:20","",NA,63,NA,38.131348,121.99132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",16,17.6,9.45,353,7.8,57.7,1.23,5.01,9.9," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 10:20","Spring","Handheld depth finder",1.6,1.6,1.6,NA
"18",8005,13429,"CAST02-TULE-16MAY2023","true","Cast","CAST",""," "," "," ",2.3,NA,NA,NA,"AM","11:05","",NA,72,NA,38.121323,121.982431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","AC;ED;GU;AM","Tule Red","05/16/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",20,19.5,6.63,1104,7.2,42.2,0.66,2.18,26.7," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 11:05","Spring","Handheld depth finder",2.3,2.3,2.3,NA
"19",8028,13432,"CAST01-LOWE-26MAY2023","true","Cast","CAST",""," "," "," ",0.9,NA,NA,NA,"AM","08:16","",NA,72,NA,38.34965,121.676211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",20,16.9,7.32,676,8,48.1,0.68,2.04,24.8," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 08:16","Spring","Handheld depth finder",0.9,0.9,0.9,NA
"20",8031,13435,"CAST02-LOWE-26MAY2023","true","Cast","CAST",""," "," "," ",1,NA,NA,NA,"AM","11:07","",NA,67,NA,38.35362,121.660628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 6 accuracy 3m. lavaged larbas @374: nothing. depth from handheld.",NA,"true","Mudsucker","AC;ED;AM","Lower Yolo Ranch","05/26/2023","LOWE-CH-ENTRANCE-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",NA,19.5,8.28,562,8,13.6,0.17,0.67,23.5," 1=absent",2," Inside",NA," false"," ",2023-05-26,2023,5,"2023-05-26 11:07","Spring","Handheld depth finder",1,1,1,NA
"21",8045,13446,"CAST01-FLYW-27APR2023","true","Cast","CAST",""," "," "," ",NA,NA,NA,NA,"ED","14:05","",NA,38,NA,38.361107,121.643018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5 accuracy 2m. percent open: avg of all. actual: 80%; 30%; 40%; 10%; 30%. paired? y",NA,"true","Mudsucker","AC;DC;ED;GU","Flyway Farms","04/27/2023","FLYW-CH-ENTRANCE","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",64,23,8.11,759,8.6,7.5,0.25,1.78,1703," 1=absent",2," Inside",NA," true"," Guests: Brian Armstrong and Anthony Elias-Linarez. PH sensor acting up this whole day. FDOM wrong",2023-04-27,2023,4,"2023-04-27 14:05","Spring","",NA,NA,NA,NA
"22",8067,13468,"CAST01-WING-03MAY2023","true","Cast","CAST",""," "," "," ",0.8,NA,NA,NA,"ED","12:00","",NA,73,NA,38.224422,122.037579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5; accuracy 2m. not paired. percent open avg. actual: 80%; 80%; 70%; 80%; 60%; 70% depth from handheld",NA,"true","Mudsucker","DMC;ED;AM","Wings Landing","05/03/2023","WING-BROOD","3=66-100% clouds","0=Calm; glassy"," NE"," 4=flood",20,16.1,6.7,2198,7.7,52.2,1.13,2.09,48," 1=absent",1," Inside",NA," false"," cast net only",2023-05-03,2023,5,"2023-05-03 12:00","Spring","Handheld depth finder",0.8,0.8,0.8,NA
"23",8078,13485,"CAST01-TULE-15JUN2023","true","Cast","CAST",""," "," "," ",1.4,NA,NA,NA,"AM","10:32","",NA,54,NA,38.126071,121.986332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," "," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",NA,NA," "," ",NA,""," gps 5 accuracy 2m",NA,"true","Kvichak","AC;ED;SH;AM","Tule Red","06/15/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",24,19,6.46,631,7.3,50.8,0.39,1.09,19.5," 1=absent",2," Inside",NA," false"," ",2023-06-15,2023,6,"2023-06-15 10:32","Summer","",1.4,1.4,1.4,NA
