"","VisitNo","newLocation","SampleID_key","GearTypeAbbreviation","Location","FishLength","OrganismId","EntryOrder","OrganismCode","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN"
"11",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",62,206,116289,"77","","","","Gammarus","Invertebrate","spp.","Gammarus","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Gammarus"
"12",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",75,206,116290,"77","","","","Gammarus","Invertebrate","spp.","Gammarus","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Gammarus"
"13",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",NA,205,NA,"303","","","","Gammarid juvenile","Invertebrate","","","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","larvae",FALSE,"Present",NA,"","Amphipoda Juv","Amphipoda","Gammaridae","Amphipoda","Gammarid"
"14",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",22,133,116291,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"15",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",30,133,116292,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"16",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",27,133,116293,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"17",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",27,133,116294,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"18",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",NA,335,NA,"71","","","","Mysid Other","Invertebrate","","","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Mysid Other"
"19",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",NA,66,NA,"108","","","","Calanoid","Invertebrate","","","","Calanoida","Copepoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Calanoida Adult","Calanoida","Copepoda","Calanoid"
"20",7541,"Bradmoor Island",12561,"MAC","Bradmoor Island",NA,94,NA,"107","","","","Cladocera","Invertebrate","","","","Cladocera","Branchiopoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Cladocera","Cladocera","Cladocera","Cladocera"
"21",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",41,119,115727,"302","","","","Corophium alienense","Invertebrate","alienense","Corophium","Corophiidae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",FALSE,"Present",NA,"","Amphipoda Adult","Amphipoda","Amphipoda","Amphipoda","Chorophiid"
"22",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",91,180,115728,"10000","","","","Eogammarus","Invertebrate","","Eogammarus","Anisogammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Eogammarus"
"23",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",26,206,115729,"77","","","","Gammarus","Invertebrate","spp.","Gammarus","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Gammarus"
"24",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",25,206,115730,"77","","","","Gammarus","Invertebrate","spp.","Gammarus","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Gammarus"
"25",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",21,206,115731,"77","","","","Gammarus","Invertebrate","spp.","Gammarus","Gammaridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Gammaridae","Amphipoda","Gammarus"
"26",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",45,215,115732,"246","","","","Grandidierella","Invertebrate","spp.","Grandidierella","Aoridae","Amphipoda","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Amphipoda Adult","Amphipoda","Aoridae","Amphipoda","Aoridae"
"27",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",23,133,115733,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"28",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",25,133,115734,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"29",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",39,133,115735,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"30",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",38,133,115736,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"31",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",23,133,115737,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"32",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",24,133,115738,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"33",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",25,133,115739,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"34",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",23,133,115740,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"35",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",28,133,115741,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"36",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",22,133,115742,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"37",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",21,133,115743,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"38",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",19,133,115744,"72","","","","Cumaceans","Invertebrate","","","","Cumacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Cumacea","Cumacea","Cumacea","Cumacea","Cumaceans"
"39",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",27,167,115745,"173","","","","Diptera Pupae","Invertebrate","","","","Diptera","Insecta","Arthropoda","","","","","pupae",TRUE,"Present",NA,"","Insecta Pupae","Insecta","Diptera","Insecta","Diptera Other"
"40",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",25,167,115746,"173","","","","Diptera Pupae","Invertebrate","","","","Diptera","Insecta","Arthropoda","","","","","pupae",TRUE,"Present",NA,"","Insecta Pupae","Insecta","Diptera","Insecta","Diptera Other"
"41",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",NA,334,NA,"225","","","","Mysid juvenile","Invertebrate","","","Mysidae","Mysidacea","Malacostraca","Arthropoda","","","","","larvae",FALSE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Mysid juvenile"
"42",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",25,340,115747,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"43",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",24,340,115748,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"44",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",108,340,115749,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"45",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",106,340,115750,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"46",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",112,340,115751,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"47",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",106,340,115752,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"48",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",102,340,115753,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"49",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",124,340,115754,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"50",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",132,340,115755,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"51",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",108,340,115756,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"52",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",138,340,115757,"18","","","","Neomysis kadiakensis","Invertebrate","kadiakensis","Neomysis","","Mysidacea","Malacostraca","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Mysidacea","Mysidacea","Mysidacea","Mysidacea","Neomysis kadiakensis"
"53",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",108,243,115758,"113","","","","Hydrophilidae Larvae Beetle","Invertebrate","","","Hydrophilide","Coleoptera","Insecta","Arthropoda","","","","","larvae",TRUE,"Present",NA,"","Insecta Larvae","Insecta","Coleoptera","Insecta","Hydrophilidae"
"54",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",15,468,115759,"105","","","","Spider","Invertebrate","","","","Araneae","Arachnida","Arthropoda","","","","","adult",TRUE,"Present",NA,"","Arachnida","Arachnida","Arachnida","Arachnida","Spider"
"55",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115760,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"56",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115761,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"57",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115762,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"58",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115763,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"59",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115764,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"60",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115765,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"61",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115766,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"62",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115767,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"63",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115768,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"64",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115769,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"65",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115770,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"66",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115771,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"67",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115772,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"68",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115773,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"69",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115774,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"70",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115775,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"71",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115776,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"72",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115777,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"73",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",5,400,115778,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"74",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115779,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"75",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115780,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"76",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115781,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"77",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115782,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"78",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115783,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"79",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115784,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"80",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115785,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"81",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115786,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"82",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115787,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"83",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",7,400,115788,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"84",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",6,400,115789,"177","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin"
"85",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",NA,66,NA,"108","","","","Calanoid","Invertebrate","","","","Calanoida","Copepoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Calanoida Adult","Calanoida","Copepoda","Calanoid"
"86",7542,"Bradmoor Island",12566,"MAC","Bradmoor Island",NA,137,NA,"109","","","","Cyclopoid","Invertebrate","","","","Cyclopodia","Copepoda","Arthropoda","","","","","adult",TRUE,"Present",NA,"","","Cyclopoida Adult","Cyclopoida","Copepoda","Cyclopoid"
