"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthOfWater3","DepthMeters","volume","rotations","rotation.final","rpm","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4$SampleID_frp","fish4$CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5$SampleID_frp","fish5$CommonName"
"45","BEASEI01-LIBE-26APR2023","136",195,13374,7968,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,10,10,"","14:36","",NA,NA,NA,38.244686,121.686752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;ED;AM;SS","Liberty Island","04/26/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",NA,19.1,11.61,282,8.5,4,0.32,0.68,8.5," 1=absent",1," Inside",NA," false"," secchi is greater than bottom",2023-04-26,2023,4,"2023-04-26 14:36","Spring","",0.6,0.6,0.6,30,NA,NA,NA,15192,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"BEASEI01-LIBE-26APR2023","Siberian Prawn",NA,333.333333333333,0,333.333333333333,0,"BEASEI01-LIBE-26APR2023","Siberian Prawn"
"46","BEASEI01-LIBE-26APR2023","216",371,13374,7968,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,10,10,"","14:36","",NA,NA,NA,38.244686,121.686752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;ED;AM;SS","Liberty Island","04/26/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",NA,19.1,11.61,282,8.5,4,0.32,0.68,8.5," 1=absent",1," Inside",NA," false"," secchi is greater than bottom",2023-04-26,2023,4,"2023-04-26 14:36","Spring","",0.6,0.6,0.6,30,NA,NA,NA,15191,3,3,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","MISSHR","MISSGRASS","SHRK","Grass Shrimp","Invertebrate","","Palaemonetes","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Palaemonetes",NA,"BEASEI01-LIBE-26APR2023","Grass Shrimp",NA,1000,0,333.333333333333,0,"BEASEI01-LIBE-26APR2023","Grass Shrimp"
"47","BEASEI01-LIBE-26APR2023","967",436,13374,7968,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,10,10,"","14:36","",NA,NA,NA,38.244686,121.686752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;ED;AM;SS","Liberty Island","04/26/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",NA,19.1,11.61,282,8.5,4,0.32,0.68,8.5," 1=absent",1," Inside",NA," false"," secchi is greater than bottom",2023-04-26,2023,4,"2023-04-26 14:36","Spring","",0.6,0.6,0.6,30,NA,NA,NA,15190,1,0,"","",NA,"",29272,113,NA,"true",0,0,0,0,0,0,NA,"","false","false","","SACPIK","SPM","SAPM","Sacramento Pikeminnow","Fish","grandis","Ptychocheilus","Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Sacramento Pikeminnow","Fish Larvae","Fish Larvae","fish","fish","Sacramento Pikeminnow",1,"BEASEI01-LIBE-26APR2023","Sacramento Pikeminnow",0,333.333333333333,333.333333333333,333.333333333333,1,"BEASEI01-LIBE-26APR2023","Sacramento Pikeminnow"
"48","BEASEI01-LOWE-17MAR2023","164",329,12424,7404,"true","Seine","BEASEI","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.7,NA,15,15,"","10:35","",NA,NA,NA,38.329613,121.680934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. lots of dead slugs; no secchi. deepiner in middle of area seined. conducted on floodplain.",NA,"true","Mudsucker","DMC;ED;AM;GP","Lower Yolo Ranch","03/17/2023","LOWE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",NA,13.3,8.27,416,7.7,33.8,0.67,1.7,19.5," 1=absent",1," Inside",NA," false"," no secchi taken",2023-03-17,2023,3,"2023-03-17 10:35","Spring","",0.7,0.7,0.7,78.75,NA,NA,NA,14804,2,0,"","",NA,"",28781,31,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MOSQUI","MQF","MQF","Mosquitofish","Fish","affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mosquitofish","Fish Larvae","Fish Larvae","fish","fish","Mosquitofish",2,"BEASEI01-LOWE-17MAR2023","Mosquitofish",0,253.968253968254,253.968253968254,253.968253968254,1,"BEASEI01-LOWE-17MAR2023","Mosquitofish"
"49","BEASEI01-TULE-14DEC2023","110217",1381,13940,8455,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 3= unknown"," ",0.5,NA,15,14,"","08:38","",NA,NA,NA,38.115551,121.978405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 1-33%"," Garmin 6",2,""," lots of filalg!",NA,"true","Truck","MA;DMC;AM","Tule Red","12/14/2023","TULE-TP-4","1=0-33% clouds","0=Calm; glassy"," NE"," 3=low slack",NA,9.3,9.16,16413,7.2,2.9,0.2,0.66,21.6," 1=absent",2," Inside",NA," false"," the available beach was smaller in width than seine; right side had to angle in; not fully perpendicular. stable water level since tide is below pond elevation",2023-12-14,2023,12,"2023-12-14 08:38","Fall","",0.5,0.5,0.5,52.5,NA,NA,NA,15929,323,293,"","",NA,"",31705,37,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",30,"BEASEI01-TULE-14DEC2023","Killifish spp.",0,61523.8095238095,61523.8095238095,69142.8571428571,0.889807162534435,"BEASEI01-TULE-14DEC2023","Killifish spp."
"50","BEASEI01-TULE-14DEC2023","164",329,13940,8455,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 3= unknown"," ",0.5,NA,15,14,"","08:38","",NA,NA,NA,38.115551,121.978405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 1-33%"," Garmin 6",2,""," lots of filalg!",NA,"true","Truck","MA;DMC;AM","Tule Red","12/14/2023","TULE-TP-4","1=0-33% clouds","0=Calm; glassy"," NE"," 3=low slack",NA,9.3,9.16,16413,7.2,2.9,0.2,0.66,21.6," 1=absent",2," Inside",NA," false"," the available beach was smaller in width than seine; right side had to angle in; not fully perpendicular. stable water level since tide is below pond elevation",2023-12-14,2023,12,"2023-12-14 08:38","Fall","",0.5,0.5,0.5,52.5,NA,NA,NA,15930,3,0,"","",NA,"",31710,20,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MOSQUI","MQF","MQF","Mosquitofish","Fish","affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mosquitofish","Fish Larvae","Fish Larvae","fish","fish","Mosquitofish",3,"BEASEI01-TULE-14DEC2023","Mosquitofish",0,571.428571428571,571.428571428571,69142.8571428571,0.00826446280991736,"BEASEI01-TULE-14DEC2023","Mosquitofish"
"51","BEASEI01-TULE-14DEC2023","177",400,13940,8455,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 3= unknown"," ",0.5,NA,15,14,"","08:38","",NA,NA,NA,38.115551,121.978405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 1-33%"," Garmin 6",2,""," lots of filalg!",NA,"true","Truck","MA;DMC;AM","Tule Red","12/14/2023","TULE-TP-4","1=0-33% clouds","0=Calm; glassy"," NE"," 3=low slack",NA,9.3,9.16,16413,7.2,2.9,0.2,0.66,21.6," 1=absent",2," Inside",NA," false"," the available beach was smaller in width than seine; right side had to angle in; not fully perpendicular. stable water level since tide is below pond elevation",2023-12-14,2023,12,"2023-12-14 08:38","Fall","",0.5,0.5,0.5,52.5,NA,NA,NA,15932,1,0,"","",NA,"",31743,65,NA,"true",0,0,0,0,0,0,NA,"","false","false","","PRISCU","SCP","PRS","Prickly Sculpin","Fish","aspur","Cottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Prickly Sculpin","Fish Larvae","Fish Larvae","fish","fish","Prickly Sculpin",1,"BEASEI01-TULE-14DEC2023","Prickly Sculpin",0,190.47619047619,190.47619047619,69142.8571428571,0.00275482093663912,"BEASEI01-TULE-14DEC2023","Prickly Sculpin"
"52","BEASEI01-TULE-14DEC2023","982",506,13940,8455,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 3= unknown"," ",0.5,NA,15,14,"","08:38","",NA,NA,NA,38.115551,121.978405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","02",NA," 1-33%"," Garmin 6",2,""," lots of filalg!",NA,"true","Truck","MA;DMC;AM","Tule Red","12/14/2023","TULE-TP-4","1=0-33% clouds","0=Calm; glassy"," NE"," 3=low slack",NA,9.3,9.16,16413,7.2,2.9,0.2,0.66,21.6," 1=absent",2," Inside",NA," false"," the available beach was smaller in width than seine; right side had to angle in; not fully perpendicular. stable water level since tide is below pond elevation",2023-12-14,2023,12,"2023-12-14 08:38","Fall","",0.5,0.5,0.5,52.5,NA,NA,NA,15931,36,6,"","",NA,"",31716,26,NA,"true",0,0,0,0,0,0,NA,"","false","false","","THRSTI","STBK","TSS","Threespine Stickleback","Fish","aculeatus","Gasterosteus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Threespine Stickleback","Fish Larvae","Fish Larvae","fish","fish","Threespine Stickleback",30,"BEASEI01-TULE-14DEC2023","Threespine Stickleback",0,6857.14285714286,6857.14285714286,69142.8571428571,0.0991735537190083,"BEASEI01-TULE-14DEC2023","Threespine Stickleback"
"53","BEASEI01-TULE-20MAR2023","164",329,12449,7429,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,15,15,"","13:25","",NA,NA,NA,38.122837,121.984081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. floodplain; ysi taken from bucket",NA,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",NA,14.1,9.91,813,7.7,154.4,1.31,2.61,8.9," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 13:25","Spring","",0.6,0.6,0.6,67.5,NA,NA,NA,14835,1,0,"","",NA,"",28804,25,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MOSQUI","MQF","MQF","Mosquitofish","Fish","affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mosquitofish","Fish Larvae","Fish Larvae","fish","fish","Mosquitofish",1,"BEASEI01-TULE-20MAR2023","Mosquitofish",0,148.148148148148,148.148148148148,1629.62962962963,0.0909090909090909,"BEASEI01-TULE-20MAR2023","Mosquitofish"
"54","BEASEI01-TULE-20MAR2023","953",369,12449,7429,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,15,15,"","13:25","",NA,NA,NA,38.122837,121.984081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. floodplain; ysi taken from bucket",NA,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",NA,14.1,9.91,813,7.7,154.4,1.31,2.61,8.9," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 13:25","Spring","",0.6,0.6,0.6,67.5,NA,NA,NA,14836,8,0,"","",NA,"",28807,61,NA,"true",0,0,0,0,0,0,NA,"","false","false","","PACSSC","STAG","PSS","Pacific Staghorn Sculpin","Fish","armatus","Leptocottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Pacific Staghorn Sculpin","Fish Larvae","Fish Larvae","fish","fish","Pacific Staghorn Sculpin",8,"BEASEI01-TULE-20MAR2023","Pacific Staghorn Sculpin",0,1185.18518518519,1185.18518518519,1629.62962962963,0.727272727272727,"BEASEI01-TULE-20MAR2023","Pacific Staghorn Sculpin"
"55","BEASEI01-TULE-20MAR2023","982",506,12449,7429,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.6,NA,15,15,"","13:25","",NA,NA,NA,38.122837,121.984081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. floodplain; ysi taken from bucket",NA,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",NA,14.1,9.91,813,7.7,154.4,1.31,2.61,8.9," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 13:25","Spring","",0.6,0.6,0.6,67.5,NA,NA,NA,14837,2,0,"","",NA,"",28813,27,0,"true",0,0,0,0,0,0,NA,"","false","false","","THRSTI","STBK","TSS","Threespine Stickleback","Fish","aculeatus","Gasterosteus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Threespine Stickleback","Fish Larvae","Fish Larvae","fish","fish","Threespine Stickleback",2,"BEASEI01-TULE-20MAR2023","Threespine Stickleback",0,296.296296296296,296.296296296296,1629.62962962963,0.181818181818182,"BEASEI01-TULE-20MAR2023","Threespine Stickleback"
"56","BEASEI01-TULE-30JAN2023","953",369,12306,7306,"true","Seine","BEASEI","","2. Partial twist; snag; or tear"," 2= against flow"," ",0.5,NA,15,15,"","10:01","",NA,NA,NA,38.114449,121.97918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 1-33%"," ",NA,""," not paired. gps 5; accuracy 2m. mostly detritus/mud in cod end. ysi taken on a bucket. code 2 because there wasnt much of a beach; bad to pull through veg",NA,"true","Truck","ED;GN","Tule Red","01/30/2023","TULE-TP-4","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",NA,6.7,10.59,1787,7.5,60.2,0.68,1.09,21.4," 1=absent",2," Inside",NA," false"," ",2023-01-30,2023,1,"2023-01-30 10:01","Winter","",0.5,0.5,0.5,56.25,NA,NA,NA,14535,26,0,"","",NA,"",28351,28,NA,"true",0,0,0,0,0,0,NA,"","false","false","","PACSSC","STAG","PSS","Pacific Staghorn Sculpin","Fish","armatus","Leptocottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Pacific Staghorn Sculpin","Fish Larvae","Fish Larvae","fish","fish","Pacific Staghorn Sculpin",26,"BEASEI01-TULE-30JAN2023","Pacific Staghorn Sculpin",0,4622.22222222222,4622.22222222222,4622.22222222222,1,"BEASEI01-TULE-30JAN2023","Pacific Staghorn Sculpin"
"57","BEASEI01-WING-04APR2023","953",369,12482,7462,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.35,NA,15,2.8,"","11:40","",NA,NA,NA,38.215581,122.035481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired.","flagWidth","true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.61,1422,7.7,47.7,0.36,1.58,32.9," 1=absent",2," Inside",1," false"," guest: Danie NC",2023-04-04,2023,4,"2023-04-04 11:40","Spring","",0.35,0.35,0.35,7.35,NA,NA,NA,14864,2,0,"","",NA,"",28865,70,0,"true",0,0,0,0,0,0,NA,"","false","false","","PACSSC","STAG","PSS","Pacific Staghorn Sculpin","Fish","armatus","Leptocottus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Pacific Staghorn Sculpin","Fish Larvae","Fish Larvae","fish","fish","Pacific Staghorn Sculpin",2,"BEASEI01-WING-04APR2023","Pacific Staghorn Sculpin",0,2721.08843537415,2721.08843537415,8163.26530612245,0.333333333333333,"BEASEI01-WING-04APR2023","Pacific Staghorn Sculpin"
"58","BEASEI01-WING-04APR2023","970",449,12482,7462,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.35,NA,15,2.8,"","11:40","",NA,NA,NA,38.215581,122.035481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired.","flagWidth","true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.61,1422,7.7,47.7,0.36,1.58,32.9," 1=absent",2," Inside",1," false"," guest: Danie NC",2023-04-04,2023,4,"2023-04-04 11:40","Spring","",0.35,0.35,0.35,7.35,NA,NA,NA,14862,1,0,"","",NA,"",28861,30,NA,"true",0,0,0,0,0,0,NA,"","false","false","","SHIGOB","SG","SHM","Shimofuri Goby","Fish","bifasciatus","Tridentiger","Oxudercidae","Gobiiformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"Shimofuri Goby","Fish Larvae","Fish Larvae","fish","fish","Shimofuri Goby",1,"BEASEI01-WING-04APR2023","Shimofuri Goby",0,1360.54421768707,1360.54421768707,8163.26530612245,0.166666666666667,"BEASEI01-WING-04APR2023","Shimofuri Goby"
"59","BEASEI01-WING-04APR2023","982",506,12482,7462,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.35,NA,15,2.8,"","11:40","",NA,NA,NA,38.215581,122.035481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","1",NA," 0%"," ",NA,""," gps 5; accuracy 3m. not paired.","flagWidth","true","Mudsucker","CB;AC;ED;GU","Wings Landing","04/04/2023","WING-TP-INT","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",20,12.7,8.61,1422,7.7,47.7,0.36,1.58,32.9," 1=absent",2," Inside",1," false"," guest: Danie NC",2023-04-04,2023,4,"2023-04-04 11:40","Spring","",0.35,0.35,0.35,7.35,NA,NA,NA,14863,3,0,"","",NA,"",28863,48,NA,"true",0,0,0,0,0,0,NA,"","false","false","","THRSTI","STBK","TSS","Threespine Stickleback","Fish","aculeatus","Gasterosteus","Gasterosteidae","Gasterosteiformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Threespine Stickleback","Fish Larvae","Fish Larvae","fish","fish","Threespine Stickleback",3,"BEASEI01-WING-04APR2023","Threespine Stickleback",0,4081.63265306122,4081.63265306122,8163.26530612245,0.5,"BEASEI01-WING-04APR2023","Threespine Stickleback"
"60","BEASEI02-BRAD-09MAY2023","110217",1381,13458,8056,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,15,15,"","10:05","",NA,NA,NA,38.186072,121.921442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg",NA,"true","Airboat","AC;ED;SH;AM","Bradmoor Island","05/09/2023","BRAD-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,17.6,8.19,1027,7.4,21.7,0.29,1.42,28.1," 1=absent",2," Inside",NA," false"," ",2023-05-09,2023,5,"2023-05-09 10:05","Spring","",0.8,0.8,0.8,90,NA,NA,NA,15313,26,0,"","",NA,"",29683,34,NA,"true",0,0,0,0,0,0,NA,"","false","false","","KILSPP","","KLF","Killifish spp.","Fish","","Lucania","Cyprinodontidae","Cyprinodontiformes","Osteichthyes","Chordata","Introduced","","","","adult",NA,"",NA,"Killifish spp.","","","","","",26,"BEASEI02-BRAD-09MAY2023","Killifish spp.",0,2888.88888888889,2888.88888888889,24888.8888888889,0.116071428571429,"BEASEI02-BRAD-09MAY2023","Killifish spp."
"61","BEASEI02-BRAD-09MAY2023","136",195,13458,8056,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,15,15,"","10:05","",NA,NA,NA,38.186072,121.921442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg",NA,"true","Airboat","AC;ED;SH;AM","Bradmoor Island","05/09/2023","BRAD-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,17.6,8.19,1027,7.4,21.7,0.29,1.42,28.1," 1=absent",2," Inside",NA," false"," ",2023-05-09,2023,5,"2023-05-09 10:05","Spring","",0.8,0.8,0.8,90,NA,NA,NA,15315,11,11,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"BEASEI02-BRAD-09MAY2023","Siberian Prawn",NA,1222.22222222222,0,24888.8888888889,0,"BEASEI02-BRAD-09MAY2023","Siberian Prawn"
"62","BEASEI02-BRAD-09MAY2023","164",329,13458,8056,"true","Seine","BEASEI","","1. No twists; snags; or tears"," 2= against flow"," ",0.8,NA,15,15,"","10:05","",NA,NA,NA,38.186072,121.921442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crew Members"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","","2",NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. tule perch very gravid; started giving birth as it was released. lots of fil alg",NA,"true","Airboat","AC;ED;SH;AM","Bradmoor Island","05/09/2023","BRAD-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",NA,17.6,8.19,1027,7.4,21.7,0.29,1.42,28.1," 1=absent",2," Inside",NA," false"," ",2023-05-09,2023,5,"2023-05-09 10:05","Spring","",0.8,0.8,0.8,90,NA,NA,NA,15317,2,0,"","",NA,"",29755,27,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MOSQUI","MQF","MQF","Mosquitofish","Fish","affinis","Gambusia","Poeciliidae","Cyprinodontiformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mosquitofish","Fish Larvae","Fish Larvae","fish","fish","Mosquitofish",2,"BEASEI02-BRAD-09MAY2023","Mosquitofish",0,222.222222222222,222.222222222222,24888.8888888889,0.00892857142857143,"BEASEI02-BRAD-09MAY2023","Mosquitofish"
