"","SampleID_key","CommonName","FishLength","PlusCount","TotalCatch","FishCatchNotes"
"268",13683,"Bay Shrimp",NA,24,24,""
"269",13866,"Bay Shrimp",NA,2,2,""
"270",13721,"Bay Shrimp",NA,14,14,""
"271",12368,"Bay Shrimp",NA,1,1,""
"272",13861,"Bay Shrimp",NA,2,2,""
"273",12441,"Bay Shrimp",NA,1,1,""
"274",13794,"Bay Shrimp",NA,4,4,""
"275",13995,"Bay Shrimp",NA,1,1,""
"276",13796,"Bay Shrimp",NA,1,1,""
"277",13987,"Bay Shrimp",NA,4,4,""
"278",13865,"Bay Shrimp",NA,3,3,""
"279",13990,"Bay Shrimp",NA,2,2,""
"280",13863,"Bay Shrimp",NA,79,79,""
"281",13434,"Crappie spp.",32,0,1,""
"282",13483,"Crappie spp.",26,0,4,""
"283",13483,"Crappie spp.",29,0,4,""
"284",13483,"Crappie spp.",27,0,4,""
"285",13483,"Crappie spp.",27,0,4,""
"286",12281,"Crayfish",NA,16,16,""
"287",13371,"Crayfish",NA,30,30,""
"288",13816,"Crayfish",NA,1,1,""
"289",13969,"Crayfish",NA,1,1,""
"290",12286,"Crayfish",NA,3,3,""
"291",13367,"Crayfish",NA,85,85,""
"292",12282,"Crayfish",NA,1,1,""
"293",13431,"Crayfish",NA,3,3,""
"294",12283,"Crayfish",NA,2,2,""
"295",12284,"Crayfish",NA,19,19,""
"296",12291,"Crayfish",NA,1,1,""
"297",13370,"Crayfish",NA,3,3,""
"298",13464,"Crayfish",NA,3,3,""
"299",13686,"Crayfish",NA,2,2,""
"300",12384,"Crayfish",NA,1,1,""
"301",13684,"Crayfish",NA,1,1,""
"302",12388,"Crayfish",NA,1,1,""
"303",13924,"Crayfish",NA,6,6,""
"304",12386,"Crayfish",NA,98,98,""
"305",12385,"Crayfish",NA,1,1,""
"306",13483,"Crayfish",NA,2,2,""
"307",12322,"Crayfish",NA,1,1,""
"308",13853,"Crayfish",NA,14,14,""
"309",13369,"Crayfish",NA,4,4,""
"310",13458,"Siberian Prawn",NA,11,11,""
"311",12384,"Siberian Prawn",NA,29,29,""
"312",12843,"Siberian Prawn",NA,7,7,""
"313",12269,"Siberian Prawn",NA,15,15,""
"314",12369,"Siberian Prawn",NA,2,2,""
"315",13477,"Siberian Prawn",NA,19,19,""
"316",13374,"Siberian Prawn",NA,1,1,""
"317",13488,"Siberian Prawn",NA,14,14,""
"318",13371,"Siberian Prawn",NA,1,1,""
"319",12445,"Siberian Prawn",NA,1,1,""
"320",12281,"Siberian Prawn",NA,214,214,""
"321",14004,"Siberian Prawn",NA,1,1,""
"322",12483,"Siberian Prawn",NA,1,1,""
"323",12246,"Siberian Prawn",NA,2,2,""
"324",12493,"Siberian Prawn",NA,8,8,""
"325",12841,"Siberian Prawn",NA,3,3,""
"326",13975,"Siberian Prawn",NA,1,1,""
"327",12282,"Siberian Prawn",NA,42,42,""
"328",14872,"Siberian Prawn",NA,2,2,""
"329",12456,"Siberian Prawn",NA,2,2,""
"330",12404,"Siberian Prawn",NA,3,3,""
"331",13407,"Siberian Prawn",NA,1,1,""
"332",13844,"Siberian Prawn",NA,11,11,""
"333",12481,"Siberian Prawn",NA,1,1,""
"334",14002,"Siberian Prawn",NA,2,2,""
"335",12270,"Siberian Prawn",NA,6,6,""
"336",13841,"Siberian Prawn",NA,6,6,""
"337",12263,"Siberian Prawn",NA,25,25,""
"338",13486,"Siberian Prawn",NA,6,6,""
"339",12458,"Siberian Prawn",NA,1,1,""
"340",12441,"Siberian Prawn",NA,3,3,""
"341",13366,"Siberian Prawn",NA,1,1,""
"342",12387,"Siberian Prawn",NA,3,3,""
"343",12273,"Siberian Prawn",NA,1,1,""
"344",13979,"Siberian Prawn",NA,1,1,""
"345",12291,"Siberian Prawn",NA,57,57,""
"346",13681,"Siberian Prawn",NA,1,1,""
"347",12324,"Siberian Prawn",NA,1,1,""
"348",13994,"Siberian Prawn",NA,1,1,""
"349",13463,"Siberian Prawn",NA,18,18,""
"350",13969,"Siberian Prawn",NA,1,1,""
"351",12443,"Siberian Prawn",NA,1,1,""
"352",12525,"Siberian Prawn",NA,1,1,""
"353",13993,"Siberian Prawn",NA,1,1,""
"354",13431,"Siberian Prawn",NA,27,27,""
"355",13470,"Siberian Prawn",NA,1,1,""
"356",12454,"Siberian Prawn",NA,4,4,""
"357",12284,"Siberian Prawn",NA,3,3,""
"358",12530,"Siberian Prawn",NA,1,1,""
"359",13722,"Siberian Prawn",NA,1,1,""
"360",13368,"Siberian Prawn",NA,1,1,""
"361",12278,"Siberian Prawn",NA,1,1,""
"362",12460,"Siberian Prawn",NA,1,1,""
"363",12403,"Siberian Prawn",NA,2,2,""
"364",12265,"Siberian Prawn",NA,2,2,""
"365",12388,"Siberian Prawn",NA,7,7,""
"366",13471,"Siberian Prawn",NA,1,1,""
"367",12266,"Siberian Prawn",NA,2,2,""
"368",13480,"Siberian Prawn",NA,2,2,""
"369",13906,"Siberian Prawn",NA,1,1,""
"370",13404,"Siberian Prawn",NA,1,1,""
"371",13902,"Siberian Prawn",NA,1,1,""
"372",13972,"Siberian Prawn",NA,1,1,""
"373",13467,"Siberian Prawn",NA,1,1,""
"374",13406,"Siberian Prawn",NA,1,1,""
"375",13481,"Siberian Prawn",NA,1,1,""
"376",13479,"Siberian Prawn",NA,18,18,""
"377",13482,"Siberian Prawn",NA,1,1,""
"378",13725,"Siberian Prawn",NA,3,3,""
"379",12329,"Siberian Prawn",NA,1,1,""
"380",12455,"Siberian Prawn",NA,1,1,""
"381",12243,"Siberian Prawn",NA,16,16,""
"382",12361,"Siberian Prawn",NA,1,1,""
"383",13863,"Siberian Prawn",NA,5,5,""
"384",12283,"Siberian Prawn",NA,3,3,""
"385",12290,"Siberian Prawn",NA,5,5,""
"386",12453,"Siberian Prawn",NA,33,33,""
"387",13432,"Siberian Prawn",NA,4,4,""
"388",12319,"Siberian Prawn",NA,5,5,""
"389",13811,"Siberian Prawn",NA,9,9,""
"390",12275,"Siberian Prawn",NA,4,4,""
"391",12462,"Siberian Prawn",NA,2,2,""
"392",13459,"Siberian Prawn",NA,2,2,""
"393",12274,"Siberian Prawn",NA,6,6,""
"394",12539,"Siberian Prawn",NA,1,1,""
"395",13922,"Golden Shiner",50,0,1,""
"396",13974,"Golden Shiner",68,0,22,""
"397",13974,"Golden Shiner",46,0,22,""
"398",13370,"Golden Shiner",84,0,10,""
"399",13370,"Golden Shiner",86,0,10,""
"400",12385,"Golden Shiner",60,0,7,""
"401",13370,"Golden Shiner",98,0,10,""
"402",13974,"Golden Shiner",68,0,22,""
"403",12385,"Golden Shiner",60,0,7,""
"404",13974,"Golden Shiner",48,0,22,""
"405",12387,"Golden Shiner",36,0,1,""
"406",13923,"Golden Shiner",51,0,5,""
"407",13917,"Golden Shiner",173,0,1,""
"408",13975,"Golden Shiner",56,0,2,""
"409",13974,"Golden Shiner",59,0,22,""
"410",13974,"Golden Shiner",55,0,22,""
"411",13923,"Golden Shiner",83,0,5,""
"412",13923,"Golden Shiner",73,0,5,""
"413",13370,"Golden Shiner",124,0,10,""
"414",13974,"Golden Shiner",74,0,22,""
"415",12385,"Golden Shiner",70,0,7,""
"416",12385,"Golden Shiner",34,0,7,""
"417",13424,"Golden Shiner",152,0,1,""
"418",13432,"Golden Shiner",126,0,1,""
"419",13974,"Golden Shiner",54,0,22,""
"420",13974,"Golden Shiner",59,0,22,""
"421",13923,"Golden Shiner",84,0,5,""
"422",13974,"Golden Shiner",61,0,22,""
"423",13370,"Golden Shiner",74,0,10,""
"424",13435,"Golden Shiner",122,0,2,""
"425",13974,"Golden Shiner",53,0,22,""
"426",12290,"Golden Shiner",128,0,1,""
"427",13923,"Golden Shiner",72,0,5,""
"428",13974,"Golden Shiner",78,0,22,""
"429",13435,"Golden Shiner",70,0,2,""
"430",13974,"Golden Shiner",58,0,22,""
"431",13974,"Golden Shiner",64,0,22,""
"432",13370,"Golden Shiner",74,0,10,""
"433",13478,"Golden Shiner",74,0,1,""
"434",13370,"Golden Shiner",73,0,10,""
"435",13370,"Golden Shiner",85,0,10,""
"436",12385,"Golden Shiner",75,0,7,""
"437",12385,"Golden Shiner",78,0,7,""
"438",13974,"Golden Shiner",61,0,22,""
"439",13974,"Golden Shiner",59,0,22,""
"440",12530,"Golden Shiner",150,0,1,""
"441",13974,"Golden Shiner",60,0,22,""
"442",13974,"Golden Shiner",73,0,22,""
"443",13974,"Golden Shiner",72,0,22,""
"444",13974,"Golden Shiner",54,0,22,""
"445",12385,"Golden Shiner",56,0,7,""
"446",13370,"Golden Shiner",70,0,10,""
"447",13975,"Golden Shiner",49,0,2,""
"448",13974,"Golden Shiner",62,0,22,""
"449",13974,"Golden Shiner",57,0,22,""
"450",13370,"Golden Shiner",115,0,10,""
"451",12243,"Green Sunfish",29,0,1,""
"452",13476,"Harris Mud Crab",NA,1,1,""
"453",13448,"Harris Mud Crab",NA,3,3,""
"454",13686,"Harris Mud Crab",NA,2,2,""
"455",12463,"Harris Mud Crab",NA,2,2,""
"456",13447,"Harris Mud Crab",NA,1,1,""
"457",13455,"Harris Mud Crab",NA,2,2,""
"458",13905,"Harris Mud Crab",NA,1,1,""
"459",12384,"Hitch",83,0,1,""
"460",13820,"Hitch",63,0,2,""
"461",13445,"Hitch",335,0,1,""
"462",12246,"Hitch",229,0,4,""
"463",12291,"Hitch",186,0,1,""
"464",13819,"Hitch",210,0,2,""
"465",12259,"Hitch",290,0,1,""
"466",12284,"Hitch",87,0,1,""
"467",13820,"Hitch",59,0,2,""
"468",13484,"Hitch",33,0,5,""
"469",13484,"Hitch",36,0,5,""
"470",13484,"Hitch",127,0,5,""
"471",13435,"Hitch",81,0,1,""
"472",13432,"Hitch",74,0,1,""
"473",13974,"Hitch",60,0,2,""
"474",13484,"Hitch",29,0,5,""
"475",13819,"Hitch",270,0,2,""
"476",12385,"Hitch",46,0,4,""
"477",12385,"Hitch",56,0,4,""
"478",13923,"Hitch",68,0,1,""
"479",12246,"Hitch",230,0,4,""
"480",12246,"Hitch",281,0,4,""
"481",13484,"Hitch",34,0,5,""
"482",13383,"Hitch",214,0,1,""
"483",12385,"Hitch",58,0,4,""
"484",12385,"Hitch",57,0,4,""
"485",13974,"Hitch",75,0,2,""
"486",12246,"Hitch",278,0,4,""
"487",13844,"Largemouth Bass",97,0,2,""
"488",13970,"Largemouth Bass",79,2,5,""
"489",13788,"Largemouth Bass",91,0,9,""
"490",13788,"Largemouth Bass",108,0,9,""
"491",13788,"Largemouth Bass",90,0,9,""
"492",13970,"Largemouth Bass",444,2,5,""
"493",13816,"Largemouth Bass",99,0,10,""
"494",13816,"Largemouth Bass",112,0,10,""
"495",13819,"Largemouth Bass",67,0,2,""
"496",13816,"Largemouth Bass",109,0,10,""
"497",13435,"Largemouth Bass",374,0,2,""
"498",13788,"Largemouth Bass",100,0,9,""
"499",13816,"Largemouth Bass",99,0,10,""
"500",13816,"Largemouth Bass",134,0,10,""
"501",13816,"Largemouth Bass",193,0,10,""
"502",13816,"Largemouth Bass",75,0,10,""
"503",13788,"Largemouth Bass",118,0,9,""
"504",13853,"Largemouth Bass",64,0,5,""
"505",13853,"Largemouth Bass",230,0,5,""
"506",13970,"Largemouth Bass",322,2,5,""
"507",13788,"Largemouth Bass",88,0,9,""
"508",12291,"Largemouth Bass",112,0,1,""
"509",13974,"Largemouth Bass",88,0,1,""
"510",13788,"Largemouth Bass",113,0,9,""
"511",13922,"Largemouth Bass",108,0,3,""
"512",13370,"Largemouth Bass",158,0,1,""
"513",13922,"Largemouth Bass",119,0,3,""
"514",13816,"Largemouth Bass",59,0,10,""
"515",13816,"Largemouth Bass",131,0,10,""
"516",13788,"Largemouth Bass",84,0,9,""
"517",13844,"Largemouth Bass",89,0,2,""
"518",13962,"Largemouth Bass",87,0,1,""
"519",13923,"Largemouth Bass",120,0,2,""
"520",13435,"Largemouth Bass",315,0,2,""
"521",13853,"Largemouth Bass",83,0,5,""
"522",13923,"Largemouth Bass",154,0,2,""
"523",13819,"Largemouth Bass",62,0,2,""
"524",13918,"Largemouth Bass",247,1,3,""
"525",13853,"Largemouth Bass",450,0,5,""
"526",13817,"Largemouth Bass",77,0,1,""
"527",12322,"Largemouth Bass",281,0,1,""
"528",13918,"Largemouth Bass",245,1,3,""
"529",13816,"Largemouth Bass",130,0,10,""
"530",13788,"Largemouth Bass",63,0,9,""
"531",13853,"Largemouth Bass",80,0,5,""
"532",13922,"Largemouth Bass",132,0,3,""
"533",13861,"Longfin Smelt",74,0,1,""
"534",13477,"Longfin Smelt",33,0,2,""
"535",13722,"Longfin Smelt",68,0,3,""
"536",13477,"Longfin Smelt",26,0,2,""
"537",13722,"Longfin Smelt",66,0,3,""
"538",13721,"Longfin Smelt",74,0,1,""
"539",13722,"Longfin Smelt",70,0,3,""
"540",13869,"Maeotias",NA,82,82,""
"541",13866,"Maeotias",NA,11,11,""
"542",13721,"Maeotias",NA,36,36,""
"543",13726,"Maeotias",NA,33,33,""
"544",13722,"Maeotias",NA,68,68,""
"545",13936,"Maeotias",NA,2,2,""
"546",13723,"Maeotias",NA,28,28,""
"547",13867,"Maeotias",NA,1,1,""
"548",13861,"Maeotias",NA,16,16,""
"549",13864,"Maeotias",NA,18,18,""
"550",13724,"Maeotias",NA,11,11,""
"551",13862,"Maeotias",NA,122,122,""
"552",13863,"Maeotias",NA,79,79,""
"553",13725,"Maeotias",NA,28,28,""
"554",13865,"Maeotias",NA,26,26,""
"555",13690,"Maeotias",NA,1,1,""
"556",12242,"Mississippi Silverside",56,2,32,""
"557",12242,"Mississippi Silverside",54,2,32,""
"558",12242,"Mississippi Silverside",48,2,32,""
"559",13922,"Mississippi Silverside",74,1534,1564,""
"560",13973,"Mississippi Silverside",56,33,63,""
"561",13458,"Mississippi Silverside",60,79,109,""
"562",12262,"Mississippi Silverside",51,0,4,""
"563",12242,"Mississippi Silverside",51,2,32,""
"564",12241,"Mississippi Silverside",60,0,2,""
"565",13428,"Mississippi Silverside",69,0,2,""
"566",12242,"Mississippi Silverside",60,2,32,""
"567",12263,"Mississippi Silverside",64,0,4,""
"568",12242,"Mississippi Silverside",36,2,32,""
"569",13811,"Mississippi Silverside",66,199,229,""
"570",12242,"Mississippi Silverside",68,2,32,""
"571",12242,"Mississippi Silverside",55,2,32,""
"572",12242,"Mississippi Silverside",56,2,32,""
"573",13917,"Mississippi Silverside",64,0,11,""
"574",13458,"Mississippi Silverside",66,79,109,""
"575",12242,"Mississippi Silverside",58,2,32,""
"576",12241,"Mississippi Silverside",50,0,2,""
"577",13922,"Mississippi Silverside",88,1534,1564,""
"578",13912,"Mississippi Silverside",57,35,65,""
"579",12377,"Mississippi Silverside",45,0,34,""
"580",12266,"Mississippi Silverside",68,0,2,""
"581",12262,"Mississippi Silverside",67,0,4,""
"582",12324,"Mississippi Silverside",53,0,12,""
"583",13811,"Mississippi Silverside",93,199,229,""
"584",12242,"Mississippi Silverside",45,2,32,""
"585",12242,"Mississippi Silverside",54,2,32,""
"586",12259,"Mississippi Silverside",61,0,1,""
"587",13812,"Mississippi Silverside",60,293,323,""
"588",13922,"Mississippi Silverside",66,1534,1564,""
"589",13922,"Mississippi Silverside",57,1534,1564,""
"590",12242,"Mississippi Silverside",68,2,32,""
"591",12242,"Mississippi Silverside",51,2,32,""
"592",12242,"Mississippi Silverside",53,2,32,""
"593",12261,"Mississippi Silverside",72,0,1,""
"594",13420,"Mississippi Silverside",70,0,6,""
"595",12253,"Mississippi Silverside",80,0,1,""
"596",12242,"Mississippi Silverside",68,2,32,""
"597",12243,"Mississippi Silverside",77,0,1,""
"598",12242,"Mississippi Silverside",59,2,32,""
"599",13433,"Mississippi Silverside",75,7,37,""
"600",12257,"Mississippi Silverside",73,0,6,""
"601",12257,"Mississippi Silverside",76,0,6,""
"602",12242,"Mississippi Silverside",54,2,32,""
"603",12280,"Mississippi Silverside",58,4,34,""
"604",12242,"Mississippi Silverside",53,2,32,""
