"","VisitNo","SampleID_key","SampleID","StartTime","EndTime","Duration","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","DepthOfWater","NetMeterStart","NetMeterEnd","TowDirection","SeineCode","SeineDeploymentType","LengthOfTrawl","Width","PercentOpen","GearTypeAbbreviation","effort","Location","Date","Comments","CommonName","Count","Length"
"42",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,51
"43",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,19
"44",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,21
"45",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,20
"46",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,23
"47",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,23
"48",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,21
"49",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,20
"50",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,38
"51",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,25
"52",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,19
"53",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,23
"54",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,20
"55",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,22
"56",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mosquitofish",1,37
"57",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,20
"58",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,34
"59",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,27
"60",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,20
"61",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,23
"62",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,25
"63",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,22
"64",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,21
"65",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,27
"66",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,42
"67",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,29
"68",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,21
"69",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,25
"70",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,61
"71",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,24
"72",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,56
"73",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,20
"74",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,21
"75",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,18
"76",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,42
"77",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,19
"78",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,36
"79",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,15
"80",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,22
"81",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,28
"82",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,51
"83",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,22
"84",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,51
"85",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,22
"86",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Threespine Stickleback",1,29
"87",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Mississippi Silverside",1,38
"88",8047,13449,"BEASEI01-BRAD-09MAY2023","08:50","",NA,38.189129,NA,121.920662,NA,0.5,NA,NA," 2= against flow","1. No twists; snags; or tears","Crew Members",15,15,NA,"BEASEI",56.25,"Bradmoor Island",2023-05-09," gps 5; accuracy 2m. not paired.","Splittail",1,19
