"","SampleID_key","CommonName","FishLength","PlusCount","TotalCatch","FishCatchNotes","EntryOrder"
"89",13922,"Black Crappie",66,0,12,"",31539
"90",13816,"Black Crappie",84,0,5,"",30975
"91",13923,"Black Crappie",85,0,1,"",31577
"92",13922,"Black Crappie",80,0,12,"",31536
"93",13922,"Black Crappie",88,0,12,"",31530
"94",13922,"Black Crappie",67,0,12,"",31529
"95",12290,"Black Crappie",244,0,1,"",28285
"96",13922,"Black Crappie",64,0,12,"",31534
"97",13853,"Bluegill",30,0,27,"",31217
"98",13816,"Bluegill",118,0,4,"",30958
"99",13853,"Bluegill",39,0,27,"",31207
"100",13853,"Bluegill",39,0,27,"",31203
"101",13435,"Bluegill",79,0,3,"",29471
"102",12284,"Bluegill",25,0,6,"",28258
"103",13853,"Bluegill",39,0,27,"",31223
"104",13853,"Bluegill",47,0,27,"",31205
"105",13853,"Bluegill",30,0,27,"",31221
"106",13369,"Bluegill",43,0,6,"",29211
"107",13435,"Bluegill",44,0,3,"",29469
"108",12263,"Bluegill",30,0,1,"",28111
"109",13853,"Bluegill",33,0,27,"",31208
"110",13853,"Bluegill",39,0,27,"",31211
"111",13370,"Bluegill",33,0,11,"",29235
"112",13853,"Bluegill",44,0,27,"",31213
"113",12386,"Bluegill",43,0,1,"",28742
"114",13446,"Bluegill",130,0,1,"",29565
"115",13816,"Bluegill",115,0,4,"",30959
"116",13844,"Bluegill",29,0,9,"",31171
"117",12388,"Bluegill",32,0,2,"",28749
"118",13853,"Bluegill",38,0,27,"",31206
"119",13435,"Bluegill",57,0,3,"",29470
"120",13816,"Bluegill",125,0,4,"",30956
"121",13853,"Bluegill",32,0,27,"",31214
"122",13853,"Bluegill",38,0,27,"",31198
"123",13370,"Bluegill",39,0,11,"",29236
"124",13853,"Bluegill",42,0,27,"",31200
"125",13844,"Bluegill",27,0,9,"",31169
"126",13844,"Bluegill",26,0,9,"",31167
"127",12252,"Bluegill",24,0,4,"",28059
"128",13853,"Bluegill",47,0,27,"",31218
"129",13369,"Bluegill",36,0,6,"",29206
"130",13369,"Bluegill",47,0,6,"",29208
"131",13370,"Bluegill",66,0,11,"",29232
"132",13853,"Bluegill",47,0,27,"",31220
"133",13853,"Bluegill",49,0,27,"",31216
"134",13853,"Bluegill",31,0,27,"",31219
"135",13853,"Bluegill",32,0,27,"",31222
"136",13922,"Bluegill",49,0,1,"",31543
"137",13844,"Bluegill",30,0,9,"",31174
"138",13370,"Bluegill",38,0,11,"",29237
"139",13371,"Bluegill",43,0,1,"",29271
"140",13370,"Bluegill",48,0,11,"",29234
"141",12388,"Bluegill",31,0,2,"",28750
"142",12324,"Bluegill",41,0,1,"",28415
"143",13370,"Bluegill",63,0,11,"",29230
"144",13478,"Bluegill",45,0,1,"",30004
"145",12384,"Bluegill",31,0,2,"",28664
"146",13853,"Bluegill",42,0,27,"",31210
"147",12252,"Bluegill",39,0,4,"",28056
"148",12296,"Bluegill",40,0,1,"",28309
"149",13369,"Bluegill",32,0,6,"",29209
"150",12284,"Bluegill",64,0,6,"",28255
"151",12322,"Bluegill",29,0,5,"",28394
"152",13853,"Bluegill",37,0,27,"",31202
"153",13853,"Bluegill",37,0,27,"",31201
"154",12322,"Bluegill",33,0,5,"",28393
"155",13370,"Bluegill",45,0,11,"",29239
"156",13974,"Bluegill",32,0,3,"",31979
"157",13370,"Bluegill",60,0,11,"",29229
"158",13844,"Bluegill",33,0,9,"",31166
"159",12284,"Bluegill",50,0,6,"",28253
"160",13369,"Bluegill",31,0,6,"",29210
"161",12322,"Bluegill",43,0,5,"",28391
"162",13844,"Bluegill",31,0,9,"",31168
"163",13853,"Bluegill",35,0,27,"",31204
"164",13853,"Bluegill",41,0,27,"",31197
"165",13853,"Bluegill",34,0,27,"",31215
"166",12246,"Bluegill",146,0,1,"",28046
"167",13816,"Bluegill",117,0,4,"",30957
"168",12252,"Bluegill",39,0,4,"",28058
"169",13974,"Bluegill",31,0,3,"",31980
"170",12284,"Bluegill",27,0,6,"",28256
"171",13853,"Bluegill",37,0,27,"",31199
"172",13844,"Bluegill",32,0,9,"",31170
"173",12252,"Bluegill",47,0,4,"",28057
"174",12323,"Bluegill",93,0,2,"",28399
"175",12322,"Bluegill",33,0,5,"",28392
"176",13370,"Bluegill",33,0,11,"",29238
"177",13370,"Bluegill",68,0,11,"",29231
"178",13853,"Bluegill",31,0,27,"",31209
"179",13974,"Bluegill",28,0,3,"",31981
"180",12323,"Bluegill",36,0,2,"",28400
"181",13369,"Bluegill",54,0,6,"",29207
"182",12322,"Bluegill",37,0,5,"",28395
"183",13844,"Bluegill",23,0,9,"",31172
"184",13844,"Bluegill",33,0,9,"",31173
"185",12284,"Bluegill",41,0,6,"",28254
"186",12291,"Bluegill",34,0,1,"",28293
"187",12284,"Bluegill",33,0,6,"",28257
"188",12384,"Bluegill",45,0,2,"",28665
"189",13853,"Bluegill",30,0,27,"",31212
"190",13370,"Bluegill",50,0,11,"",29233
"191",13484,"Channel Catfish",337,0,1,"",30176
"192",12365,"Clam Other",NA,1,1,"",NA
"193",12388,"Clam Other",NA,1,1,"",NA
"194",13811,"Common Carp",213,0,1,"",30795
"195",13488,"Common Carp",53,0,1,"",30367
"196",12462,"Common Carp",520,0,1,"",28842
"197",13987,"Corbicula",NA,2,2,"",NA
"198",13869,"Corbicula",NA,7,7,"",NA
"199",13788,"Corbicula",NA,1,1,"",NA
"200",12531,"Corbicula",NA,5,5,"",NA
"201",12388,"Corbicula",NA,1,1,"",NA
"202",13913,"Corbicula",NA,2,2,"",NA
"203",13451,"Corbicula",NA,1,1,"",NA
"204",13437,"Corbicula",NA,322,322,"",NA
"205",12535,"Corbicula",NA,15,15,"",NA
"206",13682,"Corbicula",NA,4,4,"",NA
"207",12309,"Corbicula",NA,4,4,"",NA
"208",13986,"Corbicula",NA,1,1,"",NA
"209",13867,"Corbicula",NA,1,1,"",NA
"210",13455,"Corbicula",NA,1,1,"",NA
"211",13492,"Corbicula",NA,26,26,"",NA
"212",13903,"Corbicula",NA,3,3,"",NA
"213",13489,"Corbicula",NA,1,1,"",NA
"214",13796,"Corbicula",NA,3,3,"",NA
"215",13916,"Corbicula",NA,1,1,"",NA
"216",13805,"Corbicula",NA,1,1,"",NA
"217",13465,"Corbicula",NA,1,1,"",NA
"218",13817,"Corbicula",NA,1,1,"",NA
"219",13726,"Corbicula",NA,1,1,"",NA
"220",12445,"Corbicula",NA,1,1,"",NA
"221",13434,"Corbicula",NA,3,3,"",NA
"222",13461,"Corbicula",NA,15,15,"",NA
"223",13494,"Corbicula",NA,13,13,"",NA
"224",13490,"Corbicula",NA,10,10,"",NA
"225",13413,"Corbicula",NA,2,2,"",NA
"226",13457,"Corbicula",NA,3,3,"",NA
"227",13687,"Corbicula",NA,1,1,"",NA
"228",13813,"Corbicula",NA,2,2,"",NA
"229",13991,"Corbicula",NA,6,6,"",NA
"230",12324,"Corbicula",NA,1,1,"",NA
"231",13781,"Corbicula",NA,1,1,"",NA
"232",12539,"Corbicula",NA,3,3,"",NA
"233",13917,"Corbicula",NA,1,1,"",NA
"234",13902,"Corbicula",NA,8,8,"",NA
"235",13999,"Corbicula",NA,1,1,"",NA
"236",13681,"Corbicula",NA,1,1,"",NA
"237",12532,"Corbicula",NA,119,119,"",NA
"238",12537,"Corbicula",NA,12,12,"",NA
"239",12313,"Corbicula",NA,1,1,"",NA
"240",13686,"Corbicula",NA,39,39,"",NA
"241",12530,"Corbicula",NA,2,2,"",NA
"242",12302,"Corbicula",NA,145,145,"",NA
"243",13725,"Corbicula",NA,4,4,"",NA
"244",12243,"Corbicula",NA,1,1,"",NA
"245",13782,"Corbicula",NA,9,9,"",NA
"246",13493,"Corbicula",NA,19,19,"",NA
"247",13447,"Corbicula",NA,3,3,"",NA
"248",12257,"Corbicula",NA,1,1,"",NA
"249",13460,"Corbicula",NA,2,2,"",NA
"250",13496,"Corbicula",NA,32,32,"",NA
"251",13993,"Corbicula",NA,7,7,"",NA
"252",13495,"Corbicula",NA,51,51,"",NA
"253",12275,"Corbicula",NA,1,1,"",NA
"254",13465,"Bay Shrimp",NA,2,2,"",NA
"255",13988,"Bay Shrimp",NA,3,3,"",NA
"256",14006,"Bay Shrimp",NA,1,1,"",NA
"257",13913,"Bay Shrimp",NA,1,1,"",NA
"258",13722,"Bay Shrimp",NA,17,17,"",NA
"259",13682,"Bay Shrimp",NA,19,19,"",NA
"260",13867,"Bay Shrimp",NA,8,8,"",NA
"261",12443,"Bay Shrimp",NA,4,4,"",NA
"262",12305,"Bay Shrimp",NA,3,3,"",NA
"263",13725,"Bay Shrimp",NA,3,3,"",NA
"264",13681,"Bay Shrimp",NA,13,13,"",NA
"265",12451,"Bay Shrimp",NA,4,4,"",NA
"266",12367,"Bay Shrimp",NA,1,1,"",NA
"267",13795,"Bay Shrimp",NA,1,1,"",NA
"268",13683,"Bay Shrimp",NA,24,24,"",NA
"269",13866,"Bay Shrimp",NA,2,2,"",NA
"270",13721,"Bay Shrimp",NA,14,14,"",NA
"271",12368,"Bay Shrimp",NA,1,1,"",NA
"272",13861,"Bay Shrimp",NA,2,2,"",NA
"273",12441,"Bay Shrimp",NA,1,1,"",NA
"274",13794,"Bay Shrimp",NA,4,4,"",NA
"275",13995,"Bay Shrimp",NA,1,1,"",NA
"276",13796,"Bay Shrimp",NA,1,1,"",NA
"277",13987,"Bay Shrimp",NA,4,4,"",NA
"278",13865,"Bay Shrimp",NA,3,3,"",NA
"279",13990,"Bay Shrimp",NA,2,2,"",NA
"280",13863,"Bay Shrimp",NA,79,79,"",NA
"281",13434,"Crappie spp.",32,0,1,"",29456
"282",13483,"Crappie spp.",26,0,4,"",30121
"283",13483,"Crappie spp.",29,0,4,"",30122
"284",13483,"Crappie spp.",27,0,4,"",30119
"285",13483,"Crappie spp.",27,0,4,"",30120
"286",12281,"Crayfish",NA,16,16,"",NA
"287",13371,"Crayfish",NA,30,30,"",NA
"288",13816,"Crayfish",NA,1,1,"",NA
"289",13969,"Crayfish",NA,1,1,"",NA
"290",12286,"Crayfish",NA,3,3,"",NA
"291",13367,"Crayfish",NA,85,85,"",NA
"292",12282,"Crayfish",NA,1,1,"",NA
"293",13431,"Crayfish",NA,3,3,"",NA
"294",12283,"Crayfish",NA,2,2,"",NA
"295",12284,"Crayfish",NA,19,19,"",NA
"296",12291,"Crayfish",NA,1,1,"",NA
"297",13370,"Crayfish",NA,3,3,"",NA
"298",13464,"Crayfish",NA,3,3,"",NA
"299",13686,"Crayfish",NA,2,2,"",NA
"300",12384,"Crayfish",NA,1,1,"",NA
"301",13684,"Crayfish",NA,1,1,"",NA
"302",12388,"Crayfish",NA,1,1,"",NA
"303",13924,"Crayfish",NA,6,6,"",NA
"304",12386,"Crayfish",NA,98,98,"",NA
"305",12385,"Crayfish",NA,1,1,"",NA
"306",13483,"Crayfish",NA,2,2,"",NA
"307",12322,"Crayfish",NA,1,1,"",NA
"308",13853,"Crayfish",NA,14,14,"",NA
"309",13369,"Crayfish",NA,4,4,"",NA
"310",13458,"Siberian Prawn",NA,11,11,"",NA
"311",12384,"Siberian Prawn",NA,29,29,"",NA
"312",12843,"Siberian Prawn",NA,7,7,"",NA
"313",12269,"Siberian Prawn",NA,15,15,"",NA
"314",12369,"Siberian Prawn",NA,2,2,"",NA
"315",13477,"Siberian Prawn",NA,19,19,"",NA
"316",13374,"Siberian Prawn",NA,1,1,"",NA
"317",13488,"Siberian Prawn",NA,14,14,"",NA
"318",13371,"Siberian Prawn",NA,1,1,"",NA
"319",12445,"Siberian Prawn",NA,1,1,"",NA
"320",12281,"Siberian Prawn",NA,214,214,"",NA
"321",14004,"Siberian Prawn",NA,1,1,"",NA
"322",12483,"Siberian Prawn",NA,1,1,"",NA
"323",12246,"Siberian Prawn",NA,2,2,"",NA
"324",12493,"Siberian Prawn",NA,8,8,"",NA
"325",12841,"Siberian Prawn",NA,3,3,"",NA
"326",13975,"Siberian Prawn",NA,1,1,"",NA
"327",12282,"Siberian Prawn",NA,42,42,"",NA
"328",14872,"Siberian Prawn",NA,2,2,"",NA
"329",12456,"Siberian Prawn",NA,2,2,"",NA
"330",12404,"Siberian Prawn",NA,3,3,"",NA
"331",13407,"Siberian Prawn",NA,1,1,"",NA
"332",13844,"Siberian Prawn",NA,11,11,"",NA
"333",12481,"Siberian Prawn",NA,1,1,"",NA
"334",14002,"Siberian Prawn",NA,2,2,"",NA
"335",12270,"Siberian Prawn",NA,6,6,"",NA
"336",13841,"Siberian Prawn",NA,6,6,"",NA
"337",12263,"Siberian Prawn",NA,25,25,"",NA
"338",13486,"Siberian Prawn",NA,6,6,"",NA
"339",12458,"Siberian Prawn",NA,1,1,"",NA
"340",12441,"Siberian Prawn",NA,3,3,"",NA
"341",13366,"Siberian Prawn",NA,1,1,"",NA
"342",12387,"Siberian Prawn",NA,3,3,"",NA
"343",12273,"Siberian Prawn",NA,1,1,"",NA
"344",13979,"Siberian Prawn",NA,1,1,"",NA
"345",12291,"Siberian Prawn",NA,57,57,"",NA
"346",13681,"Siberian Prawn",NA,1,1,"",NA
"347",12324,"Siberian Prawn",NA,1,1,"",NA
"348",13994,"Siberian Prawn",NA,1,1,"",NA
"349",13463,"Siberian Prawn",NA,18,18,"",NA
"350",13969,"Siberian Prawn",NA,1,1,"",NA
"351",12443,"Siberian Prawn",NA,1,1,"",NA
"352",12525,"Siberian Prawn",NA,1,1,"",NA
"353",13993,"Siberian Prawn",NA,1,1,"",NA
"354",13431,"Siberian Prawn",NA,27,27,"",NA
"355",13470,"Siberian Prawn",NA,1,1,"",NA
"356",12454,"Siberian Prawn",NA,4,4,"",NA
"357",12284,"Siberian Prawn",NA,3,3,"",NA
"358",12530,"Siberian Prawn",NA,1,1,"",NA
"359",13722,"Siberian Prawn",NA,1,1,"",NA
"360",13368,"Siberian Prawn",NA,1,1,"",NA
"361",12278,"Siberian Prawn",NA,1,1,"",NA
"362",12460,"Siberian Prawn",NA,1,1,"",NA
"363",12403,"Siberian Prawn",NA,2,2,"",NA
"364",12265,"Siberian Prawn",NA,2,2,"",NA
"365",12388,"Siberian Prawn",NA,7,7,"",NA
"366",13471,"Siberian Prawn",NA,1,1,"",NA
"367",12266,"Siberian Prawn",NA,2,2,"",NA
"368",13480,"Siberian Prawn",NA,2,2,"",NA
"369",13906,"Siberian Prawn",NA,1,1,"",NA
"370",13404,"Siberian Prawn",NA,1,1,"",NA
"371",13902,"Siberian Prawn",NA,1,1,"",NA
"372",13972,"Siberian Prawn",NA,1,1,"",NA
"373",13467,"Siberian Prawn",NA,1,1,"",NA
"374",13406,"Siberian Prawn",NA,1,1,"",NA
"375",13481,"Siberian Prawn",NA,1,1,"",NA
"376",13479,"Siberian Prawn",NA,18,18,"",NA
"377",13482,"Siberian Prawn",NA,1,1,"",NA
"378",13725,"Siberian Prawn",NA,3,3,"",NA
"379",12329,"Siberian Prawn",NA,1,1,"",NA
"380",12455,"Siberian Prawn",NA,1,1,"",NA
"381",12243,"Siberian Prawn",NA,16,16,"",NA
"382",12361,"Siberian Prawn",NA,1,1,"",NA
"383",13863,"Siberian Prawn",NA,5,5,"",NA
"384",12283,"Siberian Prawn",NA,3,3,"",NA
"385",12290,"Siberian Prawn",NA,5,5,"",NA
"386",12453,"Siberian Prawn",NA,33,33,"",NA
"387",13432,"Siberian Prawn",NA,4,4,"",NA
"388",12319,"Siberian Prawn",NA,5,5,"",NA
"389",13811,"Siberian Prawn",NA,9,9,"",NA
"390",12275,"Siberian Prawn",NA,4,4,"",NA
"391",12462,"Siberian Prawn",NA,2,2,"",NA
"392",13459,"Siberian Prawn",NA,2,2,"",NA
"393",12274,"Siberian Prawn",NA,6,6,"",NA
"394",12539,"Siberian Prawn",NA,1,1,"",NA
"395",13922,"Golden Shiner",50,0,1,"",31544
"396",13974,"Golden Shiner",68,0,22,"",31993
"397",13974,"Golden Shiner",46,0,22,"",31974
"398",13370,"Golden Shiner",84,0,10,"",29225
"399",13370,"Golden Shiner",86,0,10,"",29226
"400",12385,"Golden Shiner",60,0,7,"",28704
"401",13370,"Golden Shiner",98,0,10,"",29220
"402",13974,"Golden Shiner",68,0,22,"",31991
"403",12385,"Golden Shiner",60,0,7,"",28707
"404",13974,"Golden Shiner",48,0,22,"",31997
"405",12387,"Golden Shiner",36,0,1,"",28745
"406",13923,"Golden Shiner",51,0,5,"",31583
"407",13917,"Golden Shiner",173,0,1,"",31482
"408",13975,"Golden Shiner",56,0,2,"",32065
"409",13974,"Golden Shiner",59,0,22,"",31982
"410",13974,"Golden Shiner",55,0,22,"",31992
"411",13923,"Golden Shiner",83,0,5,"",31580
"412",13923,"Golden Shiner",73,0,5,"",31578
"413",13370,"Golden Shiner",124,0,10,"",29219
"414",13974,"Golden Shiner",74,0,22,"",31999
"415",12385,"Golden Shiner",70,0,7,"",28706
"416",12385,"Golden Shiner",34,0,7,"",28709
"417",13424,"Golden Shiner",152,0,1,"",29388
"418",13432,"Golden Shiner",126,0,1,"",29407
"419",13974,"Golden Shiner",54,0,22,"",31987
"420",13974,"Golden Shiner",59,0,22,"",31994
"421",13923,"Golden Shiner",84,0,5,"",31579
"422",13974,"Golden Shiner",61,0,22,"",31983
"423",13370,"Golden Shiner",74,0,10,"",29228
"424",13435,"Golden Shiner",122,0,2,"",29467
"425",13974,"Golden Shiner",53,0,22,"",31984
"426",12290,"Golden Shiner",128,0,1,"",28286
"427",13923,"Golden Shiner",72,0,5,"",31582
"428",13974,"Golden Shiner",78,0,22,"",31985
"429",13435,"Golden Shiner",70,0,2,"",29468
"430",13974,"Golden Shiner",58,0,22,"",31973
"431",13974,"Golden Shiner",64,0,22,"",31996
"432",13370,"Golden Shiner",74,0,10,"",29223
"433",13478,"Golden Shiner",74,0,1,"",29965
"434",13370,"Golden Shiner",73,0,10,"",29221
"435",13370,"Golden Shiner",85,0,10,"",29224
"436",12385,"Golden Shiner",75,0,7,"",28703
"437",12385,"Golden Shiner",78,0,7,"",28705
"438",13974,"Golden Shiner",61,0,22,"",31989
"439",13974,"Golden Shiner",59,0,22,"",31990
"440",12530,"Golden Shiner",150,0,1,"",28931
"441",13974,"Golden Shiner",60,0,22,"",32000
"442",13974,"Golden Shiner",73,0,22,"",31988
"443",13974,"Golden Shiner",72,0,22,"",31986
"444",13974,"Golden Shiner",54,0,22,"",31998
"445",12385,"Golden Shiner",56,0,7,"",28708
"446",13370,"Golden Shiner",70,0,10,"",29227
"447",13975,"Golden Shiner",49,0,2,"",32066
"448",13974,"Golden Shiner",62,0,22,"",31995
"449",13974,"Golden Shiner",57,0,22,"",32001
"450",13370,"Golden Shiner",115,0,10,"",29222
"451",12243,"Green Sunfish",29,0,1,"",28037
"452",13476,"Harris Mud Crab",NA,1,1,"",NA
"453",13448,"Harris Mud Crab",NA,3,3,"",NA
"454",13686,"Harris Mud Crab",NA,2,2,"",NA
"455",12463,"Harris Mud Crab",NA,2,2,"",NA
"456",13447,"Harris Mud Crab",NA,1,1,"",NA
"457",13455,"Harris Mud Crab",NA,2,2,"",NA
"458",13905,"Harris Mud Crab",NA,1,1,"",NA
"459",12384,"Hitch",83,0,1,"",28666
"460",13820,"Hitch",63,0,2,"",31117
"461",13445,"Hitch",335,0,1,"",29561
"462",12246,"Hitch",229,0,4,"",28045
"463",12291,"Hitch",186,0,1,"",28290
"464",13819,"Hitch",210,0,2,"",31039
"465",12259,"Hitch",290,0,1,"",28084
"466",12284,"Hitch",87,0,1,"",28262
"467",13820,"Hitch",59,0,2,"",31116
"468",13484,"Hitch",33,0,5,"",30134
"469",13484,"Hitch",36,0,5,"",30131
"470",13484,"Hitch",127,0,5,"",30130
"471",13435,"Hitch",81,0,1,"",29472
"472",13432,"Hitch",74,0,1,"",29408
"473",13974,"Hitch",60,0,2,"",31978
"474",13484,"Hitch",29,0,5,"",30132
"475",13819,"Hitch",270,0,2,"",31038
"476",12385,"Hitch",46,0,4,"",28699
"477",12385,"Hitch",56,0,4,"",28700
"478",13923,"Hitch",68,0,1,"",31584
"479",12246,"Hitch",230,0,4,"",28043
"480",12246,"Hitch",281,0,4,"",28044
"481",13484,"Hitch",34,0,5,"",30133
"482",13383,"Hitch",214,0,1,"",29275
"483",12385,"Hitch",58,0,4,"",28698
"484",12385,"Hitch",57,0,4,"",28697
"485",13974,"Hitch",75,0,2,"",31977
"486",12246,"Hitch",278,0,4,"",28042
"487",13844,"Largemouth Bass",97,0,2,"",31163
"488",13970,"Largemouth Bass",79,2,5,"",31884
"489",13788,"Largemouth Bass",91,0,9,"",30605
"490",13788,"Largemouth Bass",108,0,9,"",30607
"491",13788,"Largemouth Bass",90,0,9,"",30613
"492",13970,"Largemouth Bass",444,2,5,"",31882
"493",13816,"Largemouth Bass",99,0,10,"",30980
"494",13816,"Largemouth Bass",112,0,10,"",30985
"495",13819,"Largemouth Bass",67,0,2,"",31082
"496",13816,"Largemouth Bass",109,0,10,"",30977
"497",13435,"Largemouth Bass",374,0,2,"",29466
"498",13788,"Largemouth Bass",100,0,9,"",30609
"499",13816,"Largemouth Bass",99,0,10,"",30978
"500",13816,"Largemouth Bass",134,0,10,"",30983
"501",13816,"Largemouth Bass",193,0,10,"",30979
"502",13816,"Largemouth Bass",75,0,10,"",30981
"503",13788,"Largemouth Bass",118,0,9,"",30606
"504",13853,"Largemouth Bass",64,0,5,"",31195
"505",13853,"Largemouth Bass",230,0,5,"",31193
"506",13970,"Largemouth Bass",322,2,5,"",31883
"507",13788,"Largemouth Bass",88,0,9,"",30608
"508",12291,"Largemouth Bass",112,0,1,"",28292
"509",13974,"Largemouth Bass",88,0,1,"",32005
"510",13788,"Largemouth Bass",113,0,9,"",30612
"511",13922,"Largemouth Bass",108,0,3,"",31542
"512",13370,"Largemouth Bass",158,0,1,"",29214
"513",13922,"Largemouth Bass",119,0,3,"",31541
"514",13816,"Largemouth Bass",59,0,10,"",30986
"515",13816,"Largemouth Bass",131,0,10,"",30982
"516",13788,"Largemouth Bass",84,0,9,"",30611
"517",13844,"Largemouth Bass",89,0,2,"",31164
"518",13962,"Largemouth Bass",87,0,1,"",31845
"519",13923,"Largemouth Bass",120,0,2,"",31575
"520",13435,"Largemouth Bass",315,0,2,"",29465
"521",13853,"Largemouth Bass",83,0,5,"",31196
"522",13923,"Largemouth Bass",154,0,2,"",31576
"523",13819,"Largemouth Bass",62,0,2,"",31083
"524",13918,"Largemouth Bass",247,1,3,"",31586
"525",13853,"Largemouth Bass",450,0,5,"",31192
"526",13817,"Largemouth Bass",77,0,1,"",30992
"527",12322,"Largemouth Bass",281,0,1,"",28389
"528",13918,"Largemouth Bass",245,1,3,"",31585
"529",13816,"Largemouth Bass",130,0,10,"",30984
"530",13788,"Largemouth Bass",63,0,9,"",30610
"531",13853,"Largemouth Bass",80,0,5,"",31194
"532",13922,"Largemouth Bass",132,0,3,"",31540
"533",13861,"Longfin Smelt",74,0,1,"",31241
"534",13477,"Longfin Smelt",33,0,2,"",32459
"535",13722,"Longfin Smelt",68,0,3,"",30564
"536",13477,"Longfin Smelt",26,0,2,"",29960
"537",13722,"Longfin Smelt",66,0,3,"",30563
"538",13721,"Longfin Smelt",74,0,1,"",30541
