"EventID","OrganismCode","ForkLength","TotalLength","Weight","Sex","Expression","MarkCode","RaceByLength","StageCode","Dead","CWTSample","GeneticSample","FishGenID","Count","Plus Count","FishIDComments","SampleID","PlusCount","OrganismID"
10298,"MSS",40,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_MSS","FALSE","2023_MSS17"
10298,"MSS",52,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_MSS","FALSE","2023_MSS18"
10298,"MSS",36,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_MSS","FALSE","2023_MSS19"
10298,"MSS",44,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_MSS","FALSE","2023_MSS20"
10298,"HCH",66,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_HCH","FALSE","2023_HCH1"
10298,"TFS",35,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS1"
10298,"TFS",43,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS2"
10298,"TFS",43,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS3"
10298,"TFS",49,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS4"
10298,"TFS",42,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS5"
10298,"TFS",47,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS6"
10298,"BKS",30,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_BKS","FALSE","2023_BKS1"
10298,"TFS",36,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS7"
10298,"HCH",82,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_HCH","FALSE","2023_HCH2"
10298,"HCH",59,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_HCH","FALSE","2023_HCH3"
10298,"SPLT",51,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_SPLT","FALSE","2023_SPLT2"
10298,"SPLT",55,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_SPLT","FALSE","2023_SPLT3"
10298,"LP",57,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_LP","FALSE","2023_LP8"
10298,"MSS",50,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_MSS","FALSE","2023_MSS21"
10298,"BGS",36,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_BGS","FALSE","2023_BGS1"
10298,"TFS",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,84,TRUE,NA,"20230718_0715_AL1_TFS",NA,NA
10298,"LP",65,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_LP","FALSE","2023_LP9"
10298,"BKS",32,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_BKS","FALSE","2023_BKS2"
10298,"LP",70,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_LP","FALSE","2023_LP10"
10298,"TFS",44,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS9"
10298,"TFS",46,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS10"
10298,"TFS",57,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS11"
10298,"TFS",52,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS12"
10298,"TFS",42,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS13"
10298,"TFS",43,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS14"
10298,"TFS",37,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS15"
10298,"TFS",33,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS16"
10298,"TFS",49,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS17"
10298,"TFS",25,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS18"
10298,"TFS",52,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS19"
10298,"TFS",42,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS20"
10298,"TFS",26,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0715_AL1_TFS","FALSE","2023_TFS21"
10299,"LP",68,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP11"
10299,"LP",67,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP12"
10299,"LP",57,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP13"
10299,"LP",72,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP14"
10299,"LP",71,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP15"
10299,"WAG",46,NA,0.5943,NA,NA,NA,NA,NA,"Yes",FALSE,TRUE,"2023_WAG_012",1,FALSE,NA,"20230718_0759_AL3_WAG","FALSE","2023_WAG1"
10299,"LP",69,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP16"
10299,"LP",54,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP17"
10299,"LP",70,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP18"
10299,"LP",68,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP19"
10299,"LP",71,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP20"
10299,"HCH",37,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_HCH","FALSE","2023_HCH4"
10299,"WAG",36,NA,0.304,NA,NA,NA,NA,NA,"Yes",FALSE,TRUE,"2023_WAG_013",1,FALSE,NA,"20230718_0759_AL3_WAG","FALSE","2023_WAG2"
10299,"HCH",36,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_HCH","FALSE","2023_HCH5"
10299,"TFS",34,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS22"
10299,"TFS",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS23"
10299,"GSN",56,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_GSN","FALSE","2023_GSN1"
10299,"LP",65,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP21"
10299,"WAG",30,NA,0.1304,NA,NA,NA,NA,NA,"Yes",FALSE,TRUE,"2023_WAG_014",1,FALSE,NA,"20230718_0759_AL3_WAG","FALSE","2023_WAG3"
10299,"MQF",39,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MQF","FALSE","2023_MQF1"
10299,"MSS",29,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS22"
10299,"TFS",37,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS24"
10299,"SHRK",26,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_SHRK","FALSE","2023_SHRK1"
10299,"BGS",28,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_BGS","FALSE","2023_BGS2"
10299,"BGS",25,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_BGS","FALSE","2023_BGS3"
10299,"BGS",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_BGS","FALSE","2023_BGS4"
10299,"BGS",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_BGS","FALSE","2023_BGS5"
10299,"BGS",28,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_BGS","FALSE","2023_BGS6"
10299,"MQF",25,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MQF","FALSE","2023_MQF2"
10299,"LP",65,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP22"
10299,"MQF",42,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MQF","FALSE","2023_MQF3"
10299,"MQF",39,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MQF","FALSE","2023_MQF4"
10299,"MQF",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MQF","FALSE","2023_MQF5"
10299,"MQF",31,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MQF","FALSE","2023_MQF6"
10299,"MQF",32,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MQF","FALSE","2023_MQF7"
10299,"LP",56,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP23"
10299,"LP",69,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LP","FALSE","2023_LP24"
10299,"BGS",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_BGS","FALSE","2023_BGS7"
10299,"MSS",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS23"
10299,"MSS",31,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS24"
10299,"MSS",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS25"
10299,"MSS",28,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS26"
10299,"MSS",37,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS27"
10299,"MSS",32,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS28"
10299,"MSS",41,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS29"
10299,"MSS",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS30"
10299,"MSS",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS31"
10299,"MSS",34,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS32"
10299,"LMB",48,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB4"
10299,"MSS",91,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS33"
10299,"LMB",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB5"
10299,"TFS",40,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS25"
10299,"LMB",51,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB6"
10299,"MSS",31,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS34"
10299,"LMB",62,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB7"
10299,"LMB",57,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB8"
10299,"LMB",322,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB9"
10299,"MSS",36,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS35"
10299,"TFS",32,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS26"
10299,"LMB",100,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB10"
10299,"TFS",41,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS27"
10299,"TFS",33,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS28"
10299,"TFS",60,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS29"
10299,"TFS",34,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS30"
10299,"TFS",42,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS31"
10299,"TFS",38,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS32"
10299,"TFS",62,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS33"
10299,"MSS",33,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS36"
10299,"MSS",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,7,TRUE,NA,"20230718_0759_AL3_MSS",NA,NA
10299,"MSS",32,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS38"
10299,"MSS",32,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS39"
10299,"MSS",33,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS40"
10299,"MSS",33,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS41"
10299,"TFS",34,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_TFS","FALSE","2023_TFS34"
10299,"MSS",28,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_MSS","FALSE","2023_MSS42"
10299,"LMB",52,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0759_AL3_LMB","FALSE","2023_LMB11"
10305,"HCH",26,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH6"
10305,"HCH",28,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH7"
10305,"BGS",26,NA,NA,NA,NA,NA,NA,NA,"Yes",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_BGS","FALSE","2023_BGS8"
10305,"HCH",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH8"
10305,"HCH",25,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH9"
10305,"HCH",28,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH10"
10305,"HCH",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH11"
10305,"HCH",34,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH12"
10305,"HCH",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH13"
10305,"HCH",30,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH14"
10305,"HCH",25,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH15"
10305,"GSN",35,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_GSN","FALSE","2023_GSN2"
10305,"MSS",34,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_MSS","FALSE","2023_MSS43"
10305,"SHR",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_SHR","FALSE","2023_SHR1"
10305,"HCH",27,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH16"
10305,"HCH",31,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_HCH","FALSE","2023_HCH17"
10305,"MSS",34,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,FALSE,NA,1,FALSE,NA,"20230718_0924_BL5_MSS","FALSE","2023_MSS44"
