"","OrganismCode","EventID","StationCode","Datetime","SampleDate","WaterTemp","SpecificConductance","Conductivity","Turbidity","DO","pH","Secchi","WeatherCode","VegetationRank","MicrocystisRank","MethodCode","GearCode","GearConditionCode","SampleAltered","SampleDate2","year","month","SampleID","Count","ï..OrganismID","OrganismCode.y","FishCode","Code_UCDAVIS","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","Season"
"11","AMM",10258,"PCS","6/8/2023 15:03","6/8/2023",23.5,675,656,37.7,5.85,7.77,0.16,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-06-08,2023,6,"20230608_1503_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"12","AMM",10191,"PCS","5/10/2023 11:33","5/10/2023",18.5,484,424,43.2,7.5,7.76,0.15,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-05-10,2023,5,"20230510_1133_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"13","AMM",10174,"PCS","5/4/2023 9:55","5/4/2023",18,670,581,24,5.96,7.67,0.38,"CLD",1,NA,"FKTR","FKTR",1,NA,2023-05-04,2023,5,"20230504_0955_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"14","AMM",10112,"PCS","4/7/2023 11:44","4/7/2023",14.9,528,426,22.5,10.9,8.51,0.41,"CLD",2,NA,"FKTR","FKTR",1,"Y",2023-04-07,2023,4,"20230407_1144_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"15","AMM",10110,"PCS","4/5/2023 12:21","4/5/2023",13.9,512,403,51.7,11.25,8.47,0.24,"CLR",1,NA,"FKTR","FKTR",1,"Y",2023-04-05,2023,4,"20230405_1221_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"16","AMM",10052,"PCS","2/23/2023 12:28","2/23/2023",10.1,752,538,26,9.92,8.02,0.31,"CLD",1,NA,"FKTR","FKTR",1,NA,2023-02-23,2023,2,"20230223_1228_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"17","AMM",10134,"PCS","4/11/2023 8:20","4/11/2023",18.4,567,496,18.2,8.57,8.29,0.32,"CLR",1,NA,"FKTR","FKTR",1,"Y",2023-04-11,2023,4,"20230411_0820_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"18","AMM",10102,"PCS","3/29/2023 12:12","3/29/2023",10.8,407,297,54.9,9.6,7.96,0.17,"CLD",2,NA,"FKTR","FKTR",1,"Y",2023-03-29,2023,3,"20230329_1212_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"19","AMM",10159,"PCS","4/25/2023 12:08","4/25/2023",21.3,722,672,19.8,7.61,8.07,0.49,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-04-25,2023,4,"20230425_1208_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"20","AMM",10175,"PCS","5/5/2023 11:31","5/5/2023",17.8,587,507,32.2,6.47,7.66,0.2,"CLD",NA,NA,"FKTR","FKTR",1,NA,2023-05-05,2023,5,"20230505_1131_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"21","AMM",10051,"PCS","2/24/2023 11:20","2/24/2023",9,772,536,26.7,10.47,8.06,0.31,"CLD",1,NA,"FKTR","FKTR",1,NA,2023-02-24,2023,2,"20230224_1120_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"22","AMM",10203,"PCS","5/19/2023 12:13","5/19/2023",25.2,743,747,19.2,5.79,7.73,0.34,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-05-19,2023,5,"20230519_1213_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"23","AMM",10145,"PCS","4/20/2023 10:44","4/20/2023",17.3,688,587,22.7,9.14,8.29,0.4,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-04-20,2023,4,"20230420_1044_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"24","AMM",10101,"PCS","3/28/2023 12:28","3/28/2023",12.2,368,278,75.2,9.05,7.78,0.15,"RAN",1,NA,"FKTR","FKTR",1,"Y",2023-03-28,2023,3,"20230328_1228_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"25","AMM",10162,"PCS","4/28/2023 10:58","4/28/2023",23.4,766,744,18.7,6.66,7.86,0.37,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-04-28,2023,4,"20230428_1058_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"26","AMM",10136,"PCS","4/13/2023 11:04","4/13/2023",16.2,586,487,23.3,9.08,8.34,0.35,"CLR",1,NA,"FKTR","FKTR",1,"Y",2023-04-13,2023,4,"20230413_1104_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"27","AMM",10288,"PCS","5/24/2023 9:31","5/24/2023",22.3,727,689,29.7,6.18,7.83,0.27,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-05-24,2023,5,"20230524_0931_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"28","AMM",10262,"PCS","6/14/2023 8:58","6/14/2023",22,717,676,32.8,5.66,7.84,0.27,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-06-14,2023,6,"20230614_0858_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"29","AMM",10109,"PCS","4/4/2023 13:45","4/4/2023",13.3,489,379,34.9,10.62,8.36,0.25,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-04-04,2023,4,"20230404_1345_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"30","AMM",10228,"PCS","6/1/2023 10:15","6/1/2023",21.6,681,638,37.7,8.09,7.86,0.24,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-06-01,2023,6,"20230601_1015_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"31","AMM",9993,"PCS","1/26/2023 14:21","1/26/2023",9.3,396,277,92.5,8.47,7.86,0.08,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-01-26,2023,1,"20230126_1421_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"32","AMM",10287,"PCS","6/30/2023 7:25","6/30/2023",22.7,482,460,29.5,6.15,7.91,0.29,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-06-30,2023,6,"20230630_0725_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"33","AMM",10190,"PCS","5/9/2023 10:51","5/9/2023",18.2,474,412,51.7,6.22,7.63,0.18,"CLD",1,NA,"FKTR","FKTR",1,NA,2023-05-09,2023,5,"20230509_1051_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"34","AMM",10200,"PCS","5/16/2023 11:30","5/16/2023",24.3,579,572,25.9,6.22,7.7,0.28,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-05-16,2023,5,"20230516_1130_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"35","AMM",10267,"PCS","6/22/2023 13:00","6/22/2023",23,769,740,28.3,6.17,7.96,0.3,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-06-22,2023,6,"20230622_1300_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"36","AMM",10103,"PCS","3/30/2023 10:06","3/30/2023",10.9,435,317,61.7,9.77,7.98,0.17,"CLR",2,NA,"FKTR","FKTR",1,"Y",2023-03-30,2023,3,"20230330_1006_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"37","AMM",10223,"PCS","5/23/2023 12:56","5/23/2023",24.2,731,720,48.9,6.07,7.81,0.16,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-05-23,2023,5,"20230523_1256_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"38","AMM",10049,"PCS","2/22/2023 12:30","2/22/2023",11.3,741,548,26.4,9.89,8.05,0.23,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-02-22,2023,2,"20230222_1230_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"39","AMM",10264,"PCS","6/16/2023 10:29","6/16/2023",23.5,740,719,28.8,5.24,7.81,0.3,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-06-16,2023,6,"20230616_1029_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"40","AMM",10111,"PCS","4/6/2023 8:52","4/6/2023",14,522,412,25,11.22,8.48,0.36,"CLR",2,NA,"FKTR","FKTR",1,"Y",2023-04-06,2023,4,"20230406_0852_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"41","AMM",10193,"PCS","5/12/2023 12:00","5/12/2023",20.9,507,467,30.4,7.31,7.85,0.25,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-05-12,2023,5,"20230512_1200_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"42","AMM",10224,"PCS","5/25/2023 10:03","5/25/2023",21.3,711,661,32.3,6.41,7.86,0.24,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-05-25,2023,5,"20230525_1003_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"43","AMM",10263,"PCS","6/15/2023 10:19","6/15/2023",23.3,734,709,30.6,5.53,7.84,0.27,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-06-15,2023,6,"20230615_1019_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"44","AMM",10135,"PCS","4/12/2023 9:00","4/12/2023",17.7,574,494,17.3,8.5,8.33,0.42,"CLR",2,NA,"FKTR","FKTR",1,"Y",2023-04-12,2023,4,"20230412_0900_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"45","AMM",10286,"PCS","6/29/2023 8:46","6/29/2023",22.4,593,564,30.1,6.55,7.93,0.28,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-06-29,2023,6,"20230629_0846_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"46","AMM",10261,"PCS","6/13/2023 9:59","6/13/2023",21.6,704,658,43.7,5.89,7.78,0.22,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-06-13,2023,6,"20230613_0959_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"47","AMM",9991,"PCS","1/24/2023 14:54","1/24/2023",8.4,349,238,122.7,9.53,7.67,0.09,"CLR",NA,NA,"FKTR","FKTR",1,"Y",2023-01-24,2023,1,"20230124_1454_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"48","AMM",10265,"PCS","6/20/2023 8:59","6/20/2023",21.7,774,725,31.7,5.96,7.87,0.28,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-06-20,2023,6,"20230620_0859_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"49","AMM",10256,"PCS","6/6/2023 9:54","6/6/2023",22.2,736,697,33.9,4.98,7.75,0.28,"CLD",2,NA,"FKTR","FKTR",1,NA,2023-06-06,2023,6,"20230606_0954_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"50","AMM",10160,"PCS","4/26/2023 9:49","4/26/2023",21.2,736,683,18.6,6.72,7.96,0.49,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-04-26,2023,4,"20230426_0949_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"51","AMM",10047,"PCS","2/16/2023 10:34","2/16/2023",9.6,751,531,25.2,10.05,7.99,0.3,"CLD",2,NA,"FKTR","FKTR",1,NA,2023-02-16,2023,2,"20230216_1034_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"52","AMM",10146,"PCS","4/21/2023 10:05","4/21/2023",17.9,701,606,22.6,8.89,8.25,0.41,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-04-21,2023,4,"20230421_1005_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"53","AMM",10172,"PCS","5/2/2023 11:59","5/2/2023",19,687,608,23.6,6.6,7.8,0.39,"CLD",2,NA,"FKTR","FKTR",1,NA,2023-05-02,2023,5,"20230502_1159_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"54","AMM",10284,"PCS","6/27/2023 8:52","6/27/2023",21.1,699,647,36.3,6.83,7.98,0.23,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-06-27,2023,6,"20230627_0852_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"55","AMM",10202,"PCS","5/18/2023 11:51","5/18/2023",24.9,689,688,21.9,5.78,7.74,0.29,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-05-18,2023,5,"20230518_1151_PCS_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"56","AMS",10228,"PCS","6/1/2023 10:15","6/1/2023",21.6,681,638,37.7,8.09,7.86,0.24,"CLR",1,NA,"FKTR","FKTR",1,NA,2023-06-01,2023,6,"20230601_1015_PCS_AMS",0,15,"902","AMESHA","ASH","American Shad","Fish","sapidissima","Alosa","Clupeidae","Clupeiformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"American Shad","Fish Larvae","Fish Larvae","fish","fish","American Shad","Summer"
"57","AMS",10285,"PCS","6/28/2023 10:13","6/28/2023",22.7,694,663,36.5,7.12,8,0.28,"CLR",2,NA,"FKTR","FKTR",1,NA,2023-06-28,2023,6,"20230628_1013_PCS_AMS",0,15,"902","AMESHA","ASH","American Shad","Fish","sapidissima","Alosa","Clupeidae","Clupeiformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"American Shad","Fish Larvae","Fish Larvae","fish","fish","American Shad","Summer"
"58","AMS",10051,"PCS","2/24/2023 11:20","2/24/2023",9,772,536,26.7,10.47,8.06,0.31,"CLD",1,NA,"FKTR","FKTR",1,NA,2023-02-24,2023,2,"20230224_1120_PCS_AMS",0,15,"902","AMESHA","ASH","American Shad","Fish","sapidissima","Alosa","Clupeidae","Clupeiformes","Actinopterygii","Chordata","Introduced","","","","",FALSE,"Present",NA,"American Shad","Fish Larvae","Fish Larvae","fish","fish","American Shad","Winter"
