"","OrganismCode","EventID","StationCode","Datetime","SampleDate","WaterTemp","SpecificConductance","Conductivity","Turbidity","DO","pH","Secchi","WeatherCode","VegetationRank","MicrocystisRank","MethodCode","GearCode","GearConditionCode","SampleAltered","SampleDate2","year","month","SampleID","Count","OrganismID","OrganismCode.y","FishCode","Code_UCDAVIS","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","Season"
"11","AMM",10157,"STTD","4/28/2023 9:26","4/28/2023",22.7,761,727,16.7,6.54,7.91,0.44,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-28,2023,4,"20230428_0926_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"12","AMM",10151,"STTD","4/20/2023 9:46","4/20/2023",16.9,678,573,23,8.67,8.21,0.32,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-04-20,2023,4,"20230420_0946_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"13","AMM",10282,"STTD","6/30/2023 8:56","6/30/2023",22.3,194,184,16.5,7.61,8.88,0.54,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-30,2023,6,"20230630_0856_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"14","AMM",10060,"STTD","3/2/2023 10:57","3/2/2023",7.5,648,431,81.7,10.68,8.09,0.11,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-03-02,2023,3,"20230302_1057_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"15","AMM",10250,"STTD","6/15/2023 9:08","6/15/2023",20.4,255,233,19.8,8.16,8.59,0.37,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-15,2023,6,"20230615_0908_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"16","AMM",10156,"STTD","4/27/2023 9:22","4/27/2023",21.6,746,698,14.8,6.42,7.93,0.43,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-27,2023,4,"20230427_0922_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"17","AMM",10280,"STTD","6/28/2023 9:22","6/28/2023",21.1,205,190,19.7,8.13,8.78,0.51,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-06-28,2023,6,"20230628_0922_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"18","AMM",10198,"STTD","5/12/2023 10:35","5/12/2023",19.7,502,450,35.1,6,7.77,0.25,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-12,2023,5,"20230512_1035_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"19","AMM",10195,"STTD","5/9/2023 9:30","5/9/2023",18,551,477,30.1,6.15,7.66,0.24,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-09,2023,5,"20230509_0930_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"20","AMM",9998,"STTD","1/24/2023 12:58","1/24/2023",8.1,284,192,130.6,9.6,7.57,0.08,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-24,2023,1,"20230124_1258_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"21","AMM",10235,"STTD","6/6/2023 8:46","6/6/2023",19.6,257,231,19.5,7.93,8.68,0.42,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-06-06,2023,6,"20230606_0846_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"22","AMM",10042,"STTD","2/14/2023 10:43","2/14/2023",11.4,666,493,16.4,9.04,7.83,0.34,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-02-14,2023,2,"20230214_1043_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"23","AMM",10248,"STTD","6/13/2023 9:09","6/13/2023",19.9,452,408,26.7,7.57,8.04,0.36,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-13,2023,6,"20230613_0909_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"24","AMM",10106,"STTD","4/4/2023 10:15","4/4/2023",12.3,459,348,34,9.9,8.2,0.22,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-04-04,2023,4,"20230404_1015_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"25","AMM",10030,"STTD","2/8/2023 10:39","2/8/2023",9.9,601,428,42.8,8.5,7.65,0.18,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-02-08,2023,2,"20230208_1039_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"26","AMM",10220,"STTD","5/25/2023 8:54","5/25/2023",20.6,354,324,16.8,8.64,8.64,0.42,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-25,2023,5,"20230525_0854_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"27","AMM",9975,"STTD","1/18/2023 10:35","1/18/2023",9.6,134,95,126,8.64,7.05,0.09,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-01-18,2023,1,"20230118_1035_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"28","AMM",10001,"STTD","1/26/2023 12:04","1/26/2023",8.6,365,251,97.1,8.45,7.42,0.1,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-01-26,2023,1,"20230126_1204_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"29","AMM",10232,"STTD","6/1/2023 8:53","6/1/2023",19.6,733,658,33.5,6.61,7.91,0.26,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-01,2023,6,"20230601_0853_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"30","AMM",10178,"STTD","5/3/2023 8:16","5/3/2023",18.2,680,597,23.5,6.21,7.79,0.35,"CLD",1,NA,"RSTR","RSTR8",1,NA,2023-05-03,2023,5,"20230503_0816_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"31","AMM",9996,"STTD","1/23/2023 14:26","1/23/2023",7.7,226,151,127.8,10.81,7.52,0.1,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-23,2023,1,"20230123_1426_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"32","AMM",10093,"STTD","3/27/2023 13:37","3/27/2023",13.2,285,220,57.9,9.43,7.62,0.11,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-03-27,2023,3,"20230327_1337_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"33","AMM",10066,"STTD","3/10/2023 10:36","3/10/2023",10.3,729,525,30,10.13,8.09,0.28,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-03-10,2023,3,"20230310_1036_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"34","AMM",10196,"STTD","5/10/2023 9:00","5/10/2023",18.6,491,431,37.8,5.95,7.62,0.16,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-10,2023,5,"20230510_0900_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"35","AMM",10251,"STTD","6/16/2023 9:19","6/16/2023",20.7,220,202,18.9,8.18,8.7,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-16,2023,6,"20230616_0919_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"36","AMM",10063,"STTD","3/7/2023 9:48","3/7/2023",9.9,646,460,35.8,9.57,7.97,0.24,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-03-07,2023,3,"20230307_0948_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"37","AMM",10031,"STTD","2/9/2023 10:05","2/9/2023",10.2,622,445,38.2,8.57,7.68,0.22,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-02-09,2023,2,"20230209_1005_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"38","AMM",10150,"STTD","4/19/2023 9:03","4/19/2023",15.9,647,534,22.8,8.46,8.21,0.39,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-19,2023,4,"20230419_0903_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"39","AMM",10054,"STTD","2/22/2023 11:20","2/22/2023",10.6,719,522,15,10.39,8.1,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-02-22,2023,2,"20230222_1120_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"40","AMM",10207,"STTD","5/18/2023 9:40","5/18/2023",22.6,547,521,36.4,4.61,7.69,0.2,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-18,2023,5,"20230518_0940_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"41","AMM",10275,"STTD","6/20/2023 11:02","6/20/2023",21.4,228,212,19,7.55,8.12,0.44,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-20,2023,6,"20230620_1102_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"42","AMM",10233,"STTD","6/2/2023 9:10","6/2/2023",20.2,769,699,25.7,6.33,7.9,0.31,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-02,2023,6,"20230602_0910_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"43","AMM",10231,"STTD","5/31/2023 8:55","5/31/2023",19.3,685,610,28.7,7.04,8.06,0.21,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-31,2023,5,"20230531_0855_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"44","AMM",9995,"STTD","1/23/2023 12:26","1/23/2023",7.4,221,147,114.3,10.78,7.5,0.11,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-23,2023,1,"20230123_1226_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"45","AMM",10177,"STTD","5/2/2023 9:58","5/2/2023",18.8,680,599,23.5,6.28,7.82,0.3,"CLD",2,NA,"RSTR","RSTR8",1,NA,2023-05-02,2023,5,"20230502_0958_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"46","AMM",10149,"STTD","4/18/2023 9:05","4/18/2023",15.8,657,543,20,8.47,8.23,0.35,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-18,2023,4,"20230418_0905_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"47","AMM",10238,"STTD","6/9/2023 9:06","6/9/2023",20,302,273,16.6,8.67,8.43,0.45,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-09,2023,6,"20230609_0906_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"48","AMM",10139,"STTD","4/12/2023 12:53","4/12/2023",18.6,571,501,19.7,8.71,8.34,0.38,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-04-12,2023,4,"20230412_1253_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"49","AMM",10000,"STTD","1/25/2023 12:54","1/25/2023",8.2,333,226,102.3,8.53,7.48,0.1,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-01-25,2023,1,"20230125_1254_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Winter"
"50","AMM",10197,"STTD","5/11/2023 9:18","5/11/2023",18.9,505,446,34.2,6.58,7.82,0.22,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-11,2023,5,"20230511_0918_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"51","AMM",10236,"STTD","6/7/2023 8:25","6/7/2023",18.8,235,207,15.5,7.91,8.58,0.56,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-07,2023,6,"20230607_0825_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"52","AMM",10249,"STTD","6/14/2023 8:18","6/14/2023",19.9,302,272,20.6,8.15,8.46,0.33,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-14,2023,6,"20230614_0818_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"53","AMM",10061,"STTD","3/3/2023 10:43","3/3/2023",8.1,668,453,66.1,10.38,7.95,0.16,"CLR",3,NA,"RSTR","RSTR8",2,NA,2023-03-03,2023,3,"20230303_1043_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"54","AMM",10097,"STTD","3/29/2023 10:20","3/29/2023",10.8,368,268,52.1,9.46,7.85,0.16,"RAN",2,NA,"RSTR","RSTR8",1,NA,2023-03-29,2023,3,"20230329_1020_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"55","AMM",10059,"STTD","3/1/2023 10:31","3/1/2023",7.2,698,460,38.4,11.02,8.06,0.24,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-03-01,2023,3,"20230301_1031_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"56","AMM",10279,"STTD","6/27/2023 10:37","6/27/2023",21.4,205,191,21.3,8.51,8.88,0.33,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-06-27,2023,6,"20230627_1037_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Summer"
"57","AMM",10064,"STTD","3/8/2023 10:43","3/8/2023",10.2,663,475,28.1,9.8,8.02,0.29,"CLR",2,NA,"RSTR","RSTR8",2,NA,2023-03-08,2023,3,"20230308_1043_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
"58","AMM",10208,"STTD","5/19/2023 10:30","5/19/2023",23.1,571,550,33.6,4,7.57,0.18,"CLR",2,NA,"RSTR","RSTR8",1,NA,2023-05-19,2023,5,"20230519_1030_STTD_AMM",0,110302,"110302","","","Ammocoete Lamprey","Fish","","Lampetra","Petromyzontidae","Petromyzontiformes","Cephalaspidomorphi","Chordata","Native","","","","",NA,"",NA,"Lamprey Ammocoete","","","","","Ammocoete Lamprey","Spring"
