FishId,SampleID_key,OrganismId,TotalCatch,PlusCount,IDer,IdDate,PercentSampled,FishCatchNotes,EntryOrder,FishLength,FishWeight,Hai,FinsHai,SkinHai,EyesHai,ParasiteHai,GillsHai,DeformHai,TagYear,TagSerial,AdClip,Mortality,FishLengthComments
2014,4138,400,1,,DC,12/21/2017,,,27,6,,true,0,0,0,0,,0,,,false,false,
2015,1991,47,1,,,11/27/2018,,,28,6,,true,0,0,0,0,,0,,,false,false,
2016,1568,81,2,,,,,,29,55,1.9,true,0,0,0,0,,0,2019,0004,false,false,Fall-Run; Ad+
2016,1568,81,2,,,,,,30,61,2.5,true,0,0,0,0,,0,2019,0003,false,false,Fall-Run; Ad+
2017,4105,400,1,,DC,12/20/2017,,,31,6,,true,0,0,0,0,,0,,,false,false,
2018,4060,212,1,,DC,12/21/2017,,,32,5,,true,0,0,0,0,,0,,,false,false,
2019,4344,199,3,1,DC,3/22/2017,,,33,3.5,,true,0,0,0,0,,0,,,false,false,
2019,4344,199,3,1,DC,3/22/2017,,,34,4,,true,0,0,0,0,,0,,,false,false,
2020,32,55,0,13,,,,,35,,,true,0,0,0,0,,0,,,false,false,
2021,1832,521,1,,,2/14/2019,,,36,12,,true,0,0,0,0,,0,,,false,false,
2022,309,506,1,,,9/27/2018,,,37,14.5,,true,0,0,0,0,,0,,,false,false,
2023,1542,51,1,0,,,,,38,148,,true,0,0,0,0,,0,,,false,false,
2024,4094,400,1,,DC,12/20/2017,,,39,6,,true,0,0,0,0,,0,,,false,false,
2025,4261,480,1,,DC,12/20/2017,,,40,3.5,,true,0,0,0,0,,0,,,false,false,
2026,40,329,1,0,,,,,41,32,,true,0,0,0,0,,0,,,false,false,
2027,4038,199,1,,DC,6/5/2017,,,42,4.5,,true,0,0,0,0,,0,,,false,false,Fish too mangled to ID
2028,1568,523,1,,,,,,43,181,128.3,true,0,0,0,0,,0,,,false,false,
2029,5,528,2,0,,,,,44,290,,true,0,0,0,0,,0,,,false,false,
2029,5,528,2,0,,,,,45,312,,true,0,0,0,0,,0,,,false,false,
2030,39,51,1,0,,,,,46,65,,true,0,0,0,0,,0,,,false,false,
2031,1563,272,1,0,,,,,47,85,,true,0,0,0,0,,0,,,false,false,
2032,4012,400,3,,DC,6/5/2017,,,48,8.5,,true,0,0,0,0,,0,,,false,false,
2032,4012,400,3,,DC,6/5/2017,,,49,6.5,,true,0,0,0,0,,0,,,false,false,
2033,17,51,1,0,,,,,50,157,,true,0,0,0,0,,0,,,false,false,
2034,4337,505,3,,DC,3/21/2018,,,51,7.5,,true,0,0,0,0,,0,,,false,false,
2034,4337,505,3,,DC,3/21/2018,,,52,5,,true,0,0,0,0,,0,,,false,false,
2034,4337,505,3,,DC,3/21/2018,,,53,5,,true,0,0,0,0,,0,,,false,false,
2035,270,329,1,,,2/12/2019,,,54,7,,true,0,0,0,0,,0,,,false,false,
2036,39,400,2,0,,,,,55,52,,true,0,0,0,0,,0,,,false,false,
2036,39,400,2,0,,,,,56,74,,true,0,0,0,0,,0,,,false,false,
2037,4177,400,1,,DC,12/20/2017,,,57,5.5,,true,0,0,0,0,,0,,,false,false,
2038,3997,400,2,,DC,12/21/2017,,,58,4,,true,0,0,0,0,,0,,,false,false,
2038,3997,400,2,,DC,12/21/2017,,,59,7,,true,0,0,0,0,,0,,,false,false,
2039,1567,449,1,0,,,,,60,50,,true,0,0,0,0,,0,,,false,false,
2040,1546,81,1,0,,,,,61,40,,true,0,0,0,0,,0,2017,0001,false,false,Fall-Run; Ad+; Kept for Miranda Tillcock
2041,1565,55,1,0,,,,,62,35,,true,0,0,0,0,,0,,,false,false,
2042,1417,122,4,,,,,,,,,,,,,,,,,,,,
2043,1551,527,1,0,,,,,63,104,,true,0,0,0,0,,0,,,false,false,
2044,1559,315,2,0,,,,,64,68,,true,0,0,0,0,,0,,,false,false,
2044,1559,315,2,0,,,,,65,77,,true,0,0,0,0,,0,,,false,false,
2045,6,480,1,0,,,,,66,90,,true,0,0,0,0,,0,,,false,false,
2046,1549,505,2,0,,,,,67,79,,true,0,0,0,0,,0,,,false,false,
2046,1549,505,2,0,,,,,68,120,,true,0,0,0,0,,0,,,false,false,
2047,32,212,0,1,,,,,69,,,true,0,0,0,0,,0,,,false,false,
2048,53,211,2,,,,,,70,65,,true,0,0,0,0,,0,,,false,false,
2048,53,211,2,,,,,,71,48,,true,0,0,0,0,,0,,,false,false,
2049,4132,400,1,,DC,12/20/2017,,,72,6.5,,true,0,0,0,0,,0,,,false,false,
2050,1562,51,1,0,,,,,73,154,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,74,3,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,75,3,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,76,3,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,77,3,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,78,3,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,79,4,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,80,3,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,81,2.5,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,82,4,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,83,2.5,,true,0,0,0,0,,0,,,false,false,
2051,4047,521,11,,DC,12/21/2017,,,84,2.5,,true,0,0,0,0,,0,,,false,false,
2052,12,400,1,,DC,3/21/2017,,,85,6,,true,0,0,0,0,,0,,,false,false,
2053,1557,425,1,0,,,,,86,198,,true,0,0,0,0,,0,,,false,false,
2054,4288,400,1,,DC,6/5/2017,,,87,5.5,,true,0,0,0,0,,0,,,false,false,
2055,1425,345,0,0,,,,,,,,,,,,,,,,,,,
2056,4342,505,1,,DC,3/22/2017,,,88,5,,true,0,0,0,0,,0,,,false,false,
2057,1551,211,4,0,,,,,89,57,,true,0,0,0,0,,0,,,false,false,
2057,1551,211,4,0,,,,,90,88,,true,0,0,0,0,,0,,,false,false,
2057,1551,211,4,0,,,,,91,65,,true,0,0,0,0,,0,,,false,false,
2057,1551,211,4,0,,,,,92,46,,true,0,0,0,0,,0,,,false,false,
2058,4032,329,7,,,11/30/2018,,,93,16,,true,0,0,0,0,,0,,,false,false,
2058,4032,329,7,,,11/30/2018,,,94,14,,true,0,0,0,0,,0,,,false,false,
2058,4032,329,7,,,11/30/2018,,,95,28,,true,0,0,0,0,,0,,,false,false,
2058,4032,329,7,,,11/30/2018,,,96,23,,true,0,0,0,0,,0,,,false,false,
2058,4032,329,7,,,11/30/2018,,,97,14,,true,0,0,0,0,,0,,,false,false,
2058,4032,329,7,,,11/30/2018,,,98,26,,true,0,0,0,0,,0,,,false,false,
2058,4032,329,7,,,11/30/2018,,,99,37,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,100,27,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,101,130,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,102,123,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,103,135,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,104,25,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,105,35,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,106,33,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,107,24,,true,0,0,0,0,,0,,,false,false,
2059,1561,55,9,0,,,,,108,26,,true,0,0,0,0,,0,,,false,false,
2060,5,436,2,0,,,,,109,266,,true,0,0,0,0,,0,,,false,false,
2060,5,436,2,0,,,,,110,260,,true,0,0,0,0,,0,,,false,false,
2061,4336,199,3,1,DC,3/22/2017,,,111,6,,true,0,0,0,0,,0,,,false,false,
2061,4336,199,3,1,DC,3/22/2017,,,112,4,,true,0,0,0,0,,0,,,false,false,
2062,1728,434,1,,DC,3/20/2017,,,113,7.5,,true,0,0,0,0,,0,2018,0026,false,false,Given to Jim Hobbs on 1/15/2019 for Mandi Finger.
2063,865,329,1,,,2/14/2019,,,114,21,,true,0,0,0,0,,0,,,false,false,
2064,1564,195,3,3,,,,,22256,0,,true,0,0,0,0,0,0,,,false,false,
2065,17,50,1,0,,,,,115,214,,true,0,0,0,0,,0,,,false,false,
2066,4040,400,1,,DC,12/20/2017,,,116,5.5,,true,0,0,0,0,,0,,,false,false,
2067,1340,15,1,,,,,,117,90,,true,0,0,0,0,,0,,,false,false,
2068,2,272,6,0,,,,,118,419,,true,0,0,0,0,,0,,,false,false,
2068,2,272,6,0,,,,,119,380,,true,0,0,0,0,,0,,,false,false,
2068,2,272,6,0,,,,,120,101,,true,0,0,0,0,,0,,,false,false,
2068,2,272,6,0,,,,,121,419,,true,0,0,0,0,,0,,,false,false,
2068,2,272,6,0,,,,,122,149,,true,0,0,0,0,,0,,,false,false,
2068,2,272,6,0,,,,,123,473,,true,0,0,0,0,,0,,,false,false,
2069,76,422,1,,,,,,124,27,,true,0,0,0,0,,0,,,false,false,
2070,1551,55,2,0,,,,,125,31,,true,0,0,0,0,,0,,,false,false,
2070,1551,55,2,0,,,,,126,36,,true,0,0,0,0,,0,,,false,false,
2071,4,51,2,0,,,,,127,151,,true,0,0,0,0,,0,,,false,false,
2071,4,51,2,0,,,,,128,212,,true,0,0,0,0,,0,,,false,false,
2072,1538,272,1,,,,,,129,225,,true,0,0,0,0,,0,,,false,false,
2073,6,523,1,0,,,,,130,98,,true,0,0,0,0,,0,,,false,false,
2074,1555,55,7,0,,,,,131,33,,true,0,0,0,0,,0,,,false,false,
2074,1555,55,7,0,,,,,132,35,,true,0,0,0,0,,0,,,false,false,
2074,1555,55,7,0,,,,,133,37,,true,0,0,0,0,,0,,,false,false,
2074,1555,55,7,0,,,,,134,48,,true,0,0,0,0,,0,,,false,false,
2074,1555,55,7,0,,,,,135,42,,true,0,0,0,0,,0,,,false,false,
2074,1555,55,7,0,,,,,136,50,,true,0,0,0,0,,0,,,false,false,
2074,1555,55,7,0,,,,,137,34,,true,0,0,0,0,,0,,,false,false,
2075,1565,51,1,0,,,,,138,205,,true,0,0,0,0,,0,,,false,false,
2076,3999,400,1,,DC,12/20/2017,,,139,6,,true,0,0,0,0,,0,,,false,false,
2077,395,400,1,,,1/3/2019,,,140,6,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,141,190,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,142,265,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,143,185,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,144,235,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,145,183,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,146,262,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,147,268,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,148,221,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,149,215,,true,0,0,0,0,,0,,,false,false,
2078,33,528,10,15,,,,,150,230,,true,0,0,0,0,,0,,,false,false,
2079,1568,315,1,,,,,,151,74,2.6,true,0,0,0,0,,0,,,false,false,
2080,4108,400,4,,DC,6/5/2017,,,152,6,,true,0,0,0,0,,0,,,false,false,
2080,4108,400,4,,DC,6/5/2017,,,153,5.5,,true,0,0,0,0,,0,,,false,false,
2080,4108,400,4,,DC,6/5/2017,,,154,6,,true,0,0,0,0,,0,,,false,false,
2080,4108,400,4,,DC,6/5/2017,,,155,6,,true,0,0,0,0,,0,,,false,false,
2081,4118,400,1,,DC,12/21/2017,,,156,5,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,157,267,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,158,265,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,159,295,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,160,295,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,161,232,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,162,280,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,163,246,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,164,275,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,165,237,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,166,271,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,167,298,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,168,245,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,169,209,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,170,235,,true,0,0,0,0,,0,,,false,false,
2082,4,528,15,10,,,,,171,271,,true,0,0,0,0,,0,,,false,false,
2083,1484,345,0,,,,,,,,,,,,,,,,,,,,
2084,4216,469,1,,,1/3/2019,,,172,8,,true,0,0,0,0,,0,,,false,false,
2085,4060,199,4,,DC,12/21/2017,,,173,5,,true,0,0,0,0,,0,,,false,false,
2085,4060,199,4,,DC,12/21/2017,,,174,4.5,,true,0,0,0,0,,0,,,false,false,
2085,4060,199,4,,DC,12/21/2017,,,175,4.5,,true,0,0,0,0,,0,,,false,false,
2085,4060,199,4,,DC,12/21/2017,,,176,6.5,,true,0,0,0,0,,0,,,false,false,
2086,4337,521,2,,DC,3/21/2018,,,177,3.5,,true,0,0,0,0,,0,,,false,false,
2086,4337,521,2,,DC,3/21/2018,,,178,3,,true,0,0,0,0,,0,,,false,false,
2087,844,329,5,,,1/4/2019,,,179,20,,true,0,0,0,0,,0,,,false,false,
2087,844,329,5,,,1/4/2019,,,180,19,,true,0,0,0,0,,0,,,false,false,
2087,844,329,5,,,1/4/2019,,,181,10,,true,0,0,0,0,,0,,,false,false,
2087,844,329,5,,,1/4/2019,,,182,10,,true,0,0,0,0,,0,,,false,false,
2087,844,329,5,,,1/4/2019,,,183,14,,true,0,0,0,0,,0,,,false,false,
2088,1380,15,1,,,,,,184,80,,true,0,0,0,0,,0,,,false,false,
2089,36,51,2,0,,,,,185,93,,true,0,0,0,0,,0,,,false,false,
2089,36,51,2,0,,,,,186,68,,true,0,0,0,0,,0,,,false,false,
2090,1159,345,0,,,,,,,,,,,,,,,,,,,,
2091,360,329,1,,,2/1/2019,,,187,27,,true,0,0,0,0,,0,,,false,false,
2092,1417,315,1,,,,,,188,75,,true,0,0,0,0,,0,,,false,false,
2093,1548,211,1,0,,,,,189,89,,true,0,0,0,0,,0,,,false,false,
2094,1789,211,1,0,,,,,190,76,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,191,9,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,192,8,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,193,8,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,194,8,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,195,8,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,196,7,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,197,8,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,198,8,,true,0,0,0,0,,0,,,false,false,
2095,37,199,11,0,,5/12/2018,,,199,8,,true,0,0,0,0,,0,,,false,false,
2096,1552,51,3,,,,,,200,198,,true,0,0,0,0,,0,,,false,false,
2096,1552,51,3,,,,,,201,40,,true,0,0,0,0,,0,,,false,false,
2096,1552,51,3,,,,,,202,73,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,203,155,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,204,111,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,205,136,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,206,138,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,207,129,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,208,127,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,209,113,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,210,127,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,211,122,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,212,120,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,213,128,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,214,104,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,215,98,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,216,105,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,217,109,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,218,136,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,219,108,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,220,132,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,221,161,,true,0,0,0,0,,0,,,false,false,
2097,20,233,20,8,,,,,222,116,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,223,188,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,224,185,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,225,136,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,226,178,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,227,174,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,228,135,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,229,163,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,230,175,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,231,181,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,232,165,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,233,186,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,234,161,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,235,210,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,236,177,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,237,127,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,238,125,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,239,150,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,240,161,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,241,163,,true,0,0,0,0,,0,,,false,false,
2098,18,434,20,37,,,,,242,201,,true,0,0,0,0,,0,,,false,false,
2099,18,50,3,0,,,,,243,270,,true,0,0,0,0,,0,,,false,false,
2099,18,50,3,0,,,,,244,321,,true,0,0,0,0,,0,,,false,false,
2099,18,50,3,0,,,,,245,319,,true,0,0,0,0,,0,,,false,false,
2100,1340,505,1,,,,,,246,102,,true,0,0,0,0,,0,,,false,false,
2101,1531,345,0,,,,,,,,,,,,,,,,,,,,
2102,2001,506,1,,,,,,247,40,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,248,7,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,249,6,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,250,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,251,6,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,252,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,253,7,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,254,7,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,255,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,256,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,257,6,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,258,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,259,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,260,7,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,261,7,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,262,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,263,6.5,,true,0,0,0,0,,0,,,false,false,
2103,4112,400,17,,DC,6/5/2017,,,264,7.5,,true,0,0,0,0,,0,,,false,false,
2104,1537,195,1,1,,,,,,,,,,,,,,,,,,,
2105,1538,55,2,,,,,,265,123,39.9,true,0,0,0,0,,0,,,false,false,
2105,1538,55,2,,,,,,266,114,31.6,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,267,4.5,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,268,4.5,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,269,5.5,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,270,6,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,271,6,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,272,7,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,273,6,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,274,6,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,275,5,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,276,6.5,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,277,5.5,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,278,5,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,279,6,,true,0,0,0,0,,0,,,false,false,
2106,4101,400,15,1,DC,12/20/2017,,,280,6,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,281,22,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,282,46,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,283,57,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,284,55,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,285,51,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,286,56,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,287,50,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,288,59,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,289,39,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,290,48,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,291,70,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,292,45,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,293,42,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,294,63,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,295,49,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,296,33,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,297,55,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,298,67,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,299,41,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,300,40,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,301,58,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,302,42,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,303,52,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,304,57,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,305,68,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,306,47,,true,0,0,0,0,,0,,,false,false,
2107,77,315,268,238,,,,,307,62,,true,0,0,0,0,,0,,,false,false,
